Date,Weighted_bitcoin_price,Volume,Num_bitcoin_address,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA
2018/7/23,7576.6,5132480000,584758,229314,5.18E+12,8.72,707777,83.51,1232.87,67.89,1.1697,13360,39877,7397.3,7080.9,6832.96
2018/7/24,8067.64,7277689856,578233,259199,5.18E+12,8.99,750731,85.8,1224.37,68.52,1.1688,12821,48202,7516.3,7240.34,6902.2
2018/7/25,8266.07,5845400064,644234,250031,5.18E+12,8.15,803530,87.57,1227.67,69.3,1.1741,14538,41673,7851.29,7469.75,7051.79
2018/7/26,8074.37,4899089920,510977,231514,5.18E+12,8.8,621509,85.38,1228.16,69.61,1.1647,12561,39978,8105.59,7629.71,7179.41
2018/7/27,8054.46,5195879936,604287,229230,5.18E+12,8.57,741261,83.86,1222.99,68.69,1.1654,13973,37373,8185.75,7699.77,7302.46
2018/7/28,8173.71,3988750080,462708,188093,5.18E+12,9.94,594521,83.9,1222.99,68.69,1.1654,12436,31763,8099.33,7788.01,7440.1
2018/7/29,8209.43,4107190016,403083,168237,5.95E+12,8.47,416650,84.18,1223.38,70.13,1.166,15010,32179,8102.91,7868.6,7576.96
2018/7/30,8138.76,5551400000,525741,230790,5.95E+12,10.71,727349,83.08,1224.14,70.13,1.1707,12769,37855,8191.87,7964.64,7709.74
2018/7/31,7960.02,5287530000,549499,242830,5.95E+12,9.82,765695,80.54,1221.22,68.76,1.1689,13419,38962,8197.03,8049.22,7812.5
2018/8/1,7666.98,4797620000,574951,240894,5.95E+12,9.6,822070,78.84,1222.51,61.73,1.1663,12804,39603,8059.79,8089.43,7845.32
2018/8/2,7609.39,4214110000,535229,224720,5.95E+12,9.46,640956,77,1213.27,61.15,1.1585,12127,37572,7861.94,8079.85,7863.47
2018/8/3,7471.83,4627150000,585312,229693,5.95E+12,8.6,656122,76.47,1211.66,60.12,1.1583,14465,39186,7657.5,7984.62,7870.63
2018/8/4,7238.27,4268390000,456131,191481,5.95E+12,8.07,456584,75.3,1211.66,60.12,1.1583,11066,33342,7542.15,7901.62,7876.37
2018/8/5,7035.76,3679110000,397829,172021,5.95E+12,9.2,467703,73.91,1213.43,69.06,1.1562,11327,30523,7344.8,7799.54,7848.76
2018/8/6,7017.96,3925900000,517813,218476,5.95E+12,11.03,822882,74.58,1209.64,65.74,1.1559,16035,35064,7178.57,7677.7,7823.76
2018/8/7,6901.56,4682800000,589346,232894,5.95E+12,9.52,819273,71.38,1205.04,65.74,1.1603,16708,34996,7017.71,7539.88,7769.53
2018/8/8,6506.43,5064430000,532064,235154,5.95E+12,9.18,640898,65.24,1216.48,66.94,1.161,12273,36169,6924.47,7377.07,7650.16
2018/8/9,6437.15,4267040000,519217,222177,5.95E+12,9.68,647505,63.33,1213.55,66.94,1.1524,10302,34503,6670.24,7168.77,7516.19
2018/8/10,6367.98,4528680000,559603,225972,5.95E+12,8.21,644668,61.79,1211.82,74.29,1.1423,12897,34108,6542.38,7034.08,7417.38
2018/8/11,6261.57,4047850000,449075,192268,6.39E+12,8.38,496767,58.33,1211.82,60.67,1.1423,9699,29578,6352.91,6874.06,7275.93
2018/8/12,6313.42,5665250000,399762,164889,6.39E+12,9.3,474671,59.3,1211.73,60.67,1.1395,11541,28188,6349.56,6732.79,7140.47
2018/8/13,6350.42,4083980000,490801,222079,6.39E+12,9.68,735713,58.31,1200.76,67.2,1.1401,13664,31628,6267.71,6609.27,7005.06
2018/8/14,6186.59,5301700000,535762,247486,6.39E+12,10.56,803302,54.94,1193.78,67.04,1.1347,13691,36996,6305.33,6527.57,6870.56
2018/8/15,6334.96,4895450000,475594,245905,6.39E+12,8.81,616539,55.61,1182.32,65.01,1.1343,14295,35084,6273.32,6431.04,6757.65
2018/8/16,6344.72,4328420000,547322,232177,6.39E+12,9.27,599017,55.46,1177.6,65.344,1.1374,13302,33037,6268.6,6359.56,6663.63
2018/8/17,6457.25,4992990000,584759,233642,6.39E+12,9.49,648257,58.38,1180.89,65.63,1.1449,12333,32168,6280.99,6313.08,6575.6
2018/8/18,6494.57,3984520000,459134,190775,6.39E+12,8.83,467642,59.17,1180.89,65.63,1.1449,12274,27953,6407.96,6343.61,6514.61
2018/8/19,6457.04,3311170000,408184,167255,6.39E+12,10.12,485180,57.61,1188.88,65.824,1.1438,12762,26854,6446.37,6327.56,6471.11
2018/8/20,6410.97,3665100000,524775,214833,6.39E+12,9.53,628369,56.11,1187.56,65.824,1.1489,12594,33467,6503.49,6363.27,6430.93
2018/8/21,6397.24,3377180000,534176,217629,6.39E+12,9.65,599256,55.17,1192.86,66.142,1.1574,13082,33425,6412.79,6364.69,6384.99
2018/8/22,6497.46,4668110000,574028,230173,6.39E+12,9.12,596203,56.34,1196.52,67.86,1.1588,13567,32026,6434.45,6383.14,6366.1
2018/8/23,6456.02,3426180000,501871,217203,6.39E+12,9.68,582759,56.23,1189.76,67.83,1.1542,13000,33815,6391.33,6391.94,6371.17
2018/8/24,6622.52,4097820000,577153,219702,6.73E+12,9.63,630245,57.44,1195.88,68.72,1.1633,12695,29804,6466.78,6429.18,6368.79
2018/8/25,6743.43,3312600000,478783,196285,6.73E+12,10.88,596320,57.85,1195.88,68.72,1.1633,12273,26122,6543.85,6474.89,6407.02
2018/8/26,6714.35,3295500000,430511,172574,6.73E+12,8.35,451004,57.43,1206.18,68.87,1.1649,11746,23840,6672.68,6522.5,6440.41
2018/8/27,6792.45,4019000000,595664,223471,6.73E+12,7.78,564913,58.72,1210.06,68.87,1.1683,14017,28754,6730.14,6536.57,6467.88
2018/8/28,6994.82,4659940000,597839,237886,6.73E+12,9.38,706877,61.57,1213.44,68.53,1.1691,13410,33359,6785.03,6587.78,6509.81
2018/8/29,7055.75,4145880000,588294,237369,6.73E+12,10.38,715081,62.23,1200.51,69.51,1.1709,13519,31756,6896.06,6653.36,6573.85
2018/8/30,6982.34,4463250000,540618,231237,6.73E+12,9.35,630931,60.76,1202.69,70.25,1.1664,14620,31447,7009.36,6735.43,6626.61
2018/8/31,6997.22,4495650000,589527,236921,6.73E+12,9.32,633803,60.98,1203.72,69.8,1.1621,12449,32099,7040.56,6789.81,6672.58
2018/9/1,7129.6,4116050000,513465,213180,6.73E+12,9.41,609337,64.17,1203.72,62.96,1.1621,11241,30166,7020.99,6863.24,6705.22
2018/9/2,7225.19,4329540000,442960,187001,6.73E+12,10.09,512226,65.72,1204.53,59.2,1.16,13102,29111,7069.69,6936.39,6760.18
2018/9/3,7266.3,4087760000,525670,222753,6.73E+12,10.02,667559,65.43,1191.68,62.04,1.1615,13705,34835,7167.85,6997.81,6814.94
2018/9/4,7317.09,4273640000,552331,232139,6.73E+12,11.19,751995,66.81,1195.98,63.42,1.1586,13342,35005,7242.01,7053.02,6882.91
2018/9/5,7083.89,5800460000,540142,246345,6.73E+12,11.14,758576,63.17,1196.7,71.14,1.1635,14156,35456,7298.15,7125.73,6945.26
2018/9/6,6611.04,5523470000,585513,252111,6.73E+12,9.6,695658,57.26,1200.08,71.14,1.162,14088,37078,7138.18,7115.53,6974.98
2018/9/7,6487.04,4264680000,617704,230638,7.02E+12,9.5,702911,56.79,1197.36,73.85,1.1572,12664,33033,6894.55,7052.52,6974.57
2018/9/8,6354.48,3835060000,489875,204278,7.02E+12,9.52,554538,54.89,1197.36,66.81,1.1572,11549,28446,6596.36,6988.06,6956.51
2018/9/9,6292.93,3671890000,446194,188749,7.02E+12,8.89,489099,54.33,1192.83,66.81,1.1561,12560,30519,6407.41,6904.48,6918.14
2018/9/10,6324.75,3714100000,535579,222731,7.02E+12,10.45,713519,54.79,1195.13,74.96,1.1594,14374,33868,6331.3,6822.62,6889.11
2018/9/11,6328.05,3849910000,549992,237430,7.02E+12,10.36,758177,53.21,1195.44,60.19,1.1596,10880,32809,6285.51,6726.67,6849.47
2018/9/12,6324.44,4064230000,534811,233107,7.02E+12,8.54,553195,51.03,1201.42,60.19,1.1627,10741,29716,6317.25,6620.95,6794.11
2018/9/13,6440.3,4210910000,541694,234061,7.02E+12,9.75,642640,53.31,1205.29,68.59,1.1693,11889,32269,6334.23,6520.03,6744.44
2018/9/14,6520.1,4076220000,527742,223118,7.02E+12,10.83,772459,55.75,1199.33,68.99,1.1635,11699,31041,6396.77,6426.21,6711.51
2018/9/15,6526.97,3216300000,502091,210931,7.02E+12,10.35,605590,56.91,1199.33,68.99,1.1635,11171,27319,6460.61,6395.09,6674.02
2018/9/16,6514.57,3273730000,419923,179344,7.02E+12,10.17,491998,56.5,1193.73,68.864,1.1635,12184,26995,6524.41,6396.65,6627.59
2018/9/17,6398.25,3910780000,560269,240017,7.02E+12,10.89,703193,54.79,1198.2,68.864,1.1673,18135,31037,6524.36,6402.22,6573.62
2018/9/18,6325.52,4180090000,568820,244117,7.02E+12,10.13,695645,53.12,1199.09,69.746,1.1679,15263,30885,6447.19,6408.35,6503.71
2018/9/19,6356.8,4431340000,540959,250881,7.02E+12,9.24,617431,53.88,1201.62,70.91,1.1671,13421,31000,6389.89,6416.18,6432.97
2018/9/20,6460.93,4348110000,542894,253520,7.15E+12,9.35,623138,55.45,1205.19,70.416,1.1779,12915,32268,6350.35,6423.83,6404.8
2018/9/21,6634.88,6531940000,620832,272907,7.15E+12,9.94,772972,59,1202.42,70.78,1.1769,12747,34302,6429.84,6445.88,6404.12
2018/9/22,6722.1,4509660000,505853,225382,7.15E+12,9.33,558263,60.18,1202.42,70.78,1.1769,11768,27695,6551.05,6488.45,6423.26
2018/9/23,6717.88,4197500000,454807,200169,7.15E+12,9.57,501595,61.28,1199.63,72.08,1.1769,13893,29057,6658.87,6511.19,6458.69
2018/9/24,6648.66,4177310000,543361,237522,7.15E+12,9.7,615028,59.49,1197.33,72.08,1.1749,16198,32186,6722.52,6533.18,6487.96
2018/9/25,6508.9,4726180000,574804,251944,7.15E+12,8.58,582969,57.11,1200.23,72.28,1.1766,13497,33771,6676.01,6538.98,6506.93
2018/9/26,6482.9,4437300000,541812,243788,7.15E+12,10.34,680862,57.79,1198.96,71.57,1.1751,11888,32810,6584.17,6531.13,6515.88
2018/9/27,6587.27,4606810000,547299,248543,7.15E+12,9.98,663174,60.41,1189.1,72.12,1.1638,11109,31898,6512.29,6554.88,6526.11
2018/9/28,6676.56,5014430000,608318,254085,7.15E+12,9.38,649866,62.58,1186.66,73.25,1.1621,10102,29550,6539.41,6588.82,6537.5
2018/9/29,6599.95,4363690000,498963,218187,7.15E+12,9.38,532222,61.19,1186.66,73.25,1.1621,9828,28728,6605.29,6616.11,6546.89
2018/9/30,6610.15,4002280000,474779,208047,7.15E+12,8.92,484179,61.33,1188.38,63.57,1.1621,9861,27646,6640.95,6625.25,6551.08
2018/10/1,6602.96,4000970000,603755,242662,7.15E+12,9.13,632203,60.7,1200.66,63.57,1.1577,9908,31878,6623.88,6613.1,6558.83
2018/10/2,6574.77,3979260000,573816,244635,7.15E+12,10.57,786999,60.17,1189.3,63.57,1.155,10702,31648,6605.71,6598.39,6580.86
2018/10/3,6520.48,3887310000,586061,242158,7.15E+12,9.93,639723,58.43,1201.63,65.51,1.1487,9672,31711,6590.43,6581.22,6594.06
2018/10/4,6543.96,3838410000,557823,243007,7.45E+12,9.6,608672,58.07,1200.13,65.51,1.1516,9361,34224,6549.44,6570.91,6601.49
2018/10/5,6594.42,3671500000,562895,244589,7.45E+12,11.08,712139,58.47,1201.47,71.36,1.1534,8776,34221,6545.13,6585.38,6605.56
2018/10/6,6604.28,3259740000,515060,214718,7.45E+12,11.5,694308,58.23,1201.47,71.36,1.1534,7699,29246,6567.25,6599.54,6597.53
2018/10/7,6598.04,3306630000,525854,219589,7.45E+12,10.03,584360,57.92,1202.88,74.11,1.1534,7645,28503,6595.83,6589.72,6587.98
2018/10/8,6625.88,3979460000,561435,247906,7.45E+12,10.82,728604,58.73,1194.11,67.63,1.1493,10673,37692,6604.58,6585.14,6580.29
2018/10/9,6641.02,3580810000,554591,235732,7.45E+12,11.06,745064,58.98,1183.88,67.54,1.1496,12687,35538,6614.5,6590.73,6584.35
2018/10/10,6601.27,3787650000,556835,244801,7.45E+12,9.96,696431,58.18,1191.09,73.17,1.1533,9488,33842,6632.61,6592.62,6598.36
2018/10/11,6418.36,5181640000,608748,262308,7.45E+12,9.09,704010,54.54,1210.39,73.17,1.1593,9063,32278,6626.8,6592.17,6604.82
2018/10/12,6269.7,3783500000,598570,243042,7.45E+12,10.93,800574,52.28,1220.34,51,1.1575,8846,28937,6494.8,6558.85,6574.79
2018/10/13,6283.1,3064030000,513512,204956,7.45E+12,10.19,627954,53.6,1220.34,51,1.1575,7582,27760,6372.12,6533.52,6548.39
2018/10/14,6305.7,3085320000,451714,191145,7.45E+12,12.65,707592,52.89,1217.93,71.78,1.1575,7860,28150,6272.27,6501.22,6525.82
2018/10/15,6528.23,7370770000,619424,266783,7.45E+12,8.84,725832,54.1,1226.48,71.78,1.1584,10030,35275,6283.83,6464.38,6501.92
2018/10/16,6610.62,4074800000,603605,257832,7.45E+12,10.62,793523,54.55,1227.03,71.92,1.1575,9497,35006,6391.15,6465.29,6502.41
2018/10/17,6563.4,4088420000,564479,260224,7.45E+12,10.55,808886,53.82,1224.17,69.74,1.1501,8716,33145,6494.53,6464.53,6505.27
2018/10/18,6509.16,3924080000,587516,253312,7.45E+12,10.39,755877,53.09,1225.36,68.674,1.1455,8855,30155,6579.03,6452.55,6508.26
2018/10/19,6470.62,3578870000,619914,253684,7.18E+12,9.98,775650,52.85,1226.63,69.216,1.1531,9439,28097,6539.08,6434.12,6501.12
2018/10/20,6474.21,3379130000,516162,227678,7.18E+12,10.27,668791,53.17,1226.63,69.216,1.1531,8003,23204,6495.52,6420.77,6489.9
2018/10/21,6501.2,3253610000,480204,211367,7.18E+12,10.44,654482,53.21,1226.88,69.322,1.1531,8058,22298,6477.1,6446.65,6482.82
2018/10/22,6495,3672860000,566330,255169,7.18E+12,9.25,705036,52.52,1225.43,69.322,1.1467,11136,30300,6478.98,6469.74,6474.21
2018/10/23,6476.34,3716150000,606406,253309,7.18E+12,9.25,710504,52.4,1231.97,66.43,1.1472,9588,30702,6486.23,6492.09,6462.42
2018/10/24,6491.4,3424670000,545787,253978,7.18E+12,12.91,872025,52.57,1231.59,66.82,1.1399,10140,29969,6481.75,6512.63,6450.49
2018/10/25,6478.15,3230550000,585432,254462,7.18E+12,10.43,785563,52.32,1230.07,67.33,1.1375,9440,25693,6486.25,6501.44,6444.09
2018/10/26,6472.77,3306050000,595606,252859,7.18E+12,10.11,778355,52.13,1230.59,67.59,1.1424,8798,25493,6482.62,6488.12,6459.81
2018/10/27,6480.54,3393250000,487581,233613,7.18E+12,10.6,694061,52.05,1230.59,67.59,1.1424,7501,20631,6482.29,6480.38,6474.1
2018/10/28,6479.81,3445190000,486159,219720,7.18E+12,10.34,658091,51.91,1228.87,67.04,1.1424,7981,20711,6477.14,6480.79,6487.99
2018/10/29,6408.89,4199910000,590111,269608,7.18E+12,9.78,755754,50.4,1230.01,67.04,1.1373,9804,26541,6480.51,6483.12,6501.95
2018/10/30,6336.61,3781100000,599489,283173,7.18E+12,9.39,736246,49.13,1225.73,66.18,1.1343,11438,25290,6433.13,6465.73,6483.1
2018/10/31,6330.16,4191240000,616843,288120,7.18E+12,8.86,714064,49.26,1218.3,65.31,1.1317,12280,33944,6384.43,6449.27,6464.4
2018/11/1,6388.72,3789400000,601403,281787,7.18E+12,9.25,740441,50.07,1225.6,63.8,1.1405,12175,31618,6328.17,6430.43,6448.19
2018/11/2,6372.9,4234870000,623469,292561,7.18E+12,10.08,835104,50.91,1233.49,63.8,1.1389,11582,22288,6343.22,6419.55,6441.13
2018/11/3,6372.74,3658640000,559675,249403,7.18E+12,9,662455,51.1,1233.49,66.82,1.1389,9899,18645,6361.28,6407.62,6435.63
2018/11/4,6356.2,4390020000,536643,226124,7.18E+12,11.24,783320,52.64,1246.88,66.82,1.1389,9425,24207,6375.83,6394.83,6426.49
2018/11/5,6406.87,4174800000,611210,296139,7.18E+12,10.38,798916,53.74,1231.77,70.7,1.1411,10250,23158,6375.28,6383.88,6418.91
2018/11/6,6441.52,4700040000,561998,285323,7.18E+12,11.25,823320,54.77,1229.56,66.1,1.142,10350,25550,6385.68,6377.13,6414.08
2018/11/7,6504.78,4941260000,611976,293604,7.18E+12,10.93,845616,55.02,1227.89,70.38,1.1431,9657,24951,6418.93,6374.31,6413.03
2018/11/8,6487.86,4665260000,612517,277476,7.18E+12,12.06,869336,53.35,1224.47,70.38,1.1365,12575,24614,6470.27,6396.26,6415.48
2018/11/9,6414.51,4346820000,624017,283769,7.18E+12,11.34,852381,52.16,1215.93,69.25,1.1337,12319,25018,6481.62,6409.53,6413.87
2018/11/10,6404.48,3705320000,513699,252368,7.18E+12,10.96,723809,52.22,1215.93,70.97,1.1337,9244,20709,6456.49,6417.08,6407.5
2018/11/11,6399.58,3939060000,523862,246845,7.18E+12,9.82,693691,51.6,1209.73,70.97,1.1337,12704,18630,6416.19,6420.58,6402.42
2018/11/12,6394.43,4295770000,591468,299866,7.18E+12,10.36,830249,51.07,1205.29,51.65,1.1223,11375,23212,6402.04,6423.11,6397.05
2018/11/13,6367.66,4503800000,564648,279040,7.18E+12,12.04,845109,50.14,1201.39,55.69,1.1295,10957,25340,6397.25,6424.23,6399.81
2018/11/14,6001.31,7398940000,561188,292620,7.18E+12,10.69,823986,46.36,1207.87,56.288,1.1313,10530,34169,6380.68,6422.38,6401.62
2018/11/15,5629.34,7032140000,621054,291398,7.18E+12,11.34,909164,43.18,1212.16,56.548,1.1329,11302,30694,6156.37,6346.68,6360.24
2018/11/16,5594.21,5279320000,624714,282998,7.18E+12,11.41,860507,43.12,1218.28,56.592,1.1421,9741,28077,5915.29,6256.35,6308.12
2018/11/17,5557.76,4303150000,510062,262504,6.65E+12,9.93,701335,42.14,1218.28,56.592,1.1421,9209,23964,5653.98,6150.28,6250.05
2018/11/18,5599.16,4159680000,455558,239680,6.65E+12,11.7,747239,42.35,1221.23,57.112,1.1421,9096,21832,5592.64,6050.35,6192.41
2018/11/19,5238.99,7039560000,563465,267845,6.65E+12,11.4,841876,39.32,1227.02,57.112,1.1453,12711,39010,5584.47,5965.67,6138.66
2018/11/20,4634.88,8428290000,653601,288318,6.65E+12,10.91,889533,34.73,1223.58,53.43,1.1367,13398,36659,5349.79,5794.81,6028.07
2018/11/21,4521.85,6120120000,545723,254837,6.65E+12,13.7,914012,33.58,1224.53,54.63,1.1383,12924,30984,4982.3,5577.1,5884.56
2018/11/22,4493.2,4569370000,595324,265994,6.65E+12,11.88,903135,33.5,1227.39,54.63,1.1405,11126,27754,4641.84,5380.54,5746.85
2018/11/23,4324.98,4871490000,560197,275136,6.65E+12,11.33,873069,32.09,1225.99,50.42,1.1342,10881,26345,4473.33,5159.03,5597.72
2018/11/24,4109.18,4679500000,494985,249874,6.65E+12,10.23,754031,30.85,1225.99,50.42,1.1342,9525,22902,4438.41,5004.45,5452.12
2018/11/25,3899.17,6825640000,468476,239129,6.65E+12,11.39,806801,29.78,1227.63,51.63,1.1342,10776,26859,4197.94,4808.08,5271.51
2018/11/26,3886.32,6476900000,525146,256951,6.65E+12,12.96,911146,30.19,1227.32,51.63,1.1331,13317,29115,4079.28,4634.13,5099.99
2018/11/27,3777.66,5998720000,551642,268402,6.65E+12,11,842221,30.16,1224.59,51.56,1.1294,13557,29976,3889.95,4436.89,4914.84
2018/11/28,4072.06,7280280000,515752,254338,6.65E+12,12.21,867835,33.17,1217.52,50.29,1.1368,12004,29142,3869.94,4236.57,4733.5
2018/11/29,4276.66,6503347767,521194,246121,6.65E+12,13.46,911899,34.32,1223.68,51.45,1.1388,12139,28709,3952.42,4168.34,4627.72
2018/11/30,4143.04,6048016717,494356,250056,6.65E+12,14.49,914728,32.88,1221.47,50.93,1.1318,13904,25626,4119,4149.12,4529.92
2018/12/1,4129.56,5375314093,520394,241723,6.65E+12,11.52,829919,33.28,1221.47,64.3,1.1318,9536,26347,4184.51,4084.13,4418.61
2018/12/2,4188.28,5262697895,414508,222559,6.65E+12,12.74,789748,34.14,1218.98,59.29,1.1318,9852,21596,4170.26,4067.32,4322.92
2018/12/3,4009.47,5089570994,498837,240538,6.65E+12,12.54,841099,32.3,1229.83,61.36,1.1353,11454,27894,4123.94,4044.3,4216.95
2018/12/4,3937.89,5028069239,579435,270051,5.65E+12,10.48,805990,31.18,1235.51,67.07,1.1341,12522,25332,4082.89,4045.78,4147.14
2018/12/5,3859.1,5302481574,533915,256371,5.65E+12,11.09,804772,30.3,1235.99,67.07,1.1347,11530,27357,3996.97,4039.88,4111.78
2018/12/6,3667.81,5878333109,569550,279519,5.65E+12,10.7,840881,28.38,1238.9,66.36,1.1377,11346,27357,3868.34,4037.09,4051.2
2018/12/7,3431.34,6835615448,586746,253776,5.65E+12,12.41,914013,25.52,1243.58,70.33,1.1382,11338,28638,3743.99,4003.8,3990.85
2018/12/8,3438.68,5305024497,483081,230977,5.65E+12,11.52,746652,25.06,1243.58,70.33,1.1382,9620,22270,3565.01,3910.75,3924.62
2018/12/9,3560.46,4947372847,432326,238441,5.65E+12,11.28,745338,25.62,1248.68,70.37,1.1382,9739,23363,3472.38,3821.55,3895.72
2018/12/10,3558.04,5020968740,512175,258229,5.65E+12,11.6,850678,25.29,1246.87,71.34,1.1353,10642,22818,3503.43,3776.77,3867.45
2018/12/11,3456.89,4696765188,551065,251362,5.65E+12,11.47,816184,24.22,1244.59,59.93,1.1319,10253,22603,3531,3697.66,3847.7
2018/12/12,3464.03,4139364829,545888,261303,5.65E+12,12.05,854512,24.31,1242.57,51.15,1.1371,10443,21876,3513.83,3618.18,3819.41
2018/12/13,3397.36,4343372456,550244,268291,5.65E+12,11,814318,24.12,1243.84,52.58,1.1358,12133,21792,3471.4,3572.94,3764.38
2018/12/14,3272.58,4372763663,612878,275655,5.65E+12,9.69,786244,23.42,1239.16,51.254,1.1309,12899,24445,3408.41,3501.47,3695.44
2018/12/15,3236.86,3551763561,534587,262730,5.65E+12,9.71,712047,23.68,1239.16,51.254,1.1309,8117,18577,3347.7,3444.64,3640.09
2018/12/16,3257.17,3744248994,461489,226338,5.65E+12,12.67,768834,24.98,1238.43,50.008,1.1309,8681,19526,3264.31,3413.04,3570.24
2018/12/17,3412.5,5409247918,600338,298663,5.65E+12,9,763802,27.76,1242.54,50.008,1.1348,11485,24940,3244.03,3394.48,3506.88
2018/12/18,3607.34,5911325473,533486,266117,5.65E+12,11.19,823496,29.45,1247.64,46.456,1.1369,9942,25600,3345.15,3402.23,3482.01
2018/12/19,3772.33,6810689119,607392,302243,5.11E+12,9.71,828848,30.31,1248.32,47.976,1.138,9503,26446,3498.25,3411.32,3463.38
2018/12/20,3949.21,8927129279,562160,287138,5.11E+12,10.64,858256,31.27,1255.28,45.88,1.1451,8891,24630,3662.62,3438.35,3462.8
2018/12/21,4019.9,7206015706,586561,280448,5.11E+12,10.29,806147,32.03,1256.87,45.59,1.1383,8657,22143,3858.82,3517.22,3506.61
2018/12/22,3945.54,5605823233,475062,251041,5.11E+12,8.24,619587,31.22,1256.87,45.59,1.1383,8439,17737,3925.64,3562.73,3540.65
2018/12/23,4020.52,6151275490,456850,250563,5.11E+12,8.19,590875,32.85,1251.98,42.53,1.1383,8644,17701,4015.05,3640.57,3579.09
2018/12/24,4087.76,7240968501,523269,272145,5.11E+12,9.26,735839,34.11,1264.69,42.53,1.1399,8932,21198,3969.9,3724.62,3606.57
2018/12/25,3936.52,6158207293,423129,264893,5.11E+12,9.26,672945,32.1,1270.23,42.53,1.1402,8628,18394,4030.59,3818.16,3647.71
2018/12/26,3835.05,5326547918,479013,281148,5.11E+12,9.18,705717,31.01,1270.16,46.22,1.1356,10158,19107,3964.36,3880.68,3675.63
2018/12/27,3757.35,5130222366,544684,299846,5.11E+12,8.14,693321,29.68,1273.8,44.61,1.1429,11005,19522,3917.13,3915.28,3702.08
2018/12/28,3793.96,5631554348,560909,308100,5.11E+12,8.72,716733,30.62,1278.11,45.33,1.1438,10357,20589,3775.87,3910.7,3726.45
2018/12/29,3884.27,4991655917,481711,264842,5.11E+12,10.41,745427,32.25,1278.11,45.33,1.1438,11028,19252,3812.02,3930.48,3775.13
2018/12/30,3846.86,4770578575,461474,267463,5.11E+12,8.26,614434,31.74,1280.75,45.41,1.1438,8590,18295,3799.72,3895.58,3816.81
2018/12/31,3801.04,4661840806,472261,259529,5.62E+12,9.28,687887,31.15,1280.29,45.41,1.1482,9274,18611,3870.09,3892.18,3860.61
2019/1/1,3787.09,4324200990,362558,234576,5.62E+12,9.6,653129,31.2,1280.29,45.41,1.1465,9185,17069,3809.69,3862.02,3874.67
2019/1/2,3889.5,5244856836,505957,271545,5.62E+12,9.58,732894,32.75,1283.41,55.26,1.1338,10582,18830,3817.39,3844.75,3885.2
2019/1/3,3882.42,4530215219,516491,290861,5.62E+12,9.32,735628,32.6,1290.41,55.8,1.1394,19383,26754,3843.21,3829.73,3899.31
2019/1/4,3834.88,4847965467,517169,281623,5.62E+12,9.66,734585,32.22,1288.53,55.8,1.1396,11683,21139,3874.56,3832.09,3878.04
2019/1/5,3859.74,5137609824,459113,265029,5.62E+12,8.57,638389,33.94,1288.53,55.8,1.1396,9746,20096,3879.29,3832.13,3875.27
2019/1/6,3958.24,5597027440,433832,258381,5.62E+12,10.44,640808,37.22,1284.95,55.8,1.1396,10195,18883,3846.55,3853.28,3863.2
2019/1/7,4054.34,5228625637,507835,284641,5.62E+12,10.3,749974,38.59,1288.35,55.8,1.1476,11036,20476,3926.51,3870.25,3868.74
2019/1/8,4041.32,5306593305,529739,318355,5.62E+12,8.49,669590,39.07,1286.26,55.8,1.144,10505,19387,3982.36,3893.01,3864.93
2019/1/9,4039.48,5115905225,540921,318892,5.62E+12,8.77,677653,39.4,1288.26,50.51,1.1546,10967,21237,4044.24,3911.33,3880.32
2019/1/10,3859.14,6874143796,572517,327182,5.62E+12,9.28,750826,36.35,1290.69,50.51,1.1499,10846,20948,4030.47,3943.85,3893.03
2019/1/11,3682.08,5538712865,548421,308224,5.62E+12,9.72,741867,33.04,1289.14,50.51,1.147,10687,19317,3915.02,3925.56,3894.75
2019/1/12,3675.26,4778170883,448196,281364,5.62E+12,10.4,680361,32.45,1289.14,50.51,1.147,9350,16138,3800.53,3897.11,3877.85
2019/1/13,3607.88,4681302466,412444,276860,5.62E+12,10.56,668123,31.5,1291.75,50.51,1.147,9853,16041,3675.86,3877.61,3866.49
2019/1/14,3635.87,5651384490,512960,326536,5.88E+12,9.6,747719,31.44,1290.89,50.51,1.1468,9565,19018,3633.87,3843.75,3844.13
2019/1/15,3668.75,5537192302,551314,302147,5.88E+12,10.87,806287,31.92,1284.92,52.11,1.1406,8308,18363,3640.1,3828.29,3841.51
2019/1/16,3649.24,5394457145,581094,305569,5.88E+12,10.81,854399,31.7,1291.59,52.37,1.1396,8099,18790,3629.89,3778.74,3826.31
2019/1/17,3658.13,5464420383,514682,296568,5.88E+12,11.36,831574,31.59,1292.58,52.186,1.1388,7906,21544,3663.91,3737.6,3805.71
2019/1/18,3663.86,5002961727,554253,305827,5.88E+12,10.48,794728,31.53,1286.72,53.944,1.1372,8506,19125,3654.75,3698.46,3794.41
2019/1/19,3697.96,5955691380,454973,282055,5.88E+12,10.86,738127,32.13,1286.72,53.944,1.1372,6539,16923,3663.8,3656.52,3780.14
2019/1/20,3663.22,5582489560,446051,293961,5.88E+12,9.17,625095,31.99,1281.23,53.944,1.1372,6521,17285,3688.32,3662.04,3771.81
