Date,Open,High,Low,Close,Volume%,Volume,Weighted_bitcoin_price,Address,generatedCoin,Mining_Difficulty,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,9d MA,15d MA,Lable
14/05/2016,455.82,456.84,454.79,455.67,-0.24,81638.071,455.78,459068,3600,1.94E+11,3.98,614301.5075,1271.32,46.21,1.1309,12031,19355,455.37,455.80,453.12,455.67
15/05/2016,455.76,458.69,455.46,457.57,1.08,62411.62694,456.87,424165,3475,1.94E+11,4.04,518952.9703,1278,46.8,1.1321,11799,19527,456.30,455.17,453.73,457.57
16/05/2016,457.59,458.2,452.95,454.16,0.09,129841.7888,455.72,511728,3525,1.94E+11,4.05,896916.0494,1277.44,47.72,1.1321,11516,21419,455.80,454.19,453.89,454.16
17/05/2016,454.01,455.07,453.61,453.78,0.35,141152.779,454.12,479751,3525,1.94E+11,4,665910,1276.6,48.31,1.1313,8974,21242,455.17,449.04,454.49,453.78
18/05/2016,453.69,456,453.3,454.62,0.12,191131.3732,454.4,511106,3825,1.94E+11,4,594435,1268.88,48.19,1.1216,9947,21130,454.19,445.34,454.78,454.62
19/05/2016,454.52,454.63,438.71,438.71,-0.13,214999.5522,446.64,460727,3000,1.94E+11,3.92,862247.449,1255.3,48.16,1.1203,12168,21055,449.04,441.53,454.25,438.71
20/05/2016,437.79,444.05,437.39,442.68,-0.48,186133.0912,440.48,444375,3725,1.94E+11,3.86,942551.8135,1254.19,47.75,1.1224,8393,21015,445.34,441.73,453.89,442.68
21/05/2016,442.97,443.78,441.71,443.19,-0.07,96548.50873,442.91,503204,3525,1.94E+11,3.92,494390.3061,1254.19,47.75,1.1224,6660,18208,441.53,442.22,452.80,443.19
22/05/2016,443.22,443.43,439.04,439.32,0.27,89875.58074,441.25,445657,4600,1.94E+11,3.94,469472.0812,1252.15,48.14,1.122,7085,20846,441.73,443.15,451.52,439.32
23/05/2016,439.35,444.35,438.82,444.15,0.29,114525.5508,441.67,516632,4500,1.94E+11,3.94,474116.7513,1250.23,48.08,1.122,8706,25025,442.22,446.58,450.56,444.15
24/05/2016,444.29,447.1,443.93,445.98,-0.01,147720.9647,445.32,515910,3675,1.99E+11,3.96,439898.9899,1238.57,48.62,1.1141,8943,25558,443.15,449.65,449.59,445.98
25/05/2016,446.06,450.3,446.06,449.6,-0.01,145604.9107,448,492139,3450,1.99E+11,4,691382.5,1224.78,49.56,1.1155,8226,25514,446.58,458.81,449.51,449.6
26/05/2016,449.67,453.64,447.9,453.38,1.45,144527.984,451.15,460231,3375,1.99E+11,4.06,623362.069,1223.32,49.48,1.1194,8012,25096,449.65,485.63,449.55,453.38
27/05/2016,453.52,478.15,453.52,473.46,0.02,354627.0219,464.66,529637,3475,1.99E+11,4.34,2493341.014,1214.4,49.33,1.1115,7843,22418,458.81,509.91,450.80,473.46
28/05/2016,473.03,533.47,472.7,530.04,-0.22,360731.4368,502.31,482086,3325,1.99E+11,4.64,2492392.241,1214.4,49.33,1.1115,7516,20785,485.63,530.04,455.75,530.04
29/05/2016,527.48,553.96,512.18,526.23,-0.41,280657.0156,529.96,427912,3675,1.99E+11,4.69,1567466.951,1207.05,49.6,1.1138,7165,21179,509.91,530.49,460.46,526.23
30/05/2016,528.47,544.35,522.96,533.86,0.57,165208.5874,532.41,548662,3600,1.99E+11,4.65,818290.3226,1207.99,49.6,1.1138,12745,23116,530.04,534.06,465.54,533.86
31/05/2016,534.19,546.62,520.66,531.39,-0.38,259653.7949,533.21,477711,3175,1.99E+11,4.67,1110835.118,1212.21,49.1,1.1132,13783,22168,530.49,535.43,470.69,531.39
1/06/2016,531.11,543.08,525.64,536.92,-0.3,161107.0967,534.19,508356,3575,1.99E+11,4.7,973863.8298,1214.24,33.97,1.1188,10917,24322,534.06,548.03,476.24,536.92
2/06/2016,536.52,540.35,533.08,537.97,0.96,112440.3144,536.98,478409,3450,1.99E+11,4.72,449440.678,1213.17,33.97,1.1151,9668,25664,535.43,559.96,481.79,537.97
3/06/2016,537.68,574.64,536.92,569.19,-0.25,220010.4578,554.61,496183,3550,1.99E+11,4.79,848014.6138,1226.83,37.75,1.1367,9507,25989,548.03,572.30,490.49,569.19
4/06/2016,569.71,590.13,564.24,572.73,-0.28,165317.4782,574.2,447527,2975,1.99E+11,4.84,664214.876,1226.83,37.75,1.1367,7824,22507,559.96,577.75,499.16,572.73
5/06/2016,573.31,582.81,569.18,574.98,0.04,119766.4563,575.07,463369,4250,1.99E+11,4.81,469401.2474,1244.55,44.66,1.1355,11299,24256,572.30,579.04,507.95,574.98
6/06/2016,574.6,586.47,574.6,585.54,0.49,124313.107,580.3,511064,4250,1.99E+11,4.89,612169.7342,1245.29,49.69,1.1355,10305,25168,577.75,581.26,517.69,585.54
7/06/2016,585.45,590.26,567.51,576.6,-0.25,185823.1602,579.96,510791,3500,1.99E+11,4.85,800284.5361,1243.59,47.43,1.1358,9828,25479,579.04,577.63,526.52,576.6
8/06/2016,577.17,582.84,573.13,581.65,-0.11,138700.1901,578.7,482261,3600,1.99E+11,4.75,738450.5263,1254.85,47.43,1.1395,9526,25213,581.26,577.92,535.57,581.65
9/06/2016,582.2,582.2,570.95,574.63,-0.06,123464.9351,577.5,525140,4125,1.96E+11,4.73,1361213.531,1264.97,44.83,1.1316,9328,23455,577.63,586.28,543.90,574.63
10/06/2016,575.84,579.13,573.33,577.47,0.2,116216.6054,576.44,506021,3600,1.96E+11,4.79,1456361.169,1271.48,50.44,1.1251,8527,23436,577.92,618.99,552.18,577.47
11/06/2016,578.67,607.12,578.67,606.73,2.1,138928.8124,592.8,466112,3900,1.96E+11,4.94,2083947.368,1271.48,50.44,1.1251,7960,20546,586.28,661.30,561.06,606.73
12/06/2016,609.68,684.84,607.04,672.78,-0.18,430536.9837,643.58,519556,3650,1.96E+11,5.23,2629674.952,1274.05,50.93,1.1292,8817,25917,618.99,687.57,570.58,672.78
13/06/2016,671.65,716,664.49,704.38,-0.23,353046.6066,689.13,577587,4025,1.96E+11,5.35,1620239.252,1282.08,48.88,1.1292,12454,27242,661.30,694.80,582.45,704.38
14/06/2016,704.5,704.5,662.8,685.56,-0.47,270830.0693,689.34,526645,3300,1.96E+11,5.23,1622986.616,1287.28,48.49,1.1207,10859,23970,687.57,715.45,592.57,685.56
15/06/2016,685.68,696.3,672.56,694.47,1.57,144378.0284,687.25,594513,3800,1.96E+11,5.2,753269.2308,1287.92,48.01,1.126,10005,24561,694.80,736.56,603.44,694.47
16/06/2016,696.52,773.72,696.52,766.31,0.3,370441.9709,733.27,582328,3725,1.96E+11,5.46,1818789.377,1290.74,46.21,1.1225,10618,26795,715.45,757.15,618.73,766.31
17/06/2016,768.49,775.36,716.56,748.91,-0.31,482927.694,752.33,586166,3725,1.96E+11,5.62,2203416.37,1290.03,47.98,1.1277,10851,26724,736.56,756.31,632.80,748.91
18/06/2016,748.76,777.99,733.93,756.23,-0.46,335067.5523,754.23,561728,3950,1.96E+11,5.59,1409314.848,1290.03,47.98,1.1277,8859,20862,757.15,752.41,645.26,756.23
19/06/2016,756.69,766.62,745.63,763.78,0.3,179620.9238,758.18,514944,4425,1.96E+11,5.57,675087.9713,1301.35,49.37,1.1314,9315,20799,756.31,722.55,658.00,763.78
20/06/2016,763.93,764.08,732.73,737.23,0.92,232839.675,749.49,563282,4100,1.96E+11,5.46,760967.033,1286.64,49.37,1.1314,11896,27198,752.41,666.67,668.82,737.23
21/06/2016,735.88,735.88,639.07,666.65,-0.06,446367.2106,694.37,592437,3725,2.09E+11,5.02,2387410.359,1277.96,48.85,1.1242,11977,27064,722.55,628.92,674.23,666.65
22/06/2016,665.91,678.67,587.48,596.12,0,421481.2227,632.04,546794,3225,2.09E+11,4.38,2630684.932,1267.13,49.13,1.1296,9837,25119,666.67,628.47,675.53,596.12
23/06/2016,597.44,629.33,558.14,623.98,-0.18,420879.4128,602.22,549165,3500,2.09E+11,3.8,2931289.474,1251.78,50.11,1.1385,9912,24183,628.92,651.47,678.35,623.98
24/06/2016,625.58,681.73,625.27,665.3,-0.45,345384.686,649.47,547545,3225,2.09E+11,4.08,2295281.863,1299.11,47.64,1.1117,19135,26403,628.47,653.26,684.39,665.3
25/06/2016,665.28,691.73,646.56,665.12,-0.11,189840.6703,667.17,529844,4050,2.09E+11,4.22,1435308.057,1299.11,47.64,1.1117,12669,20205,651.47,649.92,690.24,665.12
26/06/2016,665.93,665.98,616.93,629.37,0.13,169459.3127,644.55,501782,3650,2.09E+11,4.13,1084968.523,1319.5,46.33,1.1025,8292,20500,653.26,643.88,691.75,629.37
27/06/2016,629.35,655.28,620.52,655.28,0.11,190801.581,640.11,483625,3675,2.09E+11,4.09,672278.7286,1326.18,46.33,1.1025,11629,23913,649.92,647.39,690.58,655.28
28/06/2016,658.1,659.25,637.77,647,0.05,212726.5337,650.53,541226,3700,2.09E+11,4.12,695975.7282,1318.56,47.85,1.1065,10003,23816,643.88,653.41,686.75,647
29/06/2016,644.12,644.68,628.28,639.89,-0.05,222852.1369,639.24,466288,3650,2.09E+11,4.07,543353.8084,1320.34,49.88,1.1125,10158,23872,647.39,663.18,683.71,639.89
30/06/2016,640.59,675.4,636.61,673.34,-0.06,211704.8501,656.48,506973,3750,2.09E+11,4.13,693682.8087,1319.35,48.33,1.1106,9599,23132,653.41,684.45,682.30,673.34
1/07/2016,672.52,686.15,669.59,676.3,-0.18,198821.2619,676.14,494905,3875,2.09E+11,4.24,1647919.811,1332.79,33.27,1.1136,8764,23027,663.18,679.55,676.30,676.3
2/07/2016,676.73,703.7,676.4,703.7,0.17,162801.2114,690.13,446260,3725,2.09E+11,4.43,3757607.223,1332.79,33.27,1.1136,7717,23595,684.45,682.01,673.29,703.7
3/07/2016,704.97,704.97,649.01,658.66,-0.28,190627.0238,679.4,429466,3850,2.09E+11,4.44,1725159.91,1342.65,37.9,1.1154,8615,20287,679.55,670.98,666.78,658.66
4/07/2016,658.8,683.66,650.51,683.66,0.4,137498.3561,669.16,504550,3775,2.13E+11,4.39,1153220.957,1347.21,37.26,1.1154,9364,21181,682.01,677.21,661.44,683.66
5/07/2016,683.21,683.49,665.07,670.63,0.04,193126.1101,675.6,488121,3625,2.13E+11,4.48,1050756.696,1351.91,37.26,1.1076,9447,22046,670.98,662.84,657.00,670.63
6/07/2016,670.42,681.9,670.42,677.33,0.98,199936.2863,675.02,465240,3500,2.13E+11,4.46,726224.2152,1363.08,50.36,1.11,9129,23770,677.21,661.47,657.71,677.33
7/07/2016,678.09,682.43,611.83,640.56,-0.45,395099.7474,653.23,467526,3425,2.13E+11,4.27,1470224.824,1361.89,45.14,1.1063,9574,23909,662.84,652.68,660.67,640.56
8/07/2016,640.69,666.71,636.47,666.52,0.27,217545.2038,652.6,463200,3625,2.13E+11,4.16,1209983.173,1357.44,45.14,1.1051,8771,23469,661.47,655.61,663.51,666.52
9/07/2016,666.38,666.38,633.4,650.96,-0.43,275930.7942,654.28,438235,3125,2.13E+11,4.15,1507559.036,1357.44,45.5,1.1051,8843,25041,652.68,649.33,662.55,650.96
10/07/2016,650.6,652.29,641.26,649.36,0.05,158135.6612,648.38,400076,1950,2.13E+11,4.11,739566.91,1362.62,49.81,1.1058,10305,20364,655.61,653.86,661.50,649.36
11/07/2016,648.48,659.63,644.98,647.66,0.26,165966.8712,650.19,492779,1788,2.13E+11,4.12,796825.2427,1362.62,44.89,1.1058,10443,22699,649.33,655.56,662.72,647.66
12/07/2016,648.28,675.26,646.78,664.55,-0.05,209759.8251,658.72,476759,1788,2.13E+11,4.14,660446.8599,1344.24,49.77,1.1061,10146,22223,653.86,659.03,663.34,664.55
13/07/2016,664.8,668.7,654.47,654.47,-0.25,198981.2446,660.61,452818,1613,2.13E+11,4.15,533824.0964,1338.81,44.75,1.109,10027,22998,655.56,658.60,663.84,654.47
14/07/2016,652.92,662.9,652.92,658.08,-0.18,150009.7457,656.7,475270,1763,2.13E+11,4.15,400881.9277,1336.56,45.68,1.112,9109,21544,659.03,660.70,665.05,658.08
15/07/2016,659.17,667.08,659.04,663.26,-0.38,123347.1834,662.14,452552,1688,2.13E+11,4.16,400966.3462,1333.84,45.95,1.1035,8596,20434,658.60,667.83,664.38,663.26
16/07/2016,663.78,666.46,659.33,660.77,0.46,75960.94057,662.58,467772,1963,2.13E+11,4.14,332884.058,1333.84,45.95,1.1035,7157,18987,660.70,671.11,663.34,660.77
17/07/2016,661.99,682.36,661.99,679.46,-0.07,110816.7458,671.45,434166,1863,2.13E+11,4.17,516841.7266,1337.85,45.24,1.1075,8148,19456,667.83,675.14,661.73,679.46
18/07/2016,679.81,681.55,668.63,673.11,-0.11,102792.3289,675.78,496566,1850,2.13E+11,4.17,378371.7026,1329.54,45.24,1.1075,8920,21330,671.11,670.55,662.69,673.11
19/07/2016,672.74,673.28,667.63,672.86,0.55,91126.51311,671.63,468926,1600,2.13E+11,4.15,376706.0241,1331.06,44.65,1.1021,8270,23226,675.14,667.85,661.97,672.86
20/07/2016,672.81,672.93,663.36,665.68,-0.36,141522.955,668.7,477671,1875,2.13E+11,4.14,461041.0628,1322.27,44.94,1.1015,8357,22621,670.55,660.44,661.64,665.68
21/07/2016,665.23,666.22,660.41,665.01,1.24,91071.934,664.22,446246,1663,2.13E+11,4.12,345245.1456,1325.7,44.75,1.1026,8658,20837,667.85,657.06,660.82,665.01
22/07/2016,664.92,666.58,646.72,650.62,-0.48,204149.3587,657.21,467862,1613,2.13E+11,4.08,656365.1961,1327.02,44.19,1.0977,9800,20712,660.44,655.82,661.49,650.62
23/07/2016,650.73,656.37,648.52,655.56,0.69,106515.4184,652.79,447396,1638,2.13E+11,4.05,387380.2469,1327.02,44.19,1.0977,6549,18351,657.06,656.98,660.76,655.56
24/07/2016,655.41,663.11,652.79,661.28,-0.34,179570.0068,658.15,433804,1550,2.13E+11,4.06,453059.1133,1323.18,43.13,1.0995,7274,18766,655.82,655.72,661.45,661.28
25/07/2016,661.26,661.83,653.4,654.1,1.9,118872.4945,657.65,498664,1638,2.13E+11,4.05,379254.321,1318.63,43.13,1.0995,9280,22664,656.98,653.41,661.76,654.1
26/07/2016,654.23,656.22,645.88,651.78,-0.35,345283.2048,652.03,507457,1613,2.13E+11,4,636480,1317.4,42.92,1.0986,10095,23499,655.72,653.72,662.04,651.78
27/07/2016,651.63,657.46,648.45,654.35,-0.42,225831.1898,652.97,477076,1600,2.13E+11,3.96,466489.899,1332.82,41.92,1.1058,10107,21902,653.41,655.46,661.36,654.35
28/07/2016,654.49,657.59,654.49,655.03,-0.3,131871.2237,655.4,494972,1700,2.13E+11,3.97,435367.7582,1338,41.14,1.1077,9118,23727,653.72,655.69,661.40,655.03
29/07/2016,655.11,657.8,654.79,656.99,-0.37,92511.84906,656.17,465294,1838,2.13E+11,4.03,432846.1538,1342.68,41.6,1.1174,8102,20354,655.46,645.57,661.32,656.99
30/07/2016,657.01,658.22,654.21,655.05,1.95,58611.38206,656.12,450533,1488,2.13E+11,4.07,341174.4472,1342.68,41.6,1.1174,7619,17310,655.69,628.67,660.78,655.05
31/07/2016,655.1,655.28,624.36,624.68,0.14,173191.0105,639.86,492077,1925,2.13E+11,4.04,475608.9109,1351.1,33.16,1.1163,68433,17590,645.57,592.81,658.37,624.68
1/08/2016,624.6,626.12,605.88,606.27,1.91,197958.4876,615.72,515927,1913,2.13E+11,3.96,502952.0202,1351.81,33.16,1.1163,7849,22021,628.67,573.36,653.49,606.27
2/08/2016,606.4,612.85,531.33,547.47,-0.35,576026.513,574.51,538166,1925,2.13E+11,3.73,1351016.086,1357.85,29.69,1.1224,8291,27947,592.81,564.04,645.12,547.47
3/08/2016,548.66,573.36,541.55,566.35,-0.41,373075.2673,557.48,517165,2075,2.02E+11,3.67,783618.5286,1360.53,36.5,1.1149,18927,33437,573.36,573.23,638.01,566.35
4/08/2016,566.33,579.5,565.78,578.29,-0.47,218862.1238,572.47,488412,1913,2.02E+11,3.73,427171.5818,1352.4,39.72,1.113,12782,25150,564.04,580.37,632.19,578.29
5/08/2016,578.28,578.28,569.98,575.04,0.21,114925.0956,575.4,477072,2113,2.02E+11,3.73,311536.193,1349.42,45.44,1.1086,9473,25115,573.23,585.17,626.19,575.04
6/08/2016,575.03,588.4,569.47,587.78,0,139264.8637,580.17,425211,2075,2.02E+11,3.74,366593.5829,1349.42,51.23,1.1086,7570,20484,580.37,590.51,622.00,587.78
7/08/2016,587.77,597.51,586.82,592.69,-0.26,139374.8309,591.2,447578,1850,2.02E+11,3.78,353280.4233,1336.6,45.41,1.1088,13610,20769,585.17,590.51,617.81,592.69
8/08/2016,592.74,592.99,588.05,591.05,0.51,103506.5374,591.21,530901,1850,2.02E+11,3.78,364894.1799,1333.62,43.02,1.1088,12052,24232,590.51,590.32,613.13,591.05
9/08/2016,591.04,591.09,584.79,587.8,0.11,156669.3212,588.68,491165,1550,2.02E+11,3.76,499510.6383,1337.31,47.62,1.1117,11249,24435,590.51,589.67,608.71,587.8
