Date,Open,High,Low,Close,Volume,Weighted_bitcoin_price,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum,Lable
9/06/2016,582.2,582.2,570.95,574.63,123464.9351,577.5,1200867066,525140,4125,236188,1.96E+11,8.99,720621,4.73,1361213.531,1264.97,44.83,1.1316,9328,23455,2079423.491,574.63
10/06/2016,575.84,579.13,573.33,577.47,116216.6054,576.44,1316983973,506021,3600,228223,1.96E+11,10.1,822653,4.79,1456361.169,1271.48,50.44,1.1251,8527,23436,2284685.263,577.47
11/06/2016,578.67,607.12,578.67,606.73,138928.8124,592.8,1095739760,466112,3900,213003,1.96E+11,9.18,696121,4.94,2083947.368,1271.48,50.44,1.1251,7960,20546,1848413.9,606.73
12/06/2016,609.68,684.84,607.04,672.78,430536.9837,643.58,1805481633,519556,3650,210565,1.96E+11,9.92,830048,5.23,2629674.952,1274.05,50.93,1.1292,8817,25917,2805372.499,672.78
13/06/2016,671.65,716,664.49,704.38,353046.6066,689.13,1891215351,577587,4025,251193,1.96E+11,8.92,915603,5.35,1620239.252,1282.08,48.88,1.1292,12454,27242,2744352.083,704.38
14/06/2016,704.5,704.5,662.8,685.56,270830.0693,689.34,1614146077,526645,3300,246697,1.96E+11,10.94,955200,5.23,1622986.616,1287.28,48.49,1.1207,10859,23970,2341581.915,685.56
15/06/2016,685.68,696.3,672.56,694.47,144378.0284,687.25,1567451038,594513,3800,259050,1.96E+11,9.41,917150,5.2,753269.2308,1287.92,48.01,1.126,10005,24561,2280758.149,694.47
16/06/2016,696.52,773.72,696.52,766.31,370441.9709,733.27,2052511029,582328,3725,267721,1.96E+11,9.59,957704,5.46,1818789.377,1290.74,46.21,1.1225,10618,26795,2799120.418,766.31
17/06/2016,768.49,775.36,716.56,748.91,482927.694,752.33,2063709597,586166,3725,253603,1.96E+11,9.78,930754,5.62,2203416.37,1290.03,47.98,1.1277,10851,26724,2743090.927,748.91
18/06/2016,748.76,777.99,733.93,756.23,335067.5523,754.23,1747814388,561728,3950,235159,1.96E+11,9.14,867728,5.59,1409314.848,1290.03,47.98,1.1277,8859,20862,2317349.334,756.23
19/06/2016,756.69,766.62,745.63,763.78,179620.9238,758.18,1511917914,514944,4425,218121,1.96E+11,8.14,723108,5.57,675087.9713,1301.35,49.37,1.1314,9315,20799,1994141.12,763.78
20/06/2016,763.93,764.08,732.73,737.23,232839.675,749.49,1976474096,563282,4100,249170,1.96E+11,8.79,780293,5.46,760967.033,1286.64,49.37,1.1314,11896,27198,2637092.017,737.23
21/06/2016,735.88,735.88,639.07,666.65,446367.2106,694.37,1940697660,592437,3725,248015,2.09E+11,9.59,914910,5.02,2387410.359,1277.96,48.85,1.1242,11977,27064,2794904.244,666.65
22/06/2016,665.91,678.67,587.48,596.12,421481.2227,632.04,1760708906,546794,3225,235512,2.09E+11,11.22,945644,4.38,2630684.932,1267.13,49.13,1.1296,9837,25119,2785755.5,596.12
23/06/2016,597.44,629.33,558.14,623.98,420879.4128,602.22,1858557735,549165,3500,241160,2.09E+11,10.33,919796,3.8,2931289.474,1251.78,50.11,1.1385,9912,24183,3086177.369,623.98
24/06/2016,625.58,681.73,625.27,665.3,345384.686,649.47,1822019718,547545,3225,237496,2.09E+11,11.15,942677,4.08,2295281.863,1299.11,47.64,1.1117,19135,26403,2805394.734,665.3
25/06/2016,665.28,691.73,646.56,665.12,189840.6703,667.17,1417237723,529844,4050,206757,2.09E+11,8.89,792598,4.22,1435308.057,1299.11,47.64,1.1117,12669,20205,2124252.774,665.12
26/06/2016,665.93,665.98,616.93,629.37,169459.3127,644.55,1145302469,501782,3650,181202,2.09E+11,9.77,762232,4.13,1084968.523,1319.5,46.33,1.1025,8292,20500,1776902.442,629.37
27/06/2016,629.35,655.28,620.52,655.28,190801.581,640.11,1381908987,483625,3675,216882,2.09E+11,9.86,777207,4.09,672278.7286,1326.18,46.33,1.1025,11629,23913,2158861.738,655.28
28/06/2016,658.1,659.25,637.77,647,212726.5337,650.53,1205801542,541226,3700,212459,2.09E+11,9.72,760032,4.12,695975.7282,1318.56,47.85,1.1065,10003,23816,1853567.925,647
29/06/2016,644.12,644.68,628.28,639.89,222852.1369,639.24,1258001817,466288,3650,223966,2.09E+11,9.83,764559,4.07,543353.8084,1320.34,49.88,1.1125,10158,23872,1967964.797,639.89
30/06/2016,640.59,675.4,636.61,673.34,211704.8501,656.48,1355080748,506973,3750,231810,2.09E+11,9.66,797510,4.13,693682.8087,1319.35,48.33,1.1106,9599,23132,2064161.51,673.34
1/07/2016,672.52,686.15,669.59,676.3,198821.2619,676.14,1353787038,494905,3875,205646,2.09E+11,9.21,749351,4.24,1647919.811,1332.79,33.27,1.1136,8764,23027,2002228.885,676.3
2/07/2016,676.73,703.7,676.4,703.7,162801.2114,690.13,1468706509,446260,3725,198726,2.09E+11,9.73,694817,4.43,3757607.223,1332.79,33.27,1.1136,7717,23595,2128159.2,703.7
3/07/2016,704.97,704.97,649.01,658.66,190627.0238,679.4,1167246259,429466,3850,176973,2.09E+11,9.21,614649,4.44,1725159.91,1342.65,37.9,1.1154,8615,20287,1718054.547,658.66
4/07/2016,658.8,683.66,650.51,683.66,137498.3561,669.16,1735609134,504550,3775,213749,2.13E+11,9.71,739326,4.39,1153220.957,1347.21,37.26,1.1154,9364,21181,2593713.214,683.66
5/07/2016,683.21,683.49,665.07,670.63,193126.1101,675.6,1373777316,488121,3625,214814,2.13E+11,9.9,789159,4.48,1050756.696,1351.91,37.26,1.1076,9447,22046,2033418.171,670.63
6/07/2016,670.42,681.9,670.42,677.33,199936.2863,675.02,1365660475,465240,3500,214551,2.13E+11,10.26,797548,4.46,726224.2152,1363.08,50.36,1.11,9129,23770,2023140.759,677.33
7/07/2016,678.09,682.43,611.83,640.56,395099.7474,653.23,1811956679,467526,3425,215411,2.13E+11,10.56,821500,4.27,1470224.824,1361.89,45.14,1.1063,9574,23909,2773841.8,640.56
8/07/2016,640.69,666.71,636.47,666.52,217545.2038,652.6,1474353475,463200,3625,210556,2.13E+11,9.91,779845,4.16,1209983.173,1357.44,45.14,1.1051,8771,23469,2259199.318,666.52
9/07/2016,666.38,666.38,633.4,650.96,275930.7942,654.28,1226498197,438235,3125,185256,2.13E+11,9.69,658053,4.15,1507559.036,1357.44,45.5,1.1051,8843,25041,1874576.935,650.96
10/07/2016,650.6,652.29,641.26,649.36,158135.6612,648.38,981568372,400076,1950,162452,2.13E+11,9.21,585814,4.11,739566.91,1362.62,49.81,1.1058,10305,20364,1513878.238,649.36
11/07/2016,648.48,659.63,644.98,647.66,165966.8712,650.19,1436577688,492779,1788,217946,2.13E+11,10.09,793287,4.12,796825.2427,1362.62,44.89,1.1058,10443,22699,2209473.674,647.66
12/07/2016,648.28,675.26,646.78,664.55,209759.8251,658.72,1511418603,476759,1788,218891,2.13E+11,10.04,775826,4.14,660446.8599,1344.24,49.77,1.1061,10146,22223,2294478.083,664.55
13/07/2016,664.8,668.7,654.47,654.47,198981.2446,660.61,1485339187,452818,1613,216374,2.13E+11,11.2,820023,4.15,533824.0964,1338.81,44.75,1.109,10027,22998,2248435.82,654.47
14/07/2016,652.92,662.9,652.92,658.08,150009.7457,656.7,1373999582,475270,1763,217554,2.13E+11,10.2,798437,4.15,400881.9277,1336.56,45.68,1.112,9109,21544,2092278.943,658.08
15/07/2016,659.17,667.08,659.04,663.26,123347.1834,662.14,2205782689,452552,1688,215946,2.13E+11,10.63,790217,4.16,400966.3462,1333.84,45.95,1.1035,8596,20434,3331293.516,663.26
16/07/2016,663.78,666.46,659.33,660.77,75960.94057,662.58,1297591896,467772,1963,182035,2.13E+11,9.19,688478,4.14,332884.058,1333.84,45.95,1.1035,7157,18987,1958392.792,660.77
17/07/2016,661.99,682.36,661.99,679.46,110816.7458,671.45,1370600859,434166,1863,170864,2.13E+11,9.52,709356,4.17,516841.7266,1337.85,45.24,1.1075,8148,19456,2041255.282,679.46
18/07/2016,679.81,681.55,668.63,673.11,102792.3289,675.78,1521453019,496566,1850,222687,2.13E+11,9.9,819096,4.17,378371.7026,1329.54,45.24,1.1075,8920,21330,2251402.852,673.11
19/07/2016,672.74,673.28,667.63,672.86,91126.51311,671.63,1697492461,468926,1600,222018,2.13E+11,11.19,860789,4.15,376706.0241,1331.06,44.65,1.1021,8270,23226,2527422.034,672.86
20/07/2016,672.81,672.93,663.36,665.68,141522.955,668.7,1638528109,477671,1875,227279,2.13E+11,9.56,798784,4.14,461041.0628,1322.27,44.94,1.1015,8357,22621,2450318.691,665.68
21/07/2016,665.23,666.22,660.41,665.01,91071.934,664.22,1461276104,446246,1663,217473,2.13E+11,10.77,809273,4.12,345245.1456,1325.7,44.75,1.1026,8658,20837,2199988.112,665.01
22/07/2016,664.92,666.58,646.72,650.62,204149.3587,657.21,1595837730,467862,1613,221275,2.13E+11,11.18,863989,4.08,656365.1961,1327.02,44.19,1.0977,9800,20712,2428200.621,650.62
23/07/2016,650.73,656.37,648.52,655.56,106515.4184,652.79,1198153425,447396,1638,195665,2.13E+11,11.12,826302,4.05,387380.2469,1327.02,44.19,1.0977,6549,18351,1835434.711,655.56
24/07/2016,655.41,663.11,652.79,661.28,179570.0068,658.15,1210959704,433804,1550,183766,2.13E+11,11.37,791551,4.06,453059.1133,1323.18,43.13,1.0995,7274,18766,1839944.851,661.28
25/07/2016,661.26,661.83,653.4,654.1,118872.4945,657.65,1263828526,498664,1638,239584,2.13E+11,11.2,909995,4.05,379254.321,1318.63,43.13,1.0995,9280,22664,1921734.245,654.1
26/07/2016,654.23,656.22,645.88,651.78,345283.2048,652.03,1505314661,507457,1613,237544,2.13E+11,11.15,923046,4,636480,1317.4,42.92,1.0986,10095,23499,2308658.591,651.78
27/07/2016,651.63,657.46,648.45,654.35,225831.1898,652.97,1641504550,477076,1600,235475,2.13E+11,11.25,921787,3.96,466489.899,1332.82,41.92,1.1058,10107,21902,2513905.003,654.35
28/07/2016,654.49,657.59,654.49,655.03,131871.2237,655.4,1610159750,494972,1700,234727,2.13E+11,10.62,875244,3.97,435367.7582,1338,41.14,1.1077,9118,23727,2456758.85,655.03
29/07/2016,655.11,657.8,654.79,656.99,92511.84906,656.17,1400883533,465294,1838,231267,2.13E+11,9.78,822372,4.03,432846.1538,1342.68,41.6,1.1174,8102,20354,2134939.929,656.99
30/07/2016,657.01,658.22,654.21,655.05,58611.38206,656.12,1229937144,450533,1488,199365,2.13E+11,12.11,870160,4.07,341174.4472,1342.68,41.6,1.1174,7619,17310,1874561.275,655.05
31/07/2016,655.1,655.28,624.36,624.68,173191.0105,639.86,1180980818,492077,1925,192100,2.13E+11,9.29,794572,4.04,475608.9109,1351.1,33.16,1.1163,68433,17590,1845686.272,624.68
1/08/2016,624.6,626.12,605.88,606.27,197958.4876,615.72,1070215675,515927,1913,224896,2.13E+11,9.5,814183,3.96,502952.0202,1351.81,33.16,1.1163,7849,22021,1738153.178,606.27
2/08/2016,606.4,612.85,531.33,547.47,576026.513,574.51,2095350889,538166,1925,250944,2.13E+11,9.35,859342,3.73,1351016.086,1357.85,29.69,1.1224,8291,27947,3647196.548,547.47
3/08/2016,548.66,573.36,541.55,566.35,373075.2673,557.48,1367216005,517165,2075,241616,2.02E+11,8.67,791053,3.67,783618.5286,1360.53,36.5,1.1149,18927,33437,2452493.372,566.35
4/08/2016,566.33,579.5,565.78,578.29,218862.1238,572.47,1720048802,488412,1913,231682,2.02E+11,9.35,780743,3.73,427171.5818,1352.4,39.72,1.113,12782,25150,3004609.503,578.29
5/08/2016,578.28,578.28,569.98,575.04,114925.0956,575.4,1311916945,477072,2113,228075,2.02E+11,8.49,701046,3.73,311536.193,1349.42,45.44,1.1086,9473,25115,2280008.594,575.04
6/08/2016,575.03,588.4,569.47,587.78,139264.8637,580.17,871644932,425211,2075,195503,2.02E+11,8.73,619245,3.74,366593.5829,1349.42,51.23,1.1086,7570,20484,1502395.732,587.78
7/08/2016,587.77,597.51,586.82,592.69,139374.8309,591.2,1104467581,447578,1850,192266,2.02E+11,9.72,768321,3.78,353280.4233,1336.6,45.41,1.1088,13610,20769,1868179.264,592.69
8/08/2016,592.74,592.99,588.05,591.05,103506.5374,591.21,1160037740,530901,1850,235147,2.02E+11,9.74,839246,3.78,364894.1799,1333.62,43.02,1.1088,12052,24232,1962141.608,591.05
9/08/2016,591.04,591.09,584.79,587.8,156669.3212,588.68,1301592343,491165,1550,231276,2.02E+11,11.67,880535,3.76,499510.6383,1337.31,47.62,1.1117,11249,24435,2211035.44,587.8
10/08/2016,587.65,599.98,586.37,592.1,173967.0679,591.52,1278854909,531356,1888,244589,2.02E+11,9.34,834622,3.75,441698.6667,1344.5,47.62,1.1176,9015,30224,2161980.844,592.1
11/08/2016,592.12,597.54,589.12,589.12,125873.1714,591.98,1334193233,531345,1875,254365,2.02E+11,9.8,860473,3.71,639954.1779,1343.5,44.98,1.1137,8400,23497,2253780.927,589.12
12/08/2016,588.8,589.91,583.81,587.56,117813.8617,587.52,1128559559,491194,1863,232824,2.02E+11,9.66,805274,3.72,544470.4301,1341.04,50.84,1.1162,7756,25008,1920887.049,587.56
13/08/2016,587.36,589.77,584.98,585.59,74223.06277,586.92,1201088746,455323,2038,214406,2.02E+11,8.78,665115,3.71,666628.0323,1341.04,50.84,1.1162,6851,21026,2046426.678,585.59
14/08/2016,585.59,585.67,564.78,570.47,105528.8487,576.63,988036193,455991,2038,200011,2.02E+11,8.87,639753,3.68,721475.5435,1336.2,45.74,1.1184,6860,24566,1713466.509,570.47
15/08/2016,570.49,573.58,563.24,567.24,100700.4432,568.64,1180853962,500686,1825,202750,2.17E+11,9.77,809770,3.62,915480.663,1342.45,45.74,1.1184,7890,25180,2076628.38,567.24
16/08/2016,567.24,581.74,566.72,577.44,101877.2349,573.29,1561704953,537436,1688,254296,2.17E+11,10.79,920075,3.62,635961.326,1345.89,46.58,1.1279,8422,23549,2724109.88,577.44
17/08/2016,577.76,580.89,571.43,573.22,94548.64367,575.82,1148025320,523675,1538,237880,2.17E+11,11.72,949801,3.62,505558.011,1345.76,46.79,1.1289,8694,22643,1993722.552,573.22
18/08/2016,573.71,577.79,573.43,574.32,104202.4321,574.81,1334749212,528979,1925,239387,2.17E+11,9.35,798859,3.61,455792.2438,1351.68,48.22,1.1354,10122,20849,2322070.27,574.32
19/08/2016,574.34,578.24,574.18,575.63,87963.16887,575.6,1364727318,508749,1925,245941,2.17E+11,9.29,790802,3.61,397110.8033,1346.26,48.52,1.1325,8392,18562,2370964.764,575.63
20/08/2016,576.08,582.82,575.46,581.7,78238.05741,579.02,1210463625,495671,1938,208069,2.17E+11,9.31,714049,3.62,453682.3204,1346.26,48.52,1.1325,6836,14687,2090538.539,581.7
21/08/2016,581.94,584.16,580.22,581.31,65816.70705,581.91,776652664,446866,2038,184741,2.17E+11,8.83,614910,3.62,365022.0994,1341.5,47.05,1.132,7330,14412,1334661.14,581.31
22/08/2016,581.31,588.45,580.59,586.75,124673.1019,584.28,1155216228,526727,1975,228215,2.17E+11,9.09,784879,3.64,737645.6044,1335.85,47.05,1.132,8395,18821,1977162.025,586.75
23/08/2016,586.77,589.47,581.63,583.41,145816.3056,585.32,1220298270,512461,1838,238874,2.17E+11,9.77,828972,3.82,3181701.571,1339.48,48.1,1.1305,8897,18812,2084839.524,583.41
24/08/2016,583.41,583.59,579.85,580.18,96823.77613,581.76,1217703096,513945,1900,234978,2.17E+11,9.39,756289,3.9,1134669.231,1331.36,46.77,1.1264,9239,19302,2093136.51,580.18
25/08/2016,580.18,580.45,575.17,577.76,235360.2241,578.39,1226833979,489493,1625,233879,2.17E+11,11.25,868056,3.83,837172.3238,1323.12,47.33,1.1285,8900,20127,2121118.932,577.76
26/08/2016,577.75,580.62,576.86,579.65,84422.17307,578.72,1209265420,483713,1650,226635,2.17E+11,10.87,844412,3.82,626358.6387,1324.39,47.64,1.1198,8442,19606,2089551.804,579.65
27/08/2016,579.45,579.84,568.63,569.95,103918.9166,574.47,839894321,456265,1800,190954,2.17E+11,10.06,686903,3.78,1721105.82,1324.39,47.64,1.1198,7126,15956,1462033.389,569.95
28/08/2016,569.83,574.04,569.74,573.91,150908.5822,571.88,744004850,427997,1900,174337,2.17E+11,9.41,608528,3.74,636403.7433,1317.25,46.98,1.1189,7543,17112,1300980.713,573.91
29/08/2016,574.07,576.28,573.47,574.11,192170.3105,574.48,984419420,500187,1863,225133,2.21E+11,9.71,808922,3.76,694148.9362,1322.52,46.98,1.1189,8722,22110,1713583.449,574.11
30/08/2016,574.11,578.36,574.11,577.5,122117.982,576.02,1045432656,548999,2050,251838,2.21E+11,8.8,783228,3.78,612441.7989,1317.43,46.35,1.1143,8666,18322,1814924.232,577.5
31/08/2016,577.59,577.86,573.64,575.47,131636.2273,576.14,1020177150,497980,1675,225226,2.21E+11,10.69,834746,3.8,441723.6842,1310.72,44.7,1.1158,9172,17456,1770710.504,575.47
1/09/2016,575.55,576.31,571.81,572.3,134015.2267,573.99,1021167164,486458,1750,237326,2.21E+11,10.34,849245,3.82,586882.199,1312.06,44.7,1.1197,8596,18373,1779067.865,572.3
2/09/2016,572.41,575.64,570.81,575.54,139314.5049,573.6,913193311,477624,1913,225703,2.21E+11,9.32,726651,3.83,518028.7206,1319.84,27.94,1.1156,8115,20605,1592038.548,575.54
3/09/2016,575.55,599.5,574.06,598.21,270971.1501,586.83,757675828,464611,1575,182078,2.21E+11,11.45,769942,3.86,643580.3109,1319.84,38.29,1.1156,7347,16664,1291133.425,598.21
4/09/2016,598.59,611.84,596.85,608.63,162162.4822,603.98,699911573,438972,2238,183065,2.21E+11,8.08,579355,3.96,1220722.222,1327.75,38.29,1.1147,7896,16972,1158832.367,608.63
5/09/2016,608.99,609.05,602.24,606.59,135889.3724,606.72,1036797176,541919,1750,227543,2.21E+11,10.29,880299,4,1061497.5,1276.03,43.44,1.1147,9039,23183,1708856.105,606.59
6/09/2016,606.51,610.83,605.09,610.44,129112.992,608.22,970379669,519346,1700,231982,2.21E+11,10.46,866950,3.97,428000,1338.45,50.56,1.1255,9374,35065,1595441.894,610.44
7/09/2016,610.57,614.54,608.51,614.54,122593.9481,612.04,977157081,525784,1900,250657,2.21E+11,9.61,809332,4.01,495852.8678,1347.2,50.56,1.1239,9426,23060,1596557.547,614.54
8/09/2016,614.64,628.77,613.84,626.32,139659.1989,620.89,1009638129,500357,1800,226862,2.21E+11,9.94,814107,3.98,609427.1357,1342.18,42.77,1.126,10042,19731,1626114.334,626.32
9/09/2016,626.35,626.83,620.26,622.86,103432.5727,624.08,1089025355,491674,1775,220392,2.21E+11,10.18,813034,3.98,364341.7085,1333.46,45.88,1.1233,9121,19091,1745009.222,622.86
10/09/2016,622.93,625.09,622.4,623.51,72202.47642,623.48,920939875,446010,1938,193165,2.21E+11,9.28,646603,3.97,166662.9723,1333.46,45.88,1.1233,8218,18701,1477096.098,623.51
11/09/2016,623.42,628.82,600.51,606.72,119717.6639,614.87,933293647,458631,2050,180227,2.21E+11,8.75,591717,3.92,535836.7347,1330.92,45.27,1.1235,7890,16124,1517871.496,606.72
12/09/2016,607.01,608.46,605.41,608.24,119899.0647,607.28,1014199220,510506,2038,208486,2.26E+11,8.83,690828,3.84,639148.4375,1330.92,51.5,1.1235,10175,18821,1670068.535,608.24
13/09/2016,608.03,611.19,606.92,609.24,142764.273,608.84,1205975905,530408,2063,239721,2.26E+11,8.69,780871,3.83,579543.0809,1323.53,44.9,1.122,11035,20868,1980776.403,609.24
14/09/2016,608.84,611.95,608.41,610.68,78491.89304,609.97,1157203105,491556,1950,231644,2.26E+11,9.32,764207,3.83,345255.8747,1320.38,43.58,1.125,10442,20554,1897147.573,610.68
15/09/2016,610.59,611.09,607.16,607.16,97643.02135,609,952735808,494413,1925,233334,2.26E+11,9.37,752979,3.82,469429.3194,1318.11,43.91,1.1244,10277,21820,1564426.614,607.16
16/09/2016,607.25,609.26,606.73,606.97,106926.8373,607.55,1143217221,474551,1738,210989,2.26E+11,10.31,774627,3.82,435531.4136,1310.13,43.03,1.1155,10414,20588,1881684.176,606.97
17/09/2016,607.22,607.86,605.19,605.98,61231.04062,606.56,895050763,509415,2038,215366,2.26E+11,8.84,754384,3.81,411637.7953,1310.13,43.03,1.1155,9034,17201,1475617.85,605.98
18/09/2016,606.28,610.16,605.86,609.87,80059.53556,608.04,987742608,463470,1813,191458,2.26E+11,9.86,678307,3.94,438535.533,1303.55,43.3,1.1175,9227,13717,1624469.785,609.87
19/09/2016,609.87,610.93,608.27,609.23,89893.53151,609.57,1264404757,505154,1663,223407,2.26E+11,10.75,835041,3.97,404639.7985,1313.02,43.3,1.1175,9584,13913,2074256.865,609.23
20/09/2016,609.25,609.53,607.94,608.31,119440.9882,608.76,1379730769,533341,1888,244164,2.26E+11,9.7,782657,3.84,589390.625,1314.72,43.44,1.1151,9873,26427,2266460.952,608.31
21/09/2016,603.59,603.59,595.88,597.15,137948.8376,600.05,1115364773,514307,2075,239050,2.26E+11,8.69,711352,3.84,1003408.854,1327.26,45.34,1.1189,9285,18606,1858786.389,597.15
22/09/2016,597.28,598.49,596.21,596.3,112357.5125,597.07,1389946105,496593,1763,231086,2.26E+11,10.2,762582,3.82,378329.8429,1338.24,46.32,1.1208,9903,18260,2327944.973,596.3
23/09/2016,596.2,603.21,595.79,602.84,85181.23134,599.51,1349789596,488936,1700,223051,2.26E+11,10.52,805261,3.79,414868.0739,1339.51,44.48,1.1226,8100,19726,2251488.042,602.84
24/09/2016,602.96,604.58,602.04,602.63,58634.44159,603.05,1217060246,473858,2075,208484,2.26E+11,8.66,635887,3.82,554560.2094,1339.51,44.48,1.1226,8840,17748,2018174.689,602.63
25/09/2016,602.75,603.38,599.71,600.83,56472.48492,601.67,1114526835,465836,2313,195457,2.41E+11,7.85,570906,3.8,405434.2105,1343.2,45.93,1.1254,7642,17984,1852388.909,600.83
26/09/2016,600.81,608.14,600.35,608.04,97883.27569,604.33,1376318987,540295,1913,230616,2.41E+11,9.23,770834,3.83,560900.7833,1337.85,45.93,1.1254,9531,20210,2277429.529,608.04
27/09/2016,608.02,608.25,604.11,606.17,81469.07556,606.64,1051552532,549579,2088,240168,2.41E+11,8.73,764239,3.86,449287.5648,1332.48,44.67,1.1215,8507,20912,1733404.543,606.17
28/09/2016,606.24,606.59,604.61,604.73,80461.40635,605.54,1538516490,547163,1850,234847,2.41E+11,9.65,782306,3.85,494815.5844,1323.74,47.05,1.1217,8127,19750,2540734.7,604.73
29/09/2016,605.02,606.82,604.85,605.69,91906.53897,605.6,1110781772,553367,1788,242587,2.41E+11,10.19,832816,3.84,435989.5833,1319.84,47.83,1.1222,8014,21230,1834183.904,605.69
30/09/2016,605.72,609.73,604.14,609.73,92408.41058,607.33,1489574149,559609,1775,250801,2.41E+11,10.04,843357,3.84,548158.8542,1318.38,48.24,1.1235,8491,17676,2452660.249,609.73
1/10/2016,609.93,615.24,609.93,613.98,92045.99278,612.27,938229903,498339,1963,213773,2.41E+11,9.25,711277,3.85,370477.9221,1318.38,48.24,1.1235,7590,17285,1532379.347,613.98
2/10/2016,613.95,614.01,609.68,610.89,64120.03986,612.13,866441661,462255,1763,192542,2.41E+11,9.77,718532,3.85,356787.013,1312,27.45,1.1211,7652,16869,1415453.68,610.89
3/10/2016,610.97,612.57,610.46,612.13,76526.58087,611.53,1215847088,628813,1888,258654,2.41E+11,9.85,864554,3.84,314351.5625,1314.61,37.84,1.1211,8347,22770,1988205.138,612.13
4/10/2016,612.05,612.05,609.48,610.2,81516.35185,610.94,1160674533,600999,1975,264504,2.41E+11,9.2,823939,3.83,291610.9661,1294.81,37.84,1.1204,9345,20191,1899817.548,610.2
5/10/2016,610.22,613.81,609.62,612.51,111321.4246,611.54,1404561530,585521,2088,266644,2.41E+11,8.61,788912,3.84,363242.1875,1267.64,44.66,1.1205,9086,19102,2296761.504,612.51
6/10/2016,612.47,613.82,611.47,613.02,92725.68509,612.69,1399178955,621273,2013,274325,2.41E+11,8.96,827401,3.85,367776.6234,1260.59,49.07,1.1151,8649,19174,2283665.402,613.02
7/10/2016,612.61,617.91,611.82,617.12,104204.8596,614.86,1452395291,577273,1788,266181,2.41E+11,9.97,867495,3.85,414602.5974,1250.21,49.07,1.1201,8874,21247,2362156.086,617.12
8/10/2016,617.34,619.85,617.34,619.11,68475.44509,618.41,1465852492,549445,2113,250503,2.59E+11,8.63,761242,3.85,401093.5065,1250.21,41.71,1.1201,7025,18265,2370357.032,619.11
9/10/2016,619.17,619.2,616.61,616.75,63507.84069,617.93,1662433126,509901,2000,210388,2.59E+11,8.99,682253,3.83,323516.9713,1240.25,41.71,1.1139,7078,17597,2690325.969,616.75
10/10/2016,616.82,621.32,616.2,618.99,109134.4492,618.33,1592736441,514281,1550,222872,2.59E+11,11.54,858422,3.81,372910.7612,1274.66,51.35,1.1139,7981,19079,2575867.969,618.99
11/10/2016,619.24,642.08,618.5,641.07,164371.172,630.22,1807888945,601465,1738,263426,2.59E+11,10.43,923089,3.81,531595.8005,1245.25,44.66,1.1054,9581,20605,2868663.237,641.07
12/10/2016,640.87,641.34,635.97,636.19,144647.1132,638.59,1713955233,544859,1800,233296,2.59E+11,9.98,864546,3.79,832327.1768,1257.04,44.66,1.1007,10134,19254,2683968.169,636.19
13/10/2016,636.03,638.83,635.03,636.79,96785.93306,636.67,1326560730,547741,1600,229575,2.59E+11,11.17,912040,3.83,991812.0104,1259.28,50.44,1.1056,8788,17289,2083592.332,636.79
14/10/2016,637.01,641.28,637.01,640.38,91004.50761,638.92,1285586481,532160,1700,239588,2.59E+11,10.71,858695,3.9,549330.7692,1253.73,50.35,1.0972,8502,17479,2012124.336,640.38
15/10/2016,640.31,642.1,637.39,638.65,61030.00266,639.61,2177364483,501726,1775,210306,2.59E+11,10.13,781652,3.89,428015.4242,1253.73,50.35,1.0972,6829,20593,3404206.443,638.65
16/10/2016,639.08,642.9,638.9,641.63,62903.86026,640.63,1573565541,482676,1625,197746,2.59E+11,11.08,758898,3.89,555308.4833,1250.55,49.94,1.1,7378,18498,2456278.259,641.63
17/10/2016,641.82,642.33,638.66,639.19,90653.55191,640.5,1204302946,550541,1563,237107,2.59E+11,11.49,929673,3.9,440189.7436,1253.29,49.94,1.1,9038,18689,1880254.404,639.19
18/10/2016,639.41,640.74,636,637.96,102652.4987,638.53,1597153550,588298,1938,251366,2.59E+11,9.32,841849,3.96,452121.2121,1260.55,50.29,1.0981,9037,17940,2501297.59,637.96
19/10/2016,638.13,638.87,628.01,630.52,109455.5689,633.88,1225045317,459988,1563,198958,2.59E+11,11.27,807402,3.82,587382.199,1267.27,51.6,1.0974,8766,20522,1932613.929,630.52
20/10/2016,630.66,631.92,628.26,630.86,90348.18058,630.42,1549744643,624199,1675,270246,2.59E+11,10.93,977432,3.8,636197.3684,1267.67,50.43,1.0929,7861,17281,2458273.283,630.86
21/10/2016,630.83,634.09,630.69,632.83,88514.65726,632.11,2001209785,584321,2050,265191,2.59E+11,8.8,791086,3.8,758415.7895,1265.51,50.85,1.0884,9966,15145,3165920.148,632.83
22/10/2016,633.14,658.2,632.85,657.29,121723.1913,645.37,865820640,524550,1863,216559,2.59E+11,9.69,793873,3.85,1002111.688,1265.51,50.85,1.0884,6727,13770,1341587.988,657.29
23/10/2016,657.62,661.13,653.89,657.07,82859.92425,657.43,1226336730,525340,1800,191434,2.54E+11,9.9,792337,3.91,1004488.491,1266.75,50.52,1.0882,8054,14832,1865349.512,657.07
