DATE,CLOSING,OPEN,HIGH,LOW
5/30/2017,1269.50,1266.88,1270.70,1259.58
5/29/2017,1271.45,1267.68,1271.45,1265.53
5/28/2017,1267.05,1267.05,1267.05,1267.05
5/26/2017,1267.05,1255.88,1269.53,1253.93
5/25/2017,1249.00,1258.28,1259.73,1249.00
5/24/2017,1258.20,1251.78,1258.98,1248.13
5/23/2017,1251.15,1260.63,1263.83,1250.88
5/22/2017,1260.45,1255.48,1262.63,1251.93
5/21/2017,1255.55,1255.55,1255.55,1255.55
5/19/2017,1255.55,1246.83,1256.48,1246.83
5/18/2017,1245.95,1260.18,1264.98,1245.95
5/17/2017,1260.73,1236.83,1260.88,1236.73
5/16/2017,1241.75,1231.18,1241.88,1230.53
5/15/2017,1230.73,1230.03,1237.20,1227.23
5/14/2017,1226.25,1233.25,1233.25,1226.25
5/12/2017,1233.25,1225.33,1233.25,1224.63
5/11/2017,1213.05,1219.38,1227.08,1213.05
5/10/2017,1219.15,1210.58,1225.68,1210.58
5/09/2017,1210.70,1226.83,1228.78,1210.70
5/08/2017,1222.30,1225.58,1236.13,1222.30
5/05/2017,1221.20,1229.08,1235.53,1221.20
5/04/2017,1227.75,1238.33,1241.33,1225.83
5/03/2017,1238.38,1256.78,1256.88,1236.93
5/02/2017,1254.60,1256.13,1257.83,1252.18
5/01/2017,1256.80,1269.53,1271.18,1254.43
4/30/2017,1268.15,1268.15,1268.15,1268.15
