Date,Open,High,Low,Close,Weighted_bitcoin_price,Volume,Address,Mining_Difficulty,Weighted_litecoin_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,3d MA,Lable
12/09/2015,239.85,240.12,234.75,235.23,237.49,75635.18464,274687,56957648455,2.9,37.16,1.1338,6732,32205,237.94,230.51
13/09/2015,235.24,235.93,229.33,230.51,232.75,79393.34049,322602,56957648455,2.82,37.16,1.1317,6759,40350,235.28,230.64
14/09/2015,230.61,232.44,227.96,230.64,230.41,91132.32933,307697,56957648455,2.82,44,1.1317,9968,16262,232.13,230.3
15/09/2015,230.49,259.18,229.82,230.3,237.45,80765.63487,326856,56957648455,2.85,44.59,1.1269,8844,20470,230.48,229.09
16/09/2015,230.25,231.21,227.4,229.09,229.49,87778.11669,299221,56957648455,2.81,47.15,1.129,8529,45085,230.01,229.81
17/09/2015,229.08,230.29,228.93,229.81,229.53,82496.4057,316949,59335351234,2.86,46.9,1.1435,8761,33180,229.73,232.98
18/09/2015,233.52,234.35,232.18,232.98,233.26,86779.55929,314363,59335351234,2.94,44.68,1.1298,9291,31747,230.63,231.49
19/09/2015,232.86,233.21,231.09,231.49,232.16,54757.92557,271138,59335351234,2.91,44.68,1.1298,7344,39778,231.43,231.21
20/09/2015,231.4,232.37,230.91,231.21,231.47,62404.19925,341423,59335351234,2.86,46.68,1.119,7185,65535,231.89,227.09
21/09/2015,231.22,231.22,226.52,227.09,229.01,85929.87206,350680,59335351234,2.83,46.68,1.119,8482,59563,229.93,230.62
22/09/2015,226.97,232.39,225.12,230.62,228.78,109315.9367,355943,59335351234,2.83,45.83,1.112,9391,82378,229.64,230.28
23/09/2015,230.94,231.84,229.59,230.28,230.66,74803.1735,294921,59335351234,2.87,44.48,1.1186,40016,42946,229.33,234.53
24/09/2015,230.36,235.65,230.29,234.53,232.71,107850.1139,295738,59335351234,2.9,44.91,1.123,7567,46527,231.81,235.14
25/09/2015,234.36,237.43,233.68,235.14,235.15,95103.55092,295114,59335351234,2.92,45.7,1.1195,9114,41322,233.32,234.34
26/09/2015,235.08,235.4,233.36,234.34,234.54,58514.96546,310240,59335351234,2.89,45.7,1.1195,5945,41039,234.67,232.76
27/09/2015,234.14,234.53,232.48,232.76,233.48,60732.82508,326824,59335351234,2.88,44.43,1.1244,6308,30532,234.08,239.14
28/09/2015,232.84,239.34,232.47,239.14,235.95,104738.292,302930,59335351234,2.98,44.43,1.1244,7258,35355,235.41,236.69
29/09/2015,239.02,239.8,235.93,236.69,237.86,95397.71294,353417,59335351234,3.05,45.23,1.1249,7439,40135,236.2,236.06
30/09/2015,236.64,237.73,235.63,236.06,236.52,83474.9704,329484,59335351234,3,45.09,1.1177,7521,43080,237.3,237.55
1/10/2015,236,238.45,235.62,237.55,236.9,86487.12537,298058,60813224039,3,45.09,1.1195,6915,41189,236.77,237.29
2/10/2015,237.26,238.54,236.6,237.29,237.42,82882.23402,311843,60813224039,3,50.06,1.1216,6633,35561,236.97,238.73
3/10/2015,237.2,239.32,236.94,238.73,238.05,69240.49569,259753,60813224039,3.02,48.42,1.1216,5799,49494,237.86,238.26
4/10/2015,238.53,238.97,237.94,238.26,238.42,54521.43277,306296,60813224039,3.02,51.63,1.1188,6556,33909,238.09,240.38
5/10/2015,238.15,240.38,237.04,240.38,238.99,97643.83447,290693,60813224039,3.02,51.63,1.1188,7937,32712,239.12,246.06
6/10/2015,240.36,246.93,240.14,246.06,243.37,113140.8966,325572,60813224039,3.08,61.43,1.1272,10580,39541,241.57,242.97
7/10/2015,246.17,246.68,242.59,242.97,244.6,94027.80049,308697,60813224039,3.11,52.74,1.1237,9002,38773,243.14,242.3
8/10/2015,243.07,244.25,242.18,242.3,242.95,76210.33134,314037,60813224039,3.06,44.96,1.1276,7988,35461,243.78,243.93
9/10/2015,242.5,244.23,242.12,243.93,243.2,71353.20724,265620,60813224039,3.09,45.92,1.1358,6977,30426,243.07,244.94
10/10/2015,243.74,245.32,243.07,244.94,244.27,65143.89815,323737,60813224039,3.11,45.92,1.1358,5760,29433,243.72,247.05
11/10/2015,244.74,247.24,244.15,247.05,245.8,68459.31652,294439,60813224039,3.12,44.21,1.1358,6282,27940,245.31,245.31
12/10/2015,246.88,247.45,245.18,245.31,246.2,70626.72624,309767,60813224039,3.15,36.76,1.1358,7768,34146,245.77,249.51
13/10/2015,245.2,250.24,243.76,249.51,247.18,114080.8318,306238,60813224039,3.16,46.66,1.1379,7733,31813,247.29,251.99
14/10/2015,249.49,254.27,248.9,251.99,251.16,109343.0483,309792,60813224039,3.16,46.64,1.1474,9130,28030,248.94,254.32
15/10/2015,252.11,255.96,252.05,254.32,253.61,99457.82895,365671,60883825480,3.13,46.38,1.1386,7470,37296,251.94,262.87
16/10/2015,254.3,266.14,253.93,262.87,259.31,138450.1176,335835,60883825480,3.11,47.26,1.1348,6956,36070,256.39,270.64
17/10/2015,262.75,273.58,262.37,270.64,267.34,161590.484,370216,60883825480,3.1,47.26,1.1348,5901,31701,262.61,261.64
18/10/2015,270.91,271.67,260.78,261.64,266.25,84260.28169,334791,60883825480,3.04,45.89,1.1327,6319,25220,265.05,263.44
19/10/2015,261.86,264.82,260.95,263.44,262.77,96125.12844,349102,60883825480,3.03,45.89,1.1327,8297,35703,265.24,269.46
20/10/2015,263.57,270.83,263.23,269.46,266.77,115791.8806,400900,60883825480,3.07,45.55,1.1346,8665,42914,264.85,266.27
21/10/2015,269.31,270.77,263.84,266.27,267.55,95822.46309,356706,60883825480,3.09,45.2,1.1339,8204,38896,266.39,274.02
22/10/2015,266.5,276.51,266.14,274.02,270.79,139623.3243,344306,60883825480,3.1,45.38,1.1109,8587,44027,269.92,276.5
23/10/2015,273.65,278.68,273.54,276.5,275.59,106834.428,370420,60883825480,3.11,44.6,1.1018,8024,37326,272.26,281.65
24/10/2015,276.5,281.71,276.5,281.65,279.09,92953.52754,377017,60883825480,3.1,44.6,1.1018,6160,36013,277.39,283.68
25/10/2015,281.45,294.06,281.45,283.68,285.16,160320.8725,372966,60883825480,3.1,43.98,1.1058,6783,30139,280.61,285.3
26/10/2015,283.63,285.3,280.51,285.3,283.68,113186.6892,375812,60883825480,3.09,43.98,1.1058,8519,37096,283.54,293.79
27/10/2015,285.18,296.21,285.01,293.79,290.05,159737.2867,355490,60883825480,3.1,43.2,1.1051,9033,50484,287.59,304.62
28/10/2015,293.7,306.33,293.7,304.62,299.59,169592.1092,350477,60883825480,3.1,45.94,1.0923,9695,45782,294.57,313.86
29/10/2015,304.32,318.17,301.82,313.86,309.54,208360.4704,382999,62253982450,3.47,46.06,1.0977,10211,45960,304.09,328.02
30/10/2015,313.94,334.17,313.94,328.02,322.52,242791.1447,378895,62253982450,3.94,46.59,1.1006,9029,32577,315.5,314.17
31/10/2015,328.51,332.78,309.25,314.17,321.18,151311.1028,367606,62253982450,3.94,46.59,1.1006,6855,35257,318.68,325.43
1/11/2015,315.01,327.47,311.88,325.43,319.95,115646.5073,392575,62253982450,3.88,48.8,1.1016,8294,31402,322.54,361.19
2/11/2015,325.94,365.36,323.21,361.19,343.92,296342.1726,397127,62253982450,4.07,48.8,1.1016,10020,35962,333.6,403.42
3/11/2015,361.87,417.9,357.65,403.42,385.21,535193.7904,448868,62253982450,4.41,48.06,1.0964,11545,42652,363.35,411.56
4/11/2015,403.66,495.56,380.55,411.56,422.83,624127.9001,497257,62253982450,4.54,48.06,1.0866,14390,54768,392.06,386.35
5/11/2015,408.08,447.56,374.58,386.35,404.14,375674.2515,445547,62253982450,4.08,59.23,1.0884,16294,51405,400.44,374.47
6/11/2015,388.05,395.84,354.02,374.47,378.1,324482.941,431450,62253982450,3.73,60.77,1.0741,11448,43351,390.79,386.48
7/11/2015,374.27,390.59,372.43,386.48,380.94,148645.7185,366087,62253982450,3.6,60.77,1.0741,8075,36433,382.43,373.37
8/11/2015,384.28,389.89,368.7,373.37,379.06,136700.2585,377659,62253982450,3.53,43.08,1.0752,7956,39567,378.11,380.26
9/11/2015,374.32,385.28,362.89,380.26,375.69,181597.5938,418274,62253982450,3.38,44.63,1.0752,11166,45103,380.04,336.82
10/11/2015,379.98,381.39,329.11,336.82,356.83,268469.3103,394737,62253982450,3.26,44.63,1.0724,10928,43853,363.48,311.08
11/11/2015,339.82,340.58,301,311.08,323.12,331362.9611,375284,65848255180,3.04,42.93,1.0743,9358,34774,342.72,338.15
12/11/2015,314.08,345.08,313.36,338.15,327.67,239502.5483,370346,65848255180,3.13,35.62,1.0814,9258,38371,328.68,336.75
13/11/2015,338.5,340.91,326.08,336.75,335.56,154973.7752,358038,65848255180,3.24,40.74,1.0773,8749,35364,328.66,332.91
14/11/2015,336.62,338.18,329.97,332.91,334.42,115459.6017,386718,65848255180,3.21,40.74,1.0773,6794,30226,335.94,320.17
15/11/2015,333.05,334.66,317.49,320.17,326.34,135481.7062,418112,65848255180,3.14,41.74,1.0686,7023,32216,329.94,330.75
16/11/2015,319.73,331.63,315.9,330.75,324.5,147858.5516,402214,65848255180,3.12,41.74,1.0686,8825,35757,327.94,335.09
17/11/2015,330.36,338.35,329.61,335.09,333.35,152997.1501,380647,65848255180,3.2,40.67,1.0642,9949,36957,328.67,334.59
18/11/2015,334.59,336.53,330.64,334.59,334.09,131053.9076,413132,65848255180,3.19,40.75,1.066,9285,40387,333.48,326.15
19/11/2015,334.68,335.33,325.27,326.15,330.36,136248.6378,357979,65848255180,3.16,40.54,1.0734,8819,32915,331.94,322.02
20/11/2015,326.41,326.47,312.22,322.02,321.78,165183.9766,358006,65848255180,3.12,40.39,1.0646,8254,33652,327.59,326.93
21/11/2015,322.09,328.16,319.6,326.93,324.2,86984.88587,374521,65848255180,3.14,40.39,1.0646,7416,25295,325.03,324.54
22/11/2015,326.98,327.01,321.26,324.54,324.95,72132.32805,376446,65848255180,3.14,41.75,1.0636,7287,17983,324.5,323.05
23/11/2015,324.35,325.12,321.29,323.05,323.45,84955.63456,342182,65848255180,3.13,41.75,1.0636,8246,21268,324.84,320.05
24/11/2015,323.01,323.06,318.12,320.05,321.06,91455.17972,384100,72722780643,3.12,42.87,1.0643,7454,20427,322.55,328.21
25/11/2015,320.05,329.13,316.77,328.21,323.54,128784.3852,364227,72722780643,3.22,43.04,1.0624,7164,27288,323.77,352.68
26/11/2015,328.3,366.76,328.23,352.68,343.99,308453.7341,387024,72722780643,3.51,43.04,1.061,9513,24681,333.65,358.04
27/11/2015,351.86,363.59,347.87,358.04,355.34,155285.3605,359600,72722780643,3.58,41.71,1.0593,7169,25861,346.31,357.38
28/11/2015,357.14,359.54,352.17,357.38,356.56,103254.9921,414002,72722780643,3.54,41.71,1.0593,6462,25749,356.03,371.29
29/11/2015,357.47,371.94,355.67,371.29,364.09,110987.1186,321393,72722780643,3.6,41.65,1.0565,7059,24219,362.24,377.32
30/11/2015,371.44,382.36,370.38,377.32,375.38,191010.7091,489674,72722780643,3.65,41.65,1.0565,9143,26261,368.66,362.49
1/12/2015,377.41,378.93,356.56,362.49,368.85,163893.7237,413030,72722780643,3.53,46.06,1.0633,9392,25143,370.37,359.19
2/12/2015,361.85,362.23,349.46,359.19,358.18,151210.2853,427478,72722780643,3.38,51.17,1.0615,8799,23887,366.33,361.05
3/12/2015,359.33,370.27,357.41,361.05,362.02,140088.6691,361065,72722780643,3.38,47.12,1.094,8288,23460,360.91,363.18
4/12/2015,361.26,363.52,355.76,363.18,360.93,99144.15538,418070,72722780643,3.37,47.12,1.0881,8029,22066,361.14,388.95
5/12/2015,363.72,389.79,363.23,388.95,376.42,176085.7553,456577,72722780643,3.45,60.72,1.0881,7077,22531,371.06,388.78
6/12/2015,389.55,402.81,387.09,388.78,392.06,198342.0905,430043,79102380900,3.51,59.96,1.0837,7456,22728,380.3,395.54
7/12/2015,389.98,399.97,385.41,395.54,392.72,161580.2607,435598,79102380900,3.56,59.96,1.0837,8731,25413,391.09,415.56
8/12/2015,395.75,415.56,389.95,415.56,404.2,143001.9792,455232,79102380900,3.64,43.3,1.0892,15178,24716,399.96,417.56
9/12/2015,414.44,423.12,406.29,417.56,415.35,218892.9818,490303,79102380900,3.68,43.3,1.1025,63357,33862,409.55,415.48
10/12/2015,417.99,419.51,411.55,415.48,416.13,125294.7396,493281,79102380900,3.65,47.1,1.0941,28831,25232,416.2,451.94
11/12/2015,415.28,451.94,415.28,451.94,433.61,255861.2578,460519,79102380900,3.76,41.75,1.0986,15030,26210,428.33,435
12/12/2015,452.33,469.1,410.74,435,441.79,298714.3213,531936,79102380900,3.73,41.75,1.0986,10109,23062,434.14,433.76
13/12/2015,431.66,441.68,426.27,433.76,433.34,127037.8917,478113,79102380900,3.62,36.31,1.0992,9965,21459,440.23,444.18
14/12/2015,433.27,447.14,430.46,444.18,438.76,297420.0018,528953,79102380900,3.63,36.31,1.0992,10789,32070,437.65,465.32
15/12/2015,443.88,465.32,443.88,465.32,454.6,182844.4875,494618,79102380900,3.72,37.35,1.0931,13363,28842,447.75,454.93
16/12/2015,465.21,465.21,443.85,454.93,457.3,236046.3591,483265,79102380900,3.76,35.52,1.0912,12503,27652,454.81,456.08
17/12/2015,454.78,457.86,448.86,456.08,454.4,105586.2676,457030,79102380900,3.73,34.95,1.0826,10082,23729,458.78,463.62
18/12/2015,455.85,465.18,454.94,463.62,459.9,130941.7265,452097,93448670796,3.76,34.73,1.0868,8657,24189,458.21,462.32
19/12/2015,463.55,465.58,456.77,462.32,462.06,103650.3917,505082,93448670796,3.74,34.73,1.0868,7633,21372,460.67,442.68
20/12/2015,462.23,462.64,434.34,442.68,450.47,167401.6028,474385,93448670796,3.63,34.74,1.0915,7718,19855,456.21,438.64
21/12/2015,442.84,444.73,427.31,438.64,438.38,177105.9264,502101,93448670796,3.5,34.74,1.0915,9199,24803,447.88,436.57
22/12/2015,437.44,443.69,435.52,436.57,438.3,115994.5243,486000,93448670796,3.44,36.14,1.0957,8303,25707,439.3,442.4
23/12/2015,436.72,444.53,436.62,442.4,440.07,107167.9506,472140,93448670796,3.51,37.5,1.0912,8266,26011,439.2,454.98
24/12/2015,443.09,458.46,443.08,454.98,449.9,127044.2321,448474,93448670796,3.62,38.1,1.0963,7148,23679,444.65,455.65
25/12/2015,454.86,458.3,452.08,455.65,455.22,85845.30557,377620,93448670796,3.64,38.1,1.096,6632,21240,451.01,417.27
26/12/2015,455.76,457.49,405.76,417.27,434.07,267620.4299,419932,93448670796,3.52,38.1,1.096,8664,21795,442.63,422.82
27/12/2015,416.51,424.01,408.88,422.82,418.05,128193.2783,406454,93448670796,3.44,36.81,1.0968,13392,32284,431.91,422.28
28/12/2015,423.34,429.77,418.48,422.28,423.47,117218.6932,411519,93448670796,3.49,36.81,1.0968,9782,31890,420.79,432.98
29/12/2015,422.1,432.98,420.63,432.98,427.17,120786.8062,415368,93448670796,3.48,37.87,1.092,8690,24417,426.03,426.62
30/12/2015,433.3,434.39,422.08,426.62,429.1,109273.8289,405574,93448670796,3.48,36.6,1.0933,8638,26654,427.29,430.57
31/12/2015,425.88,432.92,418.73,430.57,427.02,107715.3295,355266,1.04E+11,3.46,37.04,1.0862,7240,24012,430.06,434.33
1/01/2016,430.72,436.25,427.52,434.33,432.2,83940.07404,316727,1.04E+11,3.5,37.04,1.0856,6245,20122,430.51,433.44
2/01/2016,434.62,436.06,431.87,433.44,434,69347.00461,419640,1.04E+11,3.51,31.62,1.0856,7707,19715,432.78,430.01
3/01/2016,433.58,433.74,424.71,430.01,430.51,92062.43757,394144,1.04E+11,3.49,34.4,1.0831,9635,19638,432.59,433.09
4/01/2016,430.06,434.52,429.08,433.09,431.69,89132.24768,418266,1.04E+11,3.49,36.79,1.0831,9914,23308,432.18,431.96
5/01/2016,433.07,434.18,429.68,431.96,432.22,79872.74999,435329,1.04E+11,3.48,45.48,1.0748,9817,27207,431.69,429.11
6/01/2016,431.86,431.86,426.34,429.11,429.79,79207.28728,379421,1.04E+11,3.46,49.01,1.0781,8812,24615,431.39,458.05
7/01/2016,430.01,458.77,429.08,458.05,443.98,197221.046,430305,1.04E+11,3.52,48.99,1.0932,10472,24700,439.71,453.23
8/01/2016,457.54,462.93,447.94,453.23,455.41,125146.5712,413787,1.04E+11,3.58,40.06,1.0922,8982,26040,446.8,447.61
9/01/2016,453.38,454.64,446.89,447.61,450.63,71628.60884,450627,1.04E+11,3.56,43.16,1.0922,7506,20585,452.96,447.99
10/01/2016,448.24,448.31,440.35,447.99,446.22,80668.50433,432753,1.04E+11,3.54,43.16,1.0859,7441,20755,449.61,448.43
11/01/2016,448.7,450.66,443.86,448.43,447.91,90308.32087,448116,1.04E+11,3.55,46.67,1.0859,9126,23867,448.01,435.69
12/01/2016,448.18,448.18,435.69,435.69,441.94,261589.8086,456763,1.04E+11,3.52,51.06,1.0858,8556,27110,444.04,432.37
13/01/2016,434.67,435.19,424.44,432.37,431.67,402826.233,425792,1.13E+11,3.47,30.48,1.0877,8535,27094,438.83,430.31
14/01/2016,432.29,433.32,427.85,430.31,430.94,101975.9131,427601,1.13E+11,3.47,31.2,1.0865,8500,25568,432.79,364.33
15/01/2016,430.26,430.26,364.33,364.33,397.29,385992.62,415708,1.13E+11,3.23,29.42,1.0916,10379,31035,409,387.54
16/01/2016,365.07,390.56,354.91,387.54,374.52,321349.9947,501450,1.13E+11,3.02,29.42,1.0916,9734,28097,394.06,382.3
17/01/2016,387.15,390.96,380.09,382.3,385.12,117676.5683,536461,1.13E+11,3.06,29.42,1.0892,10163,25408,378.06,387.17
18/01/2016,381.73,388.1,376.67,387.17,383.42,141891.1377,472936,1.13E+11,3.03,28.46,1.0892,11240,29308,385.67,380.15
19/01/2016,387.03,387.73,378.97,380.15,383.47,122095.0791,419190,1.13E+11,3.03,28.46,1.0908,10285,24617,383.21,420.23
20/01/2016,379.74,425.27,376.6,420.23,400.46,303950.457,625563,1.13E+11,3.2,26.55,1.089,9594,29720,395.85,410.26
21/01/2016,419.63,422.88,406.3,410.26,414.77,164761.193,516771,1.13E+11,3.3,29.53,1.0874,9741,29595,403.55,382.49
22/01/2016,409.75,410.41,375.28,382.49,394.48,232069.0529,501601,1.13E+11,3.15,32.19,1.0796,8986,27533,404.33,387.49
23/01/2016,382.43,394.54,381.98,387.49,386.61,145488.7354,473146,1.13E+11,3.1,32.19,1.0796,6951,23029,393.41,402.97
24/01/2016,388.1,405.48,387.51,402.97,396.02,138439.4728,487622,1.13E+11,3.15,30.34,1.0849,7644,22635,390.98,391.73
25/01/2016,402.32,402.32,388.55,391.73,396.23,149060.899,517175,1.13E+11,3.16,30.34,1.0849,8952,25172,394.06,392.15
26/01/2016,392,397.77,390.58,392.15,393.12,147911.5792,533783,1.20E+11,3.14,31.45,1.087,8795,26057,395.62,394.97
27/01/2016,392.44,396.84,391.78,394.97,394.01,120363.4426,529075,1.20E+11,3.23,32.3,1.0893,10330,28379,392.95,380.29
28/01/2016,395.15,395.5,379.73,380.29,387.67,152830.7581,522089,1.20E+11,3.2,33.22,1.094,10867,26070,389.14,379.47
29/01/2016,380.11,384.38,365.45,379.47,377.35,228237.1697,531737,1.20E+11,3.11,33.62,1.0831,9933,29331,384.91,378.26
30/01/2016,378.86,380.92,376.49,378.26,378.63,79984.1534,497567,1.20E+11,3.1,33.62,1.0831,7305,25049,379.34,368.77
31/01/2016,378.29,380.35,367.83,368.77,373.81,101373.1575,480130,1.20E+11,3.08,33.62,1.0888,6889,27728,375.5,373.06
1/02/2016,369.35,378.07,367.96,373.06,372.11,138821.0475,600635,1.20E+11,3.08,29.88,1.0888,8159,29309,373.36,374.45
2/02/2016,372.92,375.88,372.92,374.45,374.04,107952.8927,688829,1.20E+11,3.08,29.88,1.0919,8575,26458,372.09,369.95
3/02/2016,374.65,374.95,368.05,369.95,371.9,123510.0834,543129,1.20E+11,3.07,34.66,1.1105,8334,27023,372.49,389.59
4/02/2016,370.17,391.61,369.99,389.59,380.34,182167.2819,463870,1.20E+11,3.12,34.66,1.1209,8405,26103,378,386.55
5/02/2016,388.9,391.09,385.57,386.55,388.03,112942.2983,505481,1.20E+11,3.16,44.78,1.1158,7286,26621,382.03,376.52
6/02/2016,386.59,386.63,372.39,376.52,380.53,129422.9102,484673,1.20E+11,3.12,49.17,1.1158,6576,23929,384.22,376.62
7/02/2016,376.51,380.87,374.9,376.62,377.22,98288.26679,525262,1.44E+11,3.1,49.17,1.1193,7257,24021,379.9,373.45
8/02/2016,376.76,379.88,373.33,373.45,375.86,126832.0651,473992,1.44E+11,3.08,39.51,1.1193,7862,27363,375.53,376.03
9/02/2016,373.42,377.25,372.9,376.03,374.9,147555.3481,507109,1.44E+11,3.07,44.44,1.1293,8240,25751,375.37,381.65
10/02/2016,376.15,385.48,375.78,381.65,379.76,224170.2549,496638,1.44E+11,3.1,44.44,1.1292,8415,28230,377.04,379.65
11/02/2016,382.11,383.13,376.4,379.65,380.32,195560.5806,497789,1.44E+11,3.1,45.34,1.1323,8508,29630,379.11,384.26
12/02/2016,379.69,384.95,379.6,384.26,382.12,175449.597,471892,1.44E+11,3.1,51.68,1.1256,8265,28064,381.85,391.86
13/02/2016,384.64,391.86,384.64,391.86,388.25,159463.49,445520,1.44E+11,3.12,51.68,1.1256,7304,25543,385.26,407.23
14/02/2016,392.93,407.23,392.93,407.23,400.08,186137.2725,494551,1.44E+11,3.18,51.68,1.1156,8707,25283,394.45,400.18
15/02/2016,407.57,410.38,397.75,400.18,403.97,183356.4275,498274,1.44E+11,3.21,29.04,1.1156,11516,27181,399.76,407.49
16/02/2016,401.43,408.95,401.43,407.49,404.83,180552.5875,479779,1.44E+11,3.2,29.04,1.1144,11652,27923,404.97,416.32
17/02/2016,407.66,421.17,406.78,416.32,412.98,201447.0434,539728,1.44E+11,3.23,30.66,1.1128,11247,29153,408,422.37
18/02/2016,416.57,426,415.64,422.37,420.14,182683.3913,495715,1.44E+11,3.25,30.77,1.1107,22016,24986,415.39,420.79
19/02/2016,422.73,423.1,417.6,420.79,421.05,132315.1645,510057,1.63E+11,3.25,29.64,1.113,15488,27889,419.83,437.16
20/02/2016,421.6,441.98,421.6,437.16,430.58,218291.8296,500214,1.63E+11,3.37,29.64,1.113,11468,23050,426.77,438.8
21/02/2016,437.77,448.05,429.08,438.8,438.42,204873.6463,522170,1.63E+11,3.48,31.48,1.103,11411,25424,432.25,437.75
22/02/2016,438.99,439.05,432.92,437.75,437.18,195309.026,538813,1.63E+11,3.47,31.48,1.103,11126,25239,437.9,420.74
23/02/2016,438.26,439.86,417.82,420.74,429.17,198627.3411,546376,1.63E+11,3.45,31.87,1.102,10140,28499,432.43,424.95
24/02/2016,420.96,425.55,413.91,424.95,421.34,160781.5446,468940,1.63E+11,3.38,32.15,1.1013,9726,27169,427.81,424.54
25/02/2016,425.04,427.72,420.42,424.54,424.43,166807.2474,525418,1.63E+11,3.37,33.07,1.1018,9689,28753,423.41,432.15
26/02/2016,424.63,432.15,421.62,432.15,427.64,143779.8148,474690,1.63E+11,3.38,32.78,1.0934,8563,30726,427.21,432.52
27/02/2016,432.84,434.23,428.1,432.52,431.92,96993.88776,475497,1.63E+11,3.42,32.78,1.0934,7438,24902,429.74,433.5
28/02/2016,432.57,435.68,423.82,433.5,431.39,122936.0903,488866,1.63E+11,3.42,33.75,1.0873,7501,28161,432.72,437.7
29/02/2016,433.44,441.51,431.69,437.7,436.08,139182.4895,562749,1.63E+11,3.45,33.75,1.0873,8818,28270,434.57,435.12
1/03/2016,437.92,439.65,432.32,435.12,436.25,171680.9169,564999,1.63E+11,3.44,33.75,1.0868,9774,25668,435.44,423.99
2/03/2016,435.13,435.92,423.99,423.99,429.76,174411.9881,557805,1.63E+11,3.4,32.28,1.0868,9169,27957,432.27,421.65
3/03/2016,423.91,425.37,419.41,421.65,422.58,237786.9279,567272,1.63E+11,3.34,34.57,1.0957,9718,31442,426.92,410.94
4/03/2016,421.84,425.18,410.94,410.94,417.22,217765.4379,526449,1.63E+11,3.29,34.57,1.1005,8221,30294,418.86,400.57
5/03/2016,410.78,411.26,394.04,400.57,404.16,334978.7015,520928,1.58E+11,3.2,43.65,1.1005,7319,28045,411.05,407.71
6/03/2016,400.52,411.91,395.78,407.71,403.98,225784.6824,417387,1.58E+11,3.21,48.62,1.1014,7807,24747,406.41,414.32
7/03/2016,407.76,415.92,406.31,414.32,411.08,208627.0312,409455,1.58E+11,3.24,48.62,1.1014,9903,29486,407.53,413.97
8/03/2016,414.46,416.24,411.09,413.97,413.94,169859.6318,465717,1.58E+11,3.26,40.83,1.1011,9547,27850,412,414.86
9/03/2016,413.89,416.03,411.61,414.86,414.1,169071.007,510618,1.58E+11,3.27,40.83,1.0999,8667,28142,414.38,417.13
10/03/2016,414.74,417.51,413.25,417.13,415.66,194925.8914,440705,1.58E+11,3.28,48.81,1.1177,8231,30719,415.32,421.69
11/03/2016,417.24,423.93,417.01,421.69,419.97,176130.9046,424621,1.58E+11,3.34,44.66,1.1156,7550,29704,417.89,411.62
12/03/2016,421.61,421.8,410.09,411.62,416.28,222717.6324,376520,1.58E+11,3.34,44.66,1.1156,6256,28068,416.81,414.07
13/03/2016,411.65,416.6,411.64,414.07,413.49,179745.0966,426291,1.58E+11,3.3,37.18,1.1103,7127,28299,415.79,416.44
14/03/2016,414.2,416.68,414.2,416.44,415.38,229330.7333,456138,1.58E+11,3.31,37.18,1.1103,10334,28751,414.04,416.83
15/03/2016,416.39,418.13,414.98,416.83,416.58,160309.4244,448952,1.58E+11,3.31,36.34,1.1109,9939,30661,415.78,417.01
16/03/2016,416.89,417.69,415.91,417.01,416.88,156365.8607,446561,1.58E+11,3.31,38.46,1.1224,8767,33113,416.76,420.62
17/03/2016,417.89,421,417.89,420.62,419.35,199185.8829,477267,1.58E+11,3.31,40.2,1.1318,8000,30033,418.15,409.55
18/03/2016,420.55,420.55,406.14,409.55,414.2,253355.8667,437659,1.65E+11,3.24,39.44,1.127,7261,25976,415.73,410.44
19/03/2016,409.27,410.98,407.23,410.44,409.48,142676.077,423218,1.65E+11,3.18,39.44,1.127,5803,27011,413.54,413.76
20/03/2016,410.4,414.63,410.4,413.76,412.3,111442.8814,437424,1.65E+11,3.2,39.91,1.1241,6392,22064,411.25,413.31
21/03/2016,413.42,413.42,410.38,413.31,412.63,149420.5463,437620,1.65E+11,3.2,39.91,1.1241,7624,25353,412.5,418.09
22/03/2016,413.13,418.38,412.53,418.09,415.53,160790.5566,464583,1.65E+11,3.22,41.45,1.1217,8206,25184,415.05,418.04
23/03/2016,418.16,419.27,417.36,418.04,418.21,146921.8814,432360,1.65E+11,3.24,39.79,1.1181,8114,23845,416.48,416.39
24/03/2016,418.42,418.68,415.49,416.39,417.24,163806.6916,428038,1.65E+11,3.24,39.46,1.1174,8782,22710,417.51,417.18
25/03/2016,416.51,418.08,415.56,417.18,416.83,126094.5709,400111,1.65E+11,3.23,39.46,1.1167,7324,22593,417.2,417.95
26/03/2016,417.36,418.99,416.26,417.95,417.64,106911.2154,457009,1.65E+11,3.23,39.46,1.1167,6252,20187,417.17,426.77
27/03/2016,418.14,428.8,417.71,426.77,422.86,168446.7673,425281,1.65E+11,3.27,39.39,1.1196,6509,19044,420.63,424.23
28/03/2016,426.55,426.86,423.29,424.23,425.23,161142.9109,516152,1.65E+11,3.28,39.39,1.1196,7847,23045,422.98,416.52
29/03/2016,424.3,426.2,412.68,416.52,419.92,179585.4067,668735,1.65E+11,3.24,38.28,1.1291,8713,31699,422.51,414.82
30/03/2016,416.83,416.83,412.5,414.82,415.24,159026.3462,480367,1.65E+11,3.23,38.32,1.1338,8453,35672,418.52,416.73
31/03/2016,415.26,418.37,415.26,416.73,416.4,144609.0298,419593,1.65E+11,3.24,38.34,1.138,8131,24191,416.02,417.96
