Date,Weighted_bitcoin_price,Volume,Address,Mining_Difficulty,Weighted_litecoin_price,Oil_price,usdEuro,Num_Wiki_view,Num_tweets
15/5/16,456.87,62411.62694,424165,1.94E+11,4.04,46.8,1.1321,11799,19527
16/5/16,455.72,129841.7888,511728,1.94E+11,4.05,47.72,1.1321,11516,21419
17/5/16,454.12,141152.779,479751,1.94E+11,4,48.31,1.1313,8974,21242
18/5/16,454.4,191131.3732,511106,1.94E+11,4,48.19,1.1216,9947,21130
19/5/16,446.64,214999.5522,460727,1.94E+11,3.92,48.16,1.1203,12168,21055
20/5/16,440.48,186133.0912,444375,1.94E+11,3.86,47.75,1.1224,8393,21015
21/5/16,442.91,96548.50873,503204,1.94E+11,3.92,47.75,1.1224,6660,18208
22/5/16,441.25,89875.58074,445657,1.94E+11,3.94,48.14,1.122,7085,20846
23/5/16,441.67,114525.5508,516632,1.94E+11,3.94,48.08,1.122,8706,25025
24/5/16,445.32,147720.9647,515910,1.99E+11,3.96,48.62,1.1141,8943,25558
25/5/16,448,145604.9107,492139,1.99E+11,4,49.56,1.1155,8226,25514
26/5/16,451.15,144527.984,460231,1.99E+11,4.06,49.48,1.1194,8012,25096
27/5/16,464.66,354627.0219,529637,1.99E+11,4.34,49.33,1.1115,7843,22418
28/5/16,502.31,360731.4368,482086,1.99E+11,4.64,49.33,1.1115,7516,20785
29/5/16,529.96,280657.0156,427912,1.99E+11,4.69,49.6,1.1138,7165,21179
30/5/16,532.41,165208.5874,548662,1.99E+11,4.65,49.6,1.1138,12745,23116
31/5/16,533.21,259653.7949,477711,1.99E+11,4.67,49.1,1.1132,13783,22168
1/6/16,534.19,161107.0967,508356,1.99E+11,4.7,33.97,1.1188,10917,24322
2/6/16,536.98,112440.3144,478409,1.99E+11,4.72,33.97,1.1151,9668,25664
3/6/16,554.61,220010.4578,496183,1.99E+11,4.79,37.75,1.1367,9507,25989
4/6/16,574.2,165317.4782,447527,1.99E+11,4.84,37.75,1.1367,7824,22507
5/6/16,575.07,119766.4563,463369,1.99E+11,4.81,44.66,1.1355,11299,24256
6/6/16,580.3,124313.107,511064,1.99E+11,4.89,49.69,1.1355,10305,25168
7/6/16,579.96,185823.1602,510791,1.99E+11,4.85,47.43,1.1358,9828,25479
8/6/16,578.7,138700.1901,482261,1.99E+11,4.75,47.43,1.1395,9526,25213
9/6/16,577.5,123464.9351,525140,1.96E+11,4.73,44.83,1.1316,9328,23455
10/6/16,576.44,116216.6054,506021,1.96E+11,4.79,50.44,1.1251,8527,23436
11/6/16,592.8,138928.8124,466112,1.96E+11,4.94,50.44,1.1251,7960,20546
12/6/16,643.58,430536.9837,519556,1.96E+11,5.23,50.93,1.1292,8817,25917
13/6/16,689.13,353046.6066,577587,1.96E+11,5.35,48.88,1.1292,12454,27242
14/6/16,689.34,270830.0693,526645,1.96E+11,5.23,48.49,1.1207,10859,23970
15/6/16,687.25,144378.0284,594513,1.96E+11,5.2,48.01,1.126,10005,24561
16/6/16,733.27,370441.9709,582328,1.96E+11,5.46,46.21,1.1225,10618,26795
17/6/16,752.33,482927.694,586166,1.96E+11,5.62,47.98,1.1277,10851,26724
18/6/16,754.23,335067.5523,561728,1.96E+11,5.59,47.98,1.1277,8859,20862
19/6/16,758.18,179620.9238,514944,1.96E+11,5.57,49.37,1.1314,9315,20799
20/6/16,749.49,232839.675,563282,1.96E+11,5.46,49.37,1.1314,11896,27198
21/6/16,694.37,446367.2106,592437,2.09E+11,5.02,48.85,1.1242,11977,27064
22/6/16,632.04,421481.2227,546794,2.09E+11,4.38,49.13,1.1296,9837,25119
23/6/16,602.22,420879.4128,549165,2.09E+11,3.8,50.11,1.1385,9912,24183
24/6/16,649.47,345384.686,547545,2.09E+11,4.08,47.64,1.1117,19135,26403
25/6/16,667.17,189840.6703,529844,2.09E+11,4.22,47.64,1.1117,12669,20205
26/6/16,644.55,169459.3127,501782,2.09E+11,4.13,46.33,1.1025,8292,20500
27/6/16,640.11,190801.581,483625,2.09E+11,4.09,46.33,1.1025,11629,23913
28/6/16,650.53,212726.5337,541226,2.09E+11,4.12,47.85,1.1065,10003,23816
29/6/16,639.24,222852.1369,466288,2.09E+11,4.07,49.88,1.1125,10158,23872
30/6/16,656.48,211704.8501,506973,2.09E+11,4.13,48.33,1.1106,9599,23132
1/7/16,676.14,198821.2619,494905,2.09E+11,4.24,33.27,1.1136,8764,23027
2/7/16,690.13,162801.2114,446260,2.09E+11,4.43,33.27,1.1136,7717,23595
3/7/16,679.4,190627.0238,429466,2.09E+11,4.44,37.9,1.1154,8615,20287
4/7/16,669.16,137498.3561,504550,2.13E+11,4.39,37.26,1.1154,9364,21181
5/7/16,675.6,193126.1101,488121,2.13E+11,4.48,37.26,1.1076,9447,22046
6/7/16,675.02,199936.2863,465240,2.13E+11,4.46,50.36,1.11,9129,23770
7/7/16,653.23,395099.7474,467526,2.13E+11,4.27,45.14,1.1063,9574,23909
8/7/16,652.6,217545.2038,463200,2.13E+11,4.16,45.14,1.1051,8771,23469
9/7/16,654.28,275930.7942,438235,2.13E+11,4.15,45.5,1.1051,8843,25041
10/7/16,648.38,158135.6612,400076,2.13E+11,4.11,49.81,1.1058,10305,20364
11/7/16,650.19,165966.8712,492779,2.13E+11,4.12,44.89,1.1058,10443,22699
12/7/16,658.72,209759.8251,476759,2.13E+11,4.14,49.77,1.1061,10146,22223
13/7/16,660.61,198981.2446,452818,2.13E+11,4.15,44.75,1.109,10027,22998
14/7/16,656.7,150009.7457,475270,2.13E+11,4.15,45.68,1.112,9109,21544
15/7/16,662.14,123347.1834,452552,2.13E+11,4.16,45.95,1.1035,8596,20434
16/7/16,662.58,75960.94057,467772,2.13E+11,4.14,45.95,1.1035,7157,18987
17/7/16,671.45,110816.7458,434166,2.13E+11,4.17,45.24,1.1075,8148,19456
18/7/16,675.78,102792.3289,496566,2.13E+11,4.17,45.24,1.1075,8920,21330
19/7/16,671.63,91126.51311,468926,2.13E+11,4.15,44.65,1.1021,8270,23226
20/7/16,668.7,141522.955,477671,2.13E+11,4.14,44.94,1.1015,8357,22621
21/7/16,664.22,91071.934,446246,2.13E+11,4.12,44.75,1.1026,8658,20837
22/7/16,657.21,204149.3587,467862,2.13E+11,4.08,44.19,1.0977,9800,20712
23/7/16,652.79,106515.4184,447396,2.13E+11,4.05,44.19,1.0977,6549,18351
24/7/16,658.15,179570.0068,433804,2.13E+11,4.06,43.13,1.0995,7274,18766
25/7/16,657.65,118872.4945,498664,2.13E+11,4.05,43.13,1.0995,9280,22664
26/7/16,652.03,345283.2048,507457,2.13E+11,4,42.92,1.0986,10095,23499
27/7/16,652.97,225831.1898,477076,2.13E+11,3.96,41.92,1.1058,10107,21902
28/7/16,655.4,131871.2237,494972,2.13E+11,3.97,41.14,1.1077,9118,23727
29/7/16,656.17,92511.84906,465294,2.13E+11,4.03,41.6,1.1174,8102,20354
30/7/16,656.12,58611.38206,450533,2.13E+11,4.07,41.6,1.1174,7619,17310
31/7/16,639.86,173191.0105,492077,2.13E+11,4.04,33.16,1.1163,68433,17590
1/8/16,615.72,197958.4876,515927,2.13E+11,3.96,33.16,1.1163,7849,22021
2/8/16,574.51,576026.513,538166,2.13E+11,3.73,29.69,1.1224,8291,27947
3/8/16,557.48,373075.2673,517165,2.02E+11,3.67,36.5,1.1149,18927,33437
4/8/16,572.47,218862.1238,488412,2.02E+11,3.73,39.72,1.113,12782,25150
5/8/16,575.4,114925.0956,477072,2.02E+11,3.73,45.44,1.1086,9473,25115
6/8/16,580.17,139264.8637,425211,2.02E+11,3.74,51.23,1.1086,7570,20484
7/8/16,591.2,139374.8309,447578,2.02E+11,3.78,45.41,1.1088,13610,20769
8/8/16,591.21,103506.5374,530901,2.02E+11,3.78,43.02,1.1088,12052,24232
9/8/16,588.68,156669.3212,491165,2.02E+11,3.76,47.62,1.1117,11249,24435
10/8/16,591.52,173967.0679,531356,2.02E+11,3.75,47.62,1.1176,9015,30224
11/8/16,591.98,125873.1714,531345,2.02E+11,3.71,44.98,1.1137,8400,23497
12/8/16,587.52,117813.8617,491194,2.02E+11,3.72,50.84,1.1162,7756,25008
13/8/16,586.92,74223.06277,455323,2.02E+11,3.71,50.84,1.1162,6851,21026
14/8/16,576.63,105528.8487,455991,2.02E+11,3.68,45.74,1.1184,6860,24566
15/8/16,568.64,100700.4432,500686,2.17E+11,3.62,45.74,1.1184,7890,25180
16/8/16,573.29,101877.2349,537436,2.17E+11,3.62,46.58,1.1279,8422,23549
17/8/16,575.82,94548.64367,523675,2.17E+11,3.62,46.79,1.1289,8694,22643
18/8/16,574.81,104202.4321,528979,2.17E+11,3.61,48.22,1.1354,10122,20849
19/8/16,575.6,87963.16887,508749,2.17E+11,3.61,48.52,1.1325,8392,18562
20/8/16,579.02,78238.05741,495671,2.17E+11,3.62,48.52,1.1325,6836,14687
21/8/16,581.91,65816.70705,446866,2.17E+11,3.62,47.05,1.132,7330,14412
22/8/16,584.28,124673.1019,526727,2.17E+11,3.64,47.05,1.132,8395,18821
23/8/16,585.32,145816.3056,512461,2.17E+11,3.82,48.1,1.1305,8897,18812
24/8/16,581.76,96823.77613,513945,2.17E+11,3.9,46.77,1.1264,9239,19302
25/8/16,578.39,235360.2241,489493,2.17E+11,3.83,47.33,1.1285,8900,20127
26/8/16,578.72,84422.17307,483713,2.17E+11,3.82,47.64,1.1198,8442,19606
27/8/16,574.47,103918.9166,456265,2.17E+11,3.78,47.64,1.1198,7126,15956
28/8/16,571.88,150908.5822,427997,2.17E+11,3.74,46.98,1.1189,7543,17112
29/8/16,574.48,192170.3105,500187,2.21E+11,3.76,46.98,1.1189,8722,22110
30/8/16,576.02,122117.982,548999,2.21E+11,3.78,46.35,1.1143,8666,18322
31/8/16,576.14,131636.2273,497980,2.21E+11,3.8,44.7,1.1158,9172,17456
1/9/16,573.99,134015.2267,486458,2.21E+11,3.82,44.7,1.1197,8596,18373
2/9/16,573.6,139314.5049,477624,2.21E+11,3.83,27.94,1.1156,8115,20605
3/9/16,586.83,270971.1501,464611,2.21E+11,3.86,38.29,1.1156,7347,16664
4/9/16,603.98,162162.4822,438972,2.21E+11,3.96,38.29,1.1147,7896,16972
5/9/16,606.72,135889.3724,541919,2.21E+11,4,43.44,1.1147,9039,23183
6/9/16,608.22,129112.992,519346,2.21E+11,3.97,50.56,1.1255,9374,35065
7/9/16,612.04,122593.9481,525784,2.21E+11,4.01,50.56,1.1239,9426,23060
8/9/16,620.89,139659.1989,500357,2.21E+11,3.98,42.77,1.126,10042,19731
9/9/16,624.08,103432.5727,491674,2.21E+11,3.98,45.88,1.1233,9121,19091
10/9/16,623.48,72202.47642,446010,2.21E+11,3.97,45.88,1.1233,8218,18701
11/9/16,614.87,119717.6639,458631,2.21E+11,3.92,45.27,1.1235,7890,16124
12/9/16,607.28,119899.0647,510506,2.26E+11,3.84,51.5,1.1235,10175,18821
13/9/16,608.84,142764.273,530408,2.26E+11,3.83,44.9,1.122,11035,20868
14/9/16,609.97,78491.89304,491556,2.26E+11,3.83,43.58,1.125,10442,20554
15/9/16,609,97643.02135,494413,2.26E+11,3.82,43.91,1.1244,10277,21820
16/9/16,607.55,106926.8373,474551,2.26E+11,3.82,43.03,1.1155,10414,20588
17/9/16,606.56,61231.04062,509415,2.26E+11,3.81,43.03,1.1155,9034,17201
18/9/16,608.04,80059.53556,463470,2.26E+11,3.94,43.3,1.1175,9227,13717
19/9/16,609.57,89893.53151,505154,2.26E+11,3.97,43.3,1.1175,9584,13913
20/9/16,608.76,119440.9882,533341,2.26E+11,3.84,43.44,1.1151,9873,26427
21/9/16,600.05,137948.8376,514307,2.26E+11,3.84,45.34,1.1189,9285,18606
22/9/16,597.07,112357.5125,496593,2.26E+11,3.82,46.32,1.1208,9903,18260
23/9/16,599.51,85181.23134,488936,2.26E+11,3.79,44.48,1.1226,8100,19726
24/9/16,603.05,58634.44159,473858,2.26E+11,3.82,44.48,1.1226,8840,17748
25/9/16,601.67,56472.48492,465836,2.41E+11,3.8,45.93,1.1254,7642,17984
26/9/16,604.33,97883.27569,540295,2.41E+11,3.83,45.93,1.1254,9531,20210
27/9/16,606.64,81469.07556,549579,2.41E+11,3.86,44.67,1.1215,8507,20912
28/9/16,605.54,80461.40635,547163,2.41E+11,3.85,47.05,1.1217,8127,19750
29/9/16,605.6,91906.53897,553367,2.41E+11,3.84,47.83,1.1222,8014,21230
30/9/16,607.33,92408.41058,559609,2.41E+11,3.84,48.24,1.1235,8491,17676
1/10/16,612.27,92045.99278,498339,2.41E+11,3.85,48.24,1.1235,7590,17285
2/10/16,612.13,64120.03986,462255,2.41E+11,3.85,27.45,1.1211,7652,16869
3/10/16,611.53,76526.58087,628813,2.41E+11,3.84,37.84,1.1211,8347,22770
4/10/16,610.94,81516.35185,600999,2.41E+11,3.83,37.84,1.1204,9345,20191
5/10/16,611.54,111321.4246,585521,2.41E+11,3.84,44.66,1.1205,9086,19102
6/10/16,612.69,92725.68509,621273,2.41E+11,3.85,49.07,1.1151,8649,19174
7/10/16,614.86,104204.8596,577273,2.41E+11,3.85,49.07,1.1201,8874,21247
8/10/16,618.41,68475.44509,549445,2.59E+11,3.85,41.71,1.1201,7025,18265
9/10/16,617.93,63507.84069,509901,2.59E+11,3.83,41.71,1.1139,7078,17597
10/10/16,618.33,109134.4492,514281,2.59E+11,3.81,51.35,1.1139,7981,19079
11/10/16,630.22,164371.172,601465,2.59E+11,3.81,44.66,1.1054,9581,20605
12/10/16,638.59,144647.1132,544859,2.59E+11,3.79,44.66,1.1007,10134,19254
13/10/16,636.67,96785.93306,547741,2.59E+11,3.83,50.44,1.1056,8788,17289
14/10/16,638.92,91004.50761,532160,2.59E+11,3.9,50.35,1.0972,8502,17479
15/10/16,639.61,61030.00266,501726,2.59E+11,3.89,50.35,1.0972,6829,20593
16/10/16,640.63,62903.86026,482676,2.59E+11,3.89,49.94,1.1,7378,18498
17/10/16,640.5,90653.55191,550541,2.59E+11,3.9,49.94,1.1,9038,18689
18/10/16,638.53,102652.4987,588298,2.59E+11,3.96,50.29,1.0981,9037,17940
19/10/16,633.88,109455.5689,459988,2.59E+11,3.82,51.6,1.0974,8766,20522
20/10/16,630.42,90348.18058,624199,2.59E+11,3.8,50.43,1.0929,7861,17281
21/10/16,632.11,88514.65726,584321,2.59E+11,3.8,50.85,1.0884,9966,15145
22/10/16,645.37,121723.1913,524550,2.59E+11,3.85,50.85,1.0884,6727,13770
23/10/16,657.43,82859.92425,525340,2.54E+11,3.91,50.52,1.0882,8054,14832
24/10/16,655.19,94962.07207,581792,2.54E+11,3.9,50.52,1.0882,8868,18801
25/10/16,657.43,137472.8868,617973,2.54E+11,3.89,49.96,1.0889,9923,15756
26/10/16,668.35,132979.8818,613898,2.54E+11,3.94,49.18,1.0908,8501,17995
27/10/16,683.29,140650.8159,721678,2.54E+11,4,49.72,1.0897,8667,19247
28/10/16,688.06,117933.7616,570194,2.54E+11,4,48.7,1.0985,14518,19798
29/10/16,703.8,191476.2603,541665,2.54E+11,4.04,48.7,1.0985,10900,18463
30/10/16,706.64,142455.8474,472384,2.54E+11,4.06,46.86,1.0981,8571,19812
31/10/16,701.14,138437.9724,579849,2.54E+11,4.02,46.86,1.0981,12082,23052
1/11/16,717.23,181987.6469,602670,2.54E+11,4.06,31.41,1.1055,10272,21499
2/11/16,733.52,115695.8229,585172,2.54E+11,4.09,26.21,1.1098,10374,20959
3/11/16,713.74,242116.1768,593610,2.54E+11,3.99,38.5,1.1105,9857,20253
4/11/16,696.21,143502.2421,547623,2.54E+11,3.86,40.36,1.1141,9168,18517
5/11/16,703.05,76455.87085,555971,2.55E+11,3.88,46.23,1.1141,12204,17653
6/11/16,707.29,84692.55892,519672,2.55E+11,3.88,46.23,1.1041,10908,20121
7/11/16,706.13,92117.74036,628572,2.55E+11,3.85,44.76,1.1041,11614,22734
8/11/16,707.08,112661.6507,662890,2.55E+11,3.84,43.49,1.1026,11807,22954
9/11/16,720.44,183816.8342,614664,2.55E+11,3.86,43.49,1.091,12959,24370
10/11/16,718.15,95812.57397,611576,2.55E+11,3.84,50.79,1.0893,11493,20972
11/11/16,716.17,88135.07966,557455,2.55E+11,3.82,43.41,1.0855,10046,19923
12/11/16,710.74,90922.84098,572164,2.55E+11,3.79,43.41,1.0855,8957,17540
13/11/16,699.95,114748.3335,539464,2.55E+11,3.81,43.32,1.0737,9805,19573
14/11/16,703.28,89570.29917,633190,2.55E+11,3.88,43.32,1.0737,21607,22700
15/11/16,709.6,101519.8647,653384,2.55E+11,3.9,45.81,1.0722,11771,23129
16/11/16,728,194085.1648,616360,2.55E+11,3.96,45.57,1.0691,12522,23016
17/11/16,745.26,145692.7784,627629,2.55E+11,4,45.42,1.0626,11377,22943
18/11/16,745.52,117184.1185,625829,2.82E+11,3.96,45.69,1.0588,10650,22105
19/11/16,751.04,147273.1146,579057,2.82E+11,3.96,45.69,1.0588,8894,20995
20/11/16,739.08,208524.1111,579558,2.82E+11,3.94,47.49,1.063,10466,17894
21/11/16,735.69,82646.76698,609893,2.82E+11,3.94,47.49,1.063,11120,22770
22/11/16,745.35,174288.5893,609321,2.82E+11,3.94,48.03,1.0627,11421,22500
23/11/16,746.88,102484.7365,646475,2.82E+11,3.95,47.96,1.0553,10960,21827
24/11/16,741.31,115901.9789,735177,2.82E+11,3.92,47.98,1.0554,11876,21061
25/11/16,739.58,91683.92872,682916,2.82E+11,3.91,46.06,1.0589,10238,20433
26/11/16,737.18,74558.04552,664484,2.82E+11,3.9,46.06,1.0589,8430,19734
27/11/16,734.4,71625.54466,572082,2.82E+11,3.9,47.08,1.0614,9523,19864
28/11/16,734.7,84236.55914,709141,2.82E+11,3.89,47.08,1.0614,12311,22289
29/11/16,735.99,93087.0039,650263,2.82E+11,3.88,45.23,1.065,14544,21602
30/11/16,741.54,113373.2503,637060,2.82E+11,3.89,49.44,1.0589,12018,21457
1/12/16,751.79,107027.1007,596125,2.82E+11,3.91,30.44,1.0661,10921,21117
2/12/16,768.58,166026.9588,732676,2.87E+11,3.94,29.44,1.0664,11564,20335
3/12/16,773.13,89955.50037,703995,2.87E+11,3.93,29.44,1.0664,8544,16186
4/12/16,771.88,78455.07074,644845,2.87E+11,3.92,42.17,1.0764,8833,16345
5/12/16,764.32,139160.2994,670364,2.87E+11,3.66,46.7,1.0764,10512,18558
6/12/16,761.82,152553.0965,748679,2.87E+11,3.52,46.7,1.0718,11527,20236
7/12/16,765.91,125897.424,768077,2.87E+11,3.58,46.8,1.0753,10847,21592
8/12/16,769.88,104057.6505,651835,2.87E+11,3.66,44.49,1.0615,10893,21302
9/12/16,771.73,89027.63402,616032,2.87E+11,3.69,46.29,1.0561,9588,19749
10/12/16,774.42,69527.00085,594520,2.87E+11,3.68,50.18,1.0561,8835,18331
11/12/16,771.17,74320.05913,568515,2.87E+11,3.66,50.18,1.0635,8676,16070
12/12/16,775.52,98735.04229,637404,2.87E+11,3.65,52.83,1.0635,10465,18775
13/12/16,781.91,104418.1555,663897,2.87E+11,3.67,52.98,1.0626,11745,20749
14/12/16,780.09,97397.73616,619913,2.87E+11,3.63,51.04,1.0536,11373,21101
15/12/16,779.35,104677.0976,611935,3.10E+11,3.62,50.9,1.0414,10924,19341
16/12/16,781.96,106921.3259,638084,3.10E+11,3.63,51.9,1.0451,10416,19242
17/12/16,788.34,100197.6305,585323,3.10E+11,3.66,51.9,1.0451,8770,18364
18/12/16,791.08,76508.57056,565086,3.10E+11,3.69,52.12,1.0402,9127,18930
19/12/16,791.83,94573.83529,659635,3.10E+11,3.67,52.12,1.0402,11821,25718
20/12/16,796.49,125085.4323,651525,3.10E+11,3.66,52.23,1.0388,11646,22945
21/12/16,817.15,190388.5456,704306,3.10E+11,3.66,52.49,1.0424,12246,25531
22/12/16,852.16,234729.4029,683218,3.10E+11,3.7,52.95,1.0437,13374,27288
23/12/16,894.17,308178.5343,659622,3.10E+11,4.19,53.02,1.0456,14116,29448
24/12/16,907.7,151731.8585,550962,3.10E+11,4.6,53.02,1.0456,11547,22045
25/12/16,889.48,161515.7081,470730,3.10E+11,4.42,53.02,1.0455,10882,17925
26/12/16,903.65,136967.8526,590003,3.10E+11,4.36,53.9,1.0455,12433,19894
27/12/16,921.47,181566.4102,647978,3.10E+11,4.44,53.9,1.0457,13454,22525
28/12/16,955.38,247681.5508,660743,3.18E+11,4.56,54.06,1.0413,14314,24151
29/12/16,970.63,205351.1637,654659,3.18E+11,4.57,53.77,1.049,15813,22502
30/12/16,960.28,195228.475,642264,3.18E+11,4.45,53.72,1.0517,16270,18971
31/12/16,958.84,103390.6637,571945,3.18E+11,4.35,53.72,1.0517,10295,18483
1/1/17,980.94,150646.327,463524,3.18E+11,4.42,53.88,1.0455,9554,21071
2/1/17,1012.12,219524.3568,703956,3.18E+11,4.6,53.88,1.0455,22579,26461
3/1/17,1032.78,179290.8461,654614,3.18E+11,4.64,53.83,1.0405,25183,27269
4/1/17,1100.74,313376.4413,696386,3.18E+11,4.73,53.83,1.0489,22281,31611
5/1/17,1067.91,477754.6872,651157,3.18E+11,4.6,48.84,1.0607,24655,33407
6/1/17,961.8,365851.5284,717134,3.18E+11,4.09,48.36,1.0532,21964,29065
7/1/17,886.06,315497.8399,645716,3.18E+11,3.85,48.36,1.0532,17362,22717
8/1/17,912.34,173964.7588,597145,3.18E+11,3.97,49.16,1.0574,16490,19595
9/1/17,902.39,157223.5863,611419,3.18E+11,4.15,47.29,1.0574,17720,23277
10/1/17,906.51,127751.4865,701527,3.37E+11,4.46,47.29,1.0554,16258,22918
11/1/17,842.02,369265.5661,638259,3.37E+11,4.22,54.3,1.0582,17559,29228
12/1/17,790.51,281243.754,623555,3.37E+11,3.9,58.36,1.0613,18224,30387
13/1/17,809.18,208813.8609,591030,3.37E+11,3.9,52.37,1.0643,16546,28785
14/1/17,822.78,113108.3595,592806,3.37E+11,3.9,52.37,1.0643,15220,22367
15/1/17,819.03,86704.51632,551772,3.37E+11,3.91,52.64,1.0601,12144,22232
16/1/17,827.03,100063.1174,632449,3.37E+11,3.91,52.64,1.0601,13679,24103
17/1/17,870.06,178257.8305,657197,3.37E+11,3.91,52.48,1.0713,16112,25648
18/1/17,892.95,252731.9469,649975,3.37E+11,3.88,51.08,1.063,14637,26491
19/1/17,894.09,118136.8766,685645,3.37E+11,3.86,51.37,1.0664,14435,27848
20/1/17,894.9,96914.06861,663085,3.37E+11,3.88,52.42,1.0703,11860,23365
21/1/17,910.06,122143.5949,637023,3.37E+11,3.9,52.42,1.0703,10255,20833
22/1/17,920.49,126642.3318,564645,3.93E+11,3.87,52.75,1.0765,11029,20816
23/1/17,922.88,79737.99411,620376,3.93E+11,3.84,52.75,1.0765,14272,24809
24/1/17,904.95,123044.3671,723324,3.93E+11,3.81,53.18,1.0731,13062,28304
25/1/17,897.1,134690.6699,711276,3.93E+11,3.75,52.75,1.0748,12050,27278
26/1/17,910.38,144948.2634,721023,3.93E+11,3.77,53.78,1.0682,11932,24366
27/1/17,919.3,136619.1668,662445,3.93E+11,3.84,53.17,1.0699,11747,23178
28/1/17,921.28,74873.65405,661095,3.93E+11,3.85,53.17,1.0699,12571,21300
29/1/17,921.04,66068.46608,644559,3.93E+11,3.85,52.63,1.0695,11690,20789
30/1/17,920.76,84959.48564,644885,3.93E+11,3.94,52.63,1.0695,14073,27170
31/1/17,946.08,173962.0328,677356,3.93E+11,4.06,52.81,1.0798,13225,23711
1/2/17,979.95,153181.2848,790453,3.93E+11,4.08,52.81,1.0769,13278,22600
2/2/17,999.64,145873.5065,639858,3.93E+11,4.07,53.54,1.0759,13524,23547
3/2/17,1021.01,197136.1691,715695,3.93E+11,4.08,52.61,1.0783,12876,26694
4/2/17,1033.82,149991.2944,655219,4.22E+11,4.06,52.61,1.0783,11078,27112
5/2/17,1034.21,110430.1834,689329,4.22E+11,4.05,47.66,1.075,12070,23530
6/2/17,1034.84,107999.3042,619108,4.22E+11,4.06,47.66,1.075,13166,29026
7/2/17,1050.89,138936.5281,717417,4.22E+11,4.05,47.66,1.0683,13554,30138
8/2/17,1060.46,190346.6496,665656,4.22E+11,4.03,49.59,1.0698,13313,26445
9/2/17,1025.35,397152.1919,758515,4.22E+11,3.9,49.59,1.0655,13381,27886
10/2/17,982.48,193848.2208,658325,4.22E+11,3.77,50.58,1.0643,12212,26096
11/2/17,996.37,102633.5598,628956,4.22E+11,3.78,54.54,1.0643,10009,26759
12/2/17,1001.1,67455.79862,568401,4.22E+11,3.78,54.54,1.0598,10944,27211
13/2/17,991.91,101427.5489,669492,4.22E+11,3.74,52.93,1.0598,12472,24621
14/2/17,998.56,138144.9287,675342,4.22E+11,3.74,53.2,1.0578,11624,27568
15/2/17,1006.03,89221.39499,630944,4.22E+11,3.79,53.11,1.0601,12330,26945
16/2/17,1019.03,119993.5233,670733,4.22E+11,3.8,53.36,1.0674,12923,24357
17/2/17,1037.79,131504.4469,695647,4.22E+11,3.8,53.4,1.0616,14331,26355
18/2/17,1052.92,94094.04703,689424,4.41E+11,3.81,53.4,1.0616,12842,21344
19/2/17,1050.72,73685.94488,597242,4.41E+11,3.77,53.69,1.0614,10644,19946
20/2/17,1062.71,103017.7565,657687,4.41E+11,3.77,53.69,1.0614,12193,26113
21/2/17,1097.19,170315.9817,645626,4.41E+11,3.78,54.06,1.0536,13870,25187
22/2/17,1114.54,122113.1588,634528,4.41E+11,3.8,53.59,1.0558,13371,26751
23/2/17,1144.39,165550.2058,700730,4.41E+11,3.82,54.45,1.0582,14046,27929
24/2/17,1169.69,282774.9301,766916,4.41E+11,3.84,53.99,1.0563,15834,37286
25/2/17,1153.42,121344.3429,745056,4.41E+11,3.84,53.99,1.0563,17751,24005
26/2/17,1151.79,101134.7555,657119,4.41E+11,3.82,54.05,1.0587,16385,27326
27/2/17,1172.28,112234.2785,664567,4.41E+11,3.81,54.05,1.0587,15063,24703
28/2/17,1181.44,156551.3272,699527,4.41E+11,3.79,54.01,1.0576,15679,23501
1/3/17,1201.18,190693.3116,681438,4.41E+11,3.78,52.33,1.0547,17507,25248
2/3/17,1238.36,297389.2955,735135,4.41E+11,3.9,53.83,1.0507,18929,28277
3/3/17,1264.18,249757.9522,734179,4.61E+11,3.94,53.33,1.0622,40347,31848
4/3/17,1260.62,145380.8443,624702,4.61E+11,3.89,50.24,1.0622,25835,24535
5/3/17,1256.69,106730.379,694648,4.61E+11,3.88,47.82,1.0582,17862,22507
6/3/17,1270.22,120968.8023,680973,4.61E+11,3.9,47.82,1.0582,20274,29476
7/3/17,1244.28,234075.9315,738069,4.61E+11,3.86,47.07,1.0566,17149,31214
8/3/17,1188.37,279881.6934,687751,4.61E+11,3.79,49.03,1.0541,15721,28463
9/3/17,1169.38,181534.6662,705823,4.61E+11,3.8,49.03,1.0577,15556,29362
10/3/17,1163.45,484589.7701,744240,4.61E+11,3.8,50.42,1.0673,19093,36952
11/3/17,1150.57,246243.1664,697665,4.61E+11,3.79,55.64,1.0673,15958,30193
12/3/17,1200.08,189300.7133,594463,4.61E+11,3.82,55.64,1.0653,14093,26226
13/3/17,1227.02,309919.1472,691402,4.61E+11,4.03,48.4,1.0653,16417,27414
14/3/17,1234.42,198721.6669,740057,4.61E+11,4.1,47.72,1.0604,19528,27110
15/3/17,1245.28,239147.0127,675317,4.61E+11,4.1,48.86,1.0734,17689,25560
16/3/17,1212.39,526701.8039,734444,4.61E+11,4.22,48.75,1.0766,16895,26412
17/3/17,1140.03,619807.3524,709455,4.76E+11,4.14,48.78,1.0738,15663,28612
18/3/17,1036.31,599532.9737,685027,4.76E+11,4.01,48.78,1.0738,15288,25964
19/3/17,1015.03,400626.5825,675490,4.76E+11,3.96,48.22,1.0739,14669,26859
