Date,Weighted_bitcoin_price,Volume,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum
29/9/18,6599.95,684462.2006,6910537405,628119,1738,243788,7.15263E+12,10.34,680862,57.79,5089738.709,1198.96,71.57,1.1751,11888,32810,1065963.906
30/9/18,6610.15,699350.4138,5908404650,633994,1788,248543,7.15263E+12,9.98,663174,60.41,9506323.456,1189.1,72.12,1.1638,11109,31898,896942.8382
1/10/18,6602.96,751049.9419,7194278754,673177,1925,254085,7.15263E+12,9.38,649866,62.58,7348386.066,1186.66,73.25,1.1621,10102,29550,1077542.74
2/10/18,6574.77,661170.1604,4937533982,552202,1900,218187,7.15263E+12,9.38,532222,61.19,5818401.7,1186.66,73.25,1.1621,9828,28728,748116.8769
3/10/18,6520.48,605474.9136,4225241792,532067,2038,208047,7.15263E+12,8.92,484179,61.33,7549355.943,1188.38,63.57,1.1621,9861,27646,639205.1303
4/10/18,6543.96,605935.8227,5430922342,672475,1975,242662,7.15263E+12,9.13,632203,60.7,7521960.461,1200.66,63.57,1.1577,9908,31878,822498.1436
5/10/18,6594.42,605231.818,8232960648,678543,1713,244635,7.15263E+12,10.57,786999,60.17,7392886.821,1189.3,63.57,1.155,10702,31648,1252205.119
6/10/18,6604.28,596169.3004,5118285233,694010,1813,242158,7.15263E+12,9.93,639723,58.43,7743693.308,1201.63,65.51,1.1487,9672,31711,784955.2844
7/10/18,6598.04,586557.6807,5543196384,642395,1875,243007,7.45497E+12,9.6,608672,58.07,5917031.169,1200.13,65.51,1.1516,9361,34224,847070.6398
8/10/18,6625.88,556758.5929,4856505150,688115,1625,244589,7.45497E+12,11.08,712139,58.47,6358645.459,1201.47,71.36,1.1534,8776,34221,736456.7543
9/10/18,6641.02,493579.9209,4044813652,588478,1563,214718,7.45497E+12,11.5,694308,58.23,6455435.343,1201.47,71.36,1.1534,7699,29246,612453.3866
10/10/18,6601.27,501153.3728,3282521832,598361,1775,219589,7.45497E+12,10.03,584360,57.92,7515020.718,1202.88,74.11,1.1534,7645,28503,497499.535
11/10/18,6418.36,600593.4306,5491365025,646076,1688,247906,7.45497E+12,10.82,728604,58.73,5915341.393,1194.11,67.63,1.1493,10673,37692,828775.2004
12/10/18,6269.7,539195.7862,4969744197,621386,1625,235732,7.45497E+12,11.06,745064,58.98,5400898.61,1183.88,67.54,1.1496,12687,35538,748340.4954
13/10/18,6283.1,573775.9552,6839401109,642600,1800,244801,7.45497E+12,9.96,696431,58.18,6153471.983,1191.09,73.17,1.1533,9488,33842,1036073.53
14/10/18,6305.7,807315.2643,6657055957,686810,1988,262308,7.45497E+12,9.09,704010,54.54,6290759.076,1210.39,73.17,1.1593,9063,32278,1037189.556
15/10/18,6528.23,603457.9007,7010837879,693363,1650,243042,7.45497E+12,10.93,800574,52.28,5372819.434,1220.34,51,1.1575,8846,28937,1118209.464
16/10/18,6610.62,487662.1413,4297414836,573912,1763,204956,7.45497E+12,10.19,627954,53.6,4427854.478,1220.34,51,1.1575,7582,27760,683964.0999
17/10/18,6563.4,489290.6418,4188349897,524084,1425,191145,7.45497E+12,12.65,707592,52.89,4579712.611,1217.93,71.78,1.1575,7860,28150,664216.4862
18/10/18,6509.16,1129061.017,8478976112,699171,2025,266783,7.45497E+12,8.84,725832,54.1,7980868.762,1226.48,71.78,1.1584,10030,35275,1298817.001
19/10/18,6470.62,616402.0924,5486948331,678723,1688,257832,7.45497E+12,10.62,793523,54.55,5168047.663,1227.03,71.92,1.1575,9497,35006,830020.2297
20/10/18,6474.21,622911.9054,5895612738,673361,1725,260224,7.45497E+12,10.55,808886,53.82,5481642.512,1224.17,69.74,1.1501,8716,33145,898255.8945
21/10/18,6501.2,602855.0535,6486462670,654573,1725,253312,7.45497E+12,10.39,755877,53.09,5583179.506,1225.36,68.674,1.1455,8855,30155,996513.017
22/10/18,6495,553095.3757,6251073782,685201,1775,253684,7.18285E+12,9.98,775650,52.85,5149101.23,1226.63,69.216,1.1531,9439,28097,966070.2965
23/10/18,6476.34,521937.0394,4392299465,593963,1788,227678,7.18285E+12,10.27,668791,53.17,4860221.93,1226.63,69.216,1.1531,8003,23204,678430.1814
24/10/18,6491.4,500462.9914,3529812615,554355,1725,211367,7.18285E+12,10.44,654482,53.21,5140199.211,1226.88,69.322,1.1531,8058,22298,542947.8581
25/10/18,6478.15,565490.3772,5721727105,676895,1938,255169,7.18285E+12,9.25,705036,52.52,5014032.749,1225.43,69.322,1.1467,11136,30300,880943.3572
26/10/18,6472.77,573804.0313,6615359219,683587,1925,253309,7.18285E+12,9.25,710504,52.4,5305820.611,1231.97,66.43,1.1472,9588,30702,1021465.707
27/10/18,6480.54,527570.3238,6543871741,637741,1413,253978,7.18285E+12,12.91,872025,52.57,5536275.442,1231.59,66.82,1.1399,10140,29969,1008083.27
28/10/18,6479.81,498684.0379,6560550455,659220,1713,254462,7.18285E+12,10.43,785563,52.32,4608505.352,1230.07,67.33,1.1375,9440,25693,1012719.751
29/10/18,6408.89,510762.7801,5354039091,691997,1788,252859,7.18285E+12,10.11,778355,52.13,5618799.156,1230.59,67.59,1.1424,8798,25493,827163.5005
30/10/18,6336.61,523606.0575,3737108561,580054,1700,233613,7.18285E+12,10.6,694061,52.05,6000153.698,1230.59,67.59,1.1424,7501,20631,576666.2286
31/10/18,6330.16,531680.7129,3385803590,560480,1750,219720,7.18285E+12,10.34,658091,51.91,6458042.766,1228.87,67.04,1.1424,7981,20711,522515.8747
1/11/18,6388.72,655325.6492,5177562376,708285,1825,269608,7.18285E+12,9.78,755754,50.4,7402301.587,1230.01,67.04,1.1373,9804,26541,807871.9366
2/11/18,6372.9,596707.0721,5374002987,697601,1925,283173,7.18285E+12,9.39,736246,49.13,6013596.581,1225.73,66.18,1.1343,11438,25290,848088.0135
3/11/18,6372.74,662106.487,5887743249,707291,2038,288120,7.18285E+12,8.86,714064,49.26,8338083.638,1218.3,65.31,1.1317,12280,33944,930109.7048
4/11/18,6356.2,593139.1578,5884161157,692504,1925,281787,7.1844E+12,9.25,740441,50.07,6420850.809,1225.6,63.8,1.1405,12175,31618,921023.4847
5/11/18,6406.87,664512.2315,8114695799,769117,1788,292561,7.1844E+12,10.08,835104,50.91,7124847.771,1233.49,63.8,1.1389,11582,22288,1273312.903
6/11/18,6441.52,574107.8406,3803105713,641974,2012,249403,7.1844E+12,9,662455,51.1,6362583.17,1233.49,66.82,1.1389,9899,18645,596777.1654
7/11/18,6504.78,690667.3799,3838614054,619063,1538,226124,7.1844E+12,11.24,783320,52.64,8387784.954,1246.88,66.82,1.1389,9425,24207,603916.4995
8/11/18,6487.86,651613.0341,5665974967,712976,1800,296139,7.1844E+12,10.38,798916,53.74,7408503.908,1231.77,70.7,1.1411,10250,23158,884359.2842
9/11/18,6414.51,729647.6608,5721587461,694055,1600,285323,7.1844E+12,11.25,823320,54.77,6783531.13,1229.56,66.1,1.142,10350,25550,888235.6122
10/11/18,6404.48,759635.2221,5740744617,705209,1625,293604,7.1844E+12,10.93,845616,55.02,7004943.657,1227.89,70.38,1.1431,9657,24951,882542.4714
11/11/18,6399.58,719075.3191,5126116846,700117,1513,277476,7.1844E+12,12.06,869336,53.35,6595257.732,1224.47,70.38,1.1365,12575,24614,790109.0415
12/11/18,6394.43,677654.2557,5500094878,704879,1588,283769,7.1844E+12,11.34,852381,52.16,7413937.883,1215.93,69.25,1.1337,12319,25018,857445.8342
13/11/18,6367.66,578551.2641,3770375878,595444,1638,252368,7.1844E+12,10.96,723809,52.22,6179873.612,1215.93,70.97,1.1337,9244,20709,588709.1345
14/11/18,6001.31,615518.5184,3479837655,590387,1825,246845,7.1844E+12,9.82,693691,51.6,7950813.953,1209.73,70.97,1.1337,12704,18630,543760.3179
15/11/18,5629.34,671798.7373,5541310744,683388,1750,299866,7.1844E+12,10.36,830249,51.07,7601214.02,1205.29,51.65,1.1223,11375,23212,866584.0026
16/11/18,5594.21,707292.7889,5688247065,650640,1500,279040,7.1844E+12,12.04,845109,50.14,7108755.485,1201.39,55.69,1.1295,10957,25340,893302.5735
17/11/18,5557.76,1232887.486,7107900933,727949,1688,292620,7.1844E+12,10.69,823986,46.36,13042256.26,1207.87,56.288,1.1313,10530,34169,1184391.563
18/11/18,5599.16,1249194.399,10600554756,720036,1587,291398,7.1844E+12,11.34,909164,43.18,13634043.54,1212.16,56.548,1.1329,11302,30694,1883090.159
19/11/18,5238.99,943711.4445,6418019484,713931,1575,282998,7.1844E+12,11.41,860507,43.12,9543297.774,1218.28,56.592,1.1421,9741,28077,1147261.094
20/11/18,4634.88,774259.7737,3794016394,594727,1813,262504,6.6533E+12,9.93,701335,42.14,7850450.878,1218.28,56.592,1.1421,9209,23964,682652.0746
21/11/18,4521.85,742911.4367,3260626364,549212,1538,239680,6.6533E+12,11.7,747239,42.35,8311711.924,1221.23,57.112,1.1421,9096,21832,582342.0592
22/11/18,4493.2,1343686.474,5667663929,674503,1575,267845,6.6533E+12,11.4,841876,39.32,14528001.02,1227.02,57.112,1.1453,12711,39010,1081823.773
23/11/18,4324.98,1818448.374,9792254224,768696,1650,288318,6.6533E+12,10.91,889533,34.73,17833458.11,1223.58,53.43,1.1367,13398,36659,2112730.907
24/11/18,4109.18,1353454.891,5923117373,628177,1313,254837,6.6533E+12,13.7,914012,33.58,15008963.67,1224.53,54.63,1.1383,12924,30984,1309888.071
25/11/18,3899.17,1016952.283,4611762247,656428,1525,265994,6.6533E+12,11.88,903135,33.5,13976656.72,1227.39,54.63,1.1405,11126,27754,1026387.04
26/11/18,3886.32,1126361.278,4997475206,639963,1563,275136,6.6533E+12,11.33,873069,32.09,14426051.73,1225.99,50.42,1.1342,10881,26345,1155490.94
27/11/18,3777.66,1138791.681,3895824550,579240,1788,249874,6.6533E+12,10.23,754031,30.85,12867714.75,1225.99,50.42,1.1342,9525,22902,948078.3392
28/11/18,4072.06,1750536.653,4104081298,569057,1588,239129,6.6533E+12,11.39,806801,29.78,19272599.06,1227.63,51.63,1.1342,10776,26859,1052552.543
29/11/18,4276.66,1666589.473,5076106221,633479,1388,256951,6.6533E+12,12.96,911146,30.19,17519112.29,1227.32,51.63,1.1331,13317,29115,1306147.26
30/11/18,4143.04,1587945.977,4737646603,643313,1638,268402,6.6533E+12,11,842221,30.16,16134648.54,1224.59,51.56,1.1294,13557,29976,1254122.023
1/12/18,4129.56,1787861.672,5593766323,617804,1475,254338,6.6533E+12,12.21,867835,33.17,17291227.01,1217.52,50.29,1.1368,12004,29142,1373694.475
2/12/18,4188.28,1520660.461,5001806538,614248,1313,246121,6.6533E+12,13.46,911899,34.32,13889889.66,1223.68,51.45,1.1388,12139,28709,1169559.081
3/12/18,4009.47,1459801.671,7654571509,596009,1263,250056,6.6533E+12,14.49,914728,32.88,13112945.53,1221.47,50.93,1.1318,13904,25626,1847573.644
4/12/18,3937.89,1301667.513,5152734617,591455,1550,241723,6.6533E+12,11.52,829919,33.28,12869175.39,1221.47,64.3,1.1318,9536,26347,1247768.435
5/12/18,3859.1,1256529.624,4088847163,507845,1425,222559,6.6533E+12,12.74,789748,34.14,11930835.74,1218.98,59.29,1.1318,9852,21596,976259.267
6/12/18,3667.81,1269387.474,5948736231,576356,1425,240538,6.6533E+12,12.54,841099,32.3,13370697.34,1229.83,61.36,1.1353,11454,27894,1483671.466
7/12/18,3431.34,1276843.497,8845946483,679714,1725,270051,5.6464E+12,10.48,805990,31.18,12781321.68,1235.51,67.07,1.1341,12522,25332,2246367.086
8/12/18,3438.68,1374020.257,6674215432,602413,1625,256371,5.6464E+12,11.09,804772,30.3,12941674.59,1235.99,67.07,1.1347,11530,27357,1729474.601
9/12/18,3560.46,1602682.012,6127204033,655308,1688,279519,5.6464E+12,10.7,840881,28.38,15899975.37,1238.9,66.36,1.1377,11346,27357,1670534.742
10/12/18,3558.04,1992112.541,4920391074,663554,1425,253776,5.6464E+12,12.41,914013,25.52,20361376.21,1243.58,70.33,1.1382,11338,28638,1433956.144
11/12/18,3456.89,1542750.27,3182454372,533720,1588,230977,5.6464E+12,11.52,746652,25.06,20141701.52,1243.58,70.33,1.1382,9620,22270,925487.2137
12/12/18,3464.03,1389531.928,2664662278,516282,1600,238441,5.6464E+12,11.28,745338,25.62,18422293.21,1248.68,70.37,1.1382,9739,23363,748403.936
13/12/18,3397.36,1411161.409,3799408280,620290,1550,258229,5.6464E+12,11.6,850678,25.29,16751812.69,1246.87,71.34,1.1353,10642,22818,1067837.427
14/12/18,3272.58,1358667.816,4253322197,622451,1562,251362,5.6464E+12,11.47,816184,24.22,15959272.05,1244.59,59.93,1.1319,10253,22603,1230389.8
15/12/18,3236.86,1194956.403,3829220658,626588,1500,261303,5.6464E+12,12.05,854512,24.31,15130355.53,1242.57,51.15,1.1371,10443,21876,1105423.642
16/12/18,3257.17,1278455.17,3966664779,642768,1638,268291,5.6464E+12,11,814318,24.12,13637768.78,1243.84,52.58,1.1358,12133,21792,1167572.697
17/12/18,3412.5,1336182.359,3821880362,696397,1825,275655,5.6464E+12,9.69,786244,23.42,13614509.82,1239.16,51.254,1.1309,12899,24445,1167849.33
18/12/18,3607.34,1097286.741,2641222027,598790,1863,262730,5.6464E+12,9.71,712047,23.68,12308959.54,1239.16,51.254,1.1309,8117,18577,815982.7818
19/12/18,3772.33,1149540.55,2787927699,536378,1438,226338,5.6464E+12,12.67,768834,24.98,16995587.51,1238.43,50.008,1.1309,8681,19526,855935.5818
20/12/18,3949.21,1585127.595,4095720382,696316,2000,298663,5.6464E+12,9,763802,27.76,22096036.35,1242.54,50.008,1.1348,11485,24940,1200211.101
21/12/18,4019.9,1638693.739,4896160579,649674,1600,266117,5.6464E+12,11.19,823496,29.45,16708468.12,1247.64,46.456,1.1369,9942,25600,1357277.268
22/12/18,3945.54,1805433.013,5822020329,708715,1863,302243,5.10642E+12,9.71,828848,30.31,16675684.33,1248.32,47.976,1.138,9503,26446,1543348.628
23/12/18,4020.52,2260484.826,5265231417,649999,1688,287138,5.10642E+12,10.64,858256,31.27,25476338.44,1255.28,45.88,1.1451,8891,24630,1333236.626
24/12/18,4087.76,1792585.812,5161797730,660851,1750,280448,5.10642E+12,10.29,806147,32.03,17062270.56,1256.87,45.59,1.1383,8657,22143,1284061.228
25/12/18,3936.52,1420800,3154210675,552671,2188,251041,5.10642E+12,8.24,619587,31.22,13438379.4,1256.87,45.59,1.1383,8439,17737,799437.0036
26/12/18,3835.05,1529970.126,3145274088,522611,2200,250563,5.10642E+12,8.19,590875,32.85,16874192.36,1251.98,42.53,1.1383,8644,17701,782305.2958
27/12/18,3757.35,1771378.09,4596187053,582356,1900,272145,5.10642E+12,9.26,735839,34.11,15710858.6,1264.69,42.53,1.1399,8932,21198,1124377.912
28/12/18,3793.96,1564378.51,4103060883,489964,1988,264893,5.10642E+12,9.26,672945,32.1,15851596.67,1270.23,42.53,1.1402,8628,18394,1042306.627
29/12/18,3884.27,1388912.248,4280662332,544465,1963,281148,5.10642E+12,9.18,705717,31.01,14986190.58,1270.16,46.22,1.1356,10158,19107,1116194.66
30/12/18,3846.86,1365383.147,4732174390,617822,2175,299846,5.10642E+12,8.14,693321,29.68,14895554.28,1273.8,44.61,1.1429,11005,19522,1259444.659
31/12/18,3801.04,1484347.317,4725783713,639459,2088,308100,5.10642E+12,8.72,716733,30.62,15902013.23,1278.11,45.33,1.1438,10357,20589,1245607.153
1/1/19,3787.09,1285094.99,4427536347,569958,1725,264842,5.10642E+12,10.41,745427,32.25,12119950.57,1278.11,45.33,1.1438,11028,19252,1139863.178
2/1/19,3889.5,1240122.743,2676638268,535621,2200,267463,5.10642E+12,8.26,614434,31.74,12780417.14,1280.75,45.41,1.1438,8590,18295,695798.2011
3/1/19,3882.42,1226464.548,3231232528,554009,1938,259529,5.6186E+12,9.28,687887,31.15,11805664.11,1280.29,45.41,1.1482,9274,18611,850091.6928
4/1/19,3834.88,1141826.835,2051182606,430431,1863,234576,5.6186E+12,9.6,653129,31.2,12161189.87,1280.29,45.41,1.1465,9185,17069,541624.996
5/1/19,3859.74,1348465.57,3802374247,585895,1888,271545,5.6186E+12,9.58,732894,32.75,12651356.27,1283.41,55.26,1.1338,10582,18830,977599.755
6/1/19,3958.24,1166853.462,3635535652,602499,1938,290861,5.6186E+12,9.32,735628,32.6,10584915.61,1290.41,55.8,1.1394,19383,26754,936409.6754
7/1/19,4054.34,1264176.576,3708441874,588155,1863,281623,5.6186E+12,9.66,734585,32.22,12135648.01,1288.53,55.8,1.1396,11683,21139,967029.4439
8/1/19,4041.32,1331076.659,2936051640,510116,2038,265029,5.6186E+12,8.57,638389,33.94,18874708.4,1288.53,55.8,1.1396,9746,20096,760686.3778
9/1/19,4039.48,1414019.221,2705473475,513105,1763,258381,5.6186E+12,10.44,640808,37.22,21748876.14,1284.95,55.8,1.1396,10195,18883,683504.1521
10/1/19,3859.14,1289636.695,3982561420,605732,1763,284641,5.6186E+12,10.3,749974,38.59,15208385.93,1288.35,55.8,1.1476,11036,20476,982295.8657
11/1/19,3682.08,1313084.167,3648367033,618872,2113,318355,5.6186E+12,8.49,669590,39.07,16481877.63,1286.26,55.8,1.144,10505,19387,902766.1836
12/1/19,3675.26,1266476.186,3808234266,615701,2050,318892,5.6186E+12,8.77,677653,39.4,12807154.39,1288.26,50.51,1.1546,10967,21237,942753.5886
13/1/19,3607.88,1781263.13,4448831705,646794,1950,327182,5.6186E+12,9.28,750826,36.35,19288155.08,1290.69,50.51,1.1499,10846,20948,1152803.916
14/1/19,3635.87,1504234.798,4395542602,623737,1850,308224,5.6186E+12,9.72,741867,33.04,19036944.22,1289.14,50.51,1.147,10687,19317,1193766.187
15/1/19,3668.75,1300090.574,2919303094,511636,1725,281364,5.6186E+12,10.4,680361,32.45,15147130.76,1289.14,50.51,1.147,9350,16138,794311.9926
16/1/19,3649.24,1297521.665,2682271536,485001,1713,276860,5.6186E+12,10.56,668123,31.5,17912510.98,1291.75,50.51,1.147,9853,16041,743448.1014
17/1/19,3658.13,1554341.737,3394228327,599656,1863,326536,5.88399E+12,9.6,747719,31.44,18864470.04,1290.89,50.51,1.1468,9565,19018,933539.5179
18/1/19,3663.86,1509285.806,5074158083,618216,1650,302147,5.88399E+12,10.87,806287,31.92,16519238.35,1284.92,52.11,1.1406,8308,18363,1383075.457
19/1/19,3697.96,1478241.263,3618521784,653019,1663,305569,5.88399E+12,10.81,854399,31.7,17014131.42,1291.59,52.37,1.1396,8099,18790,991582.2977
20/1/19,3663.22,1493774.246,3128838193,610163,1588,296568,5.88399E+12,11.36,831574,31.59,19290572.87,1292.58,52.186,1.1388,7906,21544,855310.8263
21/1/19,3585.94,1365489.327,3231291413,625357,1725,305827,5.88399E+12,10.48,794728,31.53,17966450.81,1286.72,53.944,1.1372,8506,19125,881936.3767
22/1/19,3585.03,1610534.289,2338985495,526853,1663,282055,5.88399E+12,10.86,738127,32.13,18231869.19,1286.72,53.944,1.1372,6539,16923,632506.9755
23/1/19,3594.76,1523929.647,2444347316,514507,1963,293961,5.88399E+12,9.17,625095,31.99,18256478.31,1281.23,53.944,1.1372,6521,17285,667267.4085
24/1/19,3592.64,1395546.791,5525064848,596521,1875,315052,5.88399E+12,9.62,735053,31.19,17026251.75,1279.62,52.922,1.137,7453,18571,1540757.751
25/1/19,3598.92,1482169.9,4171892796,598611,1625,295910,5.88399E+12,11.05,793769,31.31,18823837.98,1282.09,52.922,1.1362,7464,18601,1163698.155
26/1/19,3612.62,1511576.753,4225194463,681839,1825,293348,5.88399E+12,9.79,760073,31.9,19232661.07,1283.3,52.62,1.1379,7664,19434,1175375.954
27/1/19,3592.14,1464902.981,5290597583,631403,2025,307984,5.88399E+12,8.93,692269,32.32,19010066.15,1281.48,53.13,1.1307,8975,19994,1472621.132
28/1/19,3520.18,1463174.38,6544143203,627186,1725,300947,5.88399E+12,10.51,760603,32.82,20154662.4,1295.17,53.69,1.14,7981,17787,1818363.065
29/1/19,3448.47,1411214.917,3438265948,585767,1875,288135,5.88399E+12,9.59,718298,33.24,20892944.25,1295.17,53.69,1.14,7659,16307,951737.5057
30/1/19,3463.66,1550817.331,2624555726,496688,1713,276514,5.88399E+12,10.48,678953,32.78,20687909.49,1309.88,51.99,1.14,7671,14794,730638.4846
31/1/19,3473.98,1962663.978,5691947440,636805,1813,307917,5.88399E+12,9.92,770208,31.74,25609965.15,1302.08,51.99,1.1428,8200,19069,1616947.838
1/2/19,3470.51,1710079.975,5368813427,626793,1825,326016,5.81466E+12,9.88,778264,31.06,22789517.06,1307.66,53.31,1.1435,8277,19242,1556868.242
2/2/19,3499.14,1719312.123,7770862521,609610,1700,321844,5.81466E+12,10.61,829624,31.49,22064850.68,1316.06,54.23,1.1482,8699,19785,2243540.798
3/2/19,3487.36,1678535.36,7535315366,640465,1938,353790,5.81466E+12,9.14,783779,31.84,20544516.52,1321.37,53.79,1.1446,8288,20616,2169072.754
4/2/19,3461.29,1562573.428,9686004103,665426,1975,339183,5.81466E+12,9.26,784155,32.28,25587907.56,1319.84,46.54,1.1457,8423,14658,2790945.453
5/2/19,3462.85,1449391.451,5282479239,554281,1800,321888,5.81466E+12,9.97,757479,33.62,24659850.27,1319.84,46.54,1.1457,7523,15728,1509650.725
6/2/19,3437.63,1446348.408,2386470365,521485,1725,300033,5.81466E+12,10.38,724243,33.89,24209557.13,1318.63,46.54,1.1457,7115,15208,684320.0487
7/2/19,3409.14,1540673.82,7223419127,616383,1838,335141,5.81466E+12,9.81,784546,33.86,21855773.89,1313.96,46.54,1.1436,8795,18658,2086915.32
8/2/19,3538.7,1509609.006,9525234097,650507,1838,353922,5.81466E+12,9.84,802648,34.11,20777258.4,1316.9,46.54,1.1406,13112,19792,2750692.088
9/2/19,3667.32,1594760.355,12470879550,687624,2050,349432,5.81466E+12,8.77,800220,33.54,22317989.45,1310.79,46.54,1.1364,11068,20673,3627755.038
10/2/19,3674.85,1468101.246,8893576284,647026,2175,352872,5.81466E+12,8.3,713243,33.15,19668263.53,1304.97,46.54,1.1343,10044,18834,2608744.811
11/2/19,3670.48,2186007.037,10211663202,694288,2038,335117,5.81466E+12,8.84,729343,38.4,44835706.07,1312.22,53.9,1.1335,8619,20304,2885710.346
12/2/19,3645.86,1679382.668,6168083064,564093,1875,310742,5.81466E+12,9.58,705435,43.99,34325488.59,1312.22,53.9,1.1335,7622,18400,1681904.787
13/2/19,3643.17,1709527.437,2251314713,495946,1750,299469,6.06152E+12,10.26,705429,45.4,31290282.44,1314.93,53.9,1.1335,7550,15294,612627.6482
14/2/19,3625.5,1710145.93,7975809082,692074,1813,315580,6.06152E+12,9.98,784273,44.84,27412339.47,1310.16,53.9,1.1276,8698,17137,2172960.78
15/2/19,3623.55,1777463.899,11465845339,826480,1600,271445,6.06152E+12,11.18,890041,43.44,25289348.39,1310.02,53.9,1.1329,8768,18536,3144894.576
16/2/19,3628.29,1767390.438,13588742270,765352,1913,352498,6.06152E+12,9.45,857700,42.94,25333385.89,1309.34,53.9,1.1255,8609,19037,3729922.642
