Date,Weighted_bitcoin_price,Volume,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum
20/6/16,749.49,482927.694,2063709597,586166,3725,253603,1.96061E+11,9.78,930754,5.62,2203416.37,1290.03,47.98,1.1277,10851,26724,2743090.927
21/6/16,694.37,335067.5523,1747814388,561728,3950,235159,1.96061E+11,9.14,867728,5.59,1409314.848,1290.03,47.98,1.1277,8859,20862,2317349.334
22/6/16,632.04,179620.9238,1511917914,514944,4425,218121,1.96061E+11,8.14,723108,5.57,675087.9713,1301.35,49.37,1.1314,9315,20799,1994141.12
23/6/16,602.22,232839.675,1976474096,563282,4100,249170,1.96061E+11,8.79,780293,5.46,760967.033,1286.64,49.37,1.1314,11896,27198,2637092.017
24/6/16,649.47,446367.2106,1940697660,592437,3725,248015,2.09453E+11,9.59,914910,5.02,2387410.359,1277.96,48.85,1.1242,11977,27064,2794904.244
25/6/16,667.17,421481.2227,1760708906,546794,3225,235512,2.09453E+11,11.22,945644,4.38,2630684.932,1267.13,49.13,1.1296,9837,25119,2785755.5
26/6/16,644.55,420879.4128,1858557735,549165,3500,241160,2.09453E+11,10.33,919796,3.8,2931289.474,1251.78,50.11,1.1385,9912,24183,3086177.369
27/6/16,640.11,345384.686,1822019718,547545,3225,237496,2.09453E+11,11.15,942677,4.08,2295281.863,1299.11,47.64,1.1117,19135,26403,2805394.734
28/6/16,650.53,189840.6703,1417237723,529844,4050,206757,2.09453E+11,8.89,792598,4.22,1435308.057,1299.11,47.64,1.1117,12669,20205,2124252.774
29/6/16,639.24,169459.3127,1145302469,501782,3650,181202,2.09453E+11,9.77,762232,4.13,1084968.523,1319.5,46.33,1.1025,8292,20500,1776902.442
30/6/16,656.48,190801.581,1381908987,483625,3675,216882,2.09453E+11,9.86,777207,4.09,672278.7286,1326.18,46.33,1.1025,11629,23913,2158861.738
1/7/16,676.14,212726.5337,1205801542,541226,3700,212459,2.09453E+11,9.72,760032,4.12,695975.7282,1318.56,47.85,1.1065,10003,23816,1853567.925
2/7/16,690.13,222852.1369,1258001817,466288,3650,223966,2.09453E+11,9.83,764559,4.07,543353.8084,1320.34,49.88,1.1125,10158,23872,1967964.797
3/7/16,679.4,211704.8501,1355080748,506973,3750,231810,2.09453E+11,9.66,797510,4.13,693682.8087,1319.35,48.33,1.1106,9599,23132,2064161.51
4/7/16,669.16,198821.2619,1353787038,494905,3875,205646,2.09453E+11,9.21,749351,4.24,1647919.811,1332.79,33.27,1.1136,8764,23027,2002228.885
5/7/16,675.6,162801.2114,1468706509,446260,3725,198726,2.09453E+11,9.73,694817,4.43,3757607.223,1332.79,33.27,1.1136,7717,23595,2128159.2
6/7/16,675.02,190627.0238,1167246259,429466,3850,176973,2.09453E+11,9.21,614649,4.44,1725159.91,1342.65,37.9,1.1154,8615,20287,1718054.547
7/7/16,653.23,137498.3561,1735609134,504550,3775,213749,2.13399E+11,9.71,739326,4.39,1153220.957,1347.21,37.26,1.1154,9364,21181,2593713.214
8/7/16,652.6,193126.1101,1373777316,488121,3625,214814,2.13399E+11,9.9,789159,4.48,1050756.696,1351.91,37.26,1.1076,9447,22046,2033418.171
9/7/16,654.28,199936.2863,1365660475,465240,3500,214551,2.13399E+11,10.26,797548,4.46,726224.2152,1363.08,50.36,1.11,9129,23770,2023140.759
10/7/16,648.38,395099.7474,1811956679,467526,3425,215411,2.13399E+11,10.56,821500,4.27,1470224.824,1361.89,45.14,1.1063,9574,23909,2773841.8
11/7/16,650.19,217545.2038,1474353475,463200,3625,210556,2.13399E+11,9.91,779845,4.16,1209983.173,1357.44,45.14,1.1051,8771,23469,2259199.318
12/7/16,658.72,275930.7942,1226498197,438235,3125,185256,2.13399E+11,9.69,658053,4.15,1507559.036,1357.44,45.5,1.1051,8843,25041,1874576.935
13/7/16,660.61,158135.6612,981568372,400076,1950,162452,2.13399E+11,9.21,585814,4.11,739566.91,1362.62,49.81,1.1058,10305,20364,1513878.238
14/7/16,656.7,165966.8712,1436577688,492779,1788,217946,2.13399E+11,10.09,793287,4.12,796825.2427,1362.62,44.89,1.1058,10443,22699,2209473.674
15/7/16,662.14,209759.8251,1511418603,476759,1788,218891,2.13399E+11,10.04,775826,4.14,660446.8599,1344.24,49.77,1.1061,10146,22223,2294478.083
16/7/16,662.58,198981.2446,1485339187,452818,1613,216374,2.13399E+11,11.2,820023,4.15,533824.0964,1338.81,44.75,1.109,10027,22998,2248435.82
17/7/16,671.45,150009.7457,1373999582,475270,1763,217554,2.13399E+11,10.2,798437,4.15,400881.9277,1336.56,45.68,1.112,9109,21544,2092278.943
18/7/16,675.78,123347.1834,2205782689,452552,1688,215946,2.13399E+11,10.63,790217,4.16,400966.3462,1333.84,45.95,1.1035,8596,20434,3331293.516
19/7/16,671.63,75960.94057,1297591896,467772,1963,182035,2.13399E+11,9.19,688478,4.14,332884.058,1333.84,45.95,1.1035,7157,18987,1958392.792
20/7/16,668.7,110816.7458,1370600859,434166,1863,170864,2.13399E+11,9.52,709356,4.17,516841.7266,1337.85,45.24,1.1075,8148,19456,2041255.282
21/7/16,664.22,102792.3289,1521453019,496566,1850,222687,2.13493E+11,9.9,819096,4.17,378371.7026,1329.54,45.24,1.1075,8920,21330,2251402.852
22/7/16,657.21,91126.51311,1697492461,468926,1600,222018,2.13493E+11,11.19,860789,4.15,376706.0241,1331.06,44.65,1.1021,8270,23226,2527422.034
23/7/16,652.79,141522.955,1638528109,477671,1875,227279,2.13493E+11,9.56,798784,4.14,461041.0628,1322.27,44.94,1.1015,8357,22621,2450318.691
24/7/16,658.15,91071.934,1461276104,446246,1663,217473,2.13493E+11,10.77,809273,4.12,345245.1456,1325.7,44.75,1.1026,8658,20837,2199988.112
25/7/16,657.65,204149.3587,1595837730,467862,1613,221275,2.13493E+11,11.18,863989,4.08,656365.1961,1327.02,44.19,1.0977,9800,20712,2428200.621
26/7/16,652.03,106515.4184,1198153425,447396,1638,195665,2.13493E+11,11.12,826302,4.05,387380.2469,1327.02,44.19,1.0977,6549,18351,1835434.711
27/7/16,652.97,179570.0068,1210959704,433804,1550,183766,2.13493E+11,11.37,791551,4.06,453059.1133,1323.18,43.13,1.0995,7274,18766,1839944.851
28/7/16,655.4,118872.4945,1263828526,498664,1638,239584,2.13493E+11,11.2,909995,4.05,379254.321,1318.63,43.13,1.0995,9280,22664,1921734.245
29/7/16,656.17,345283.2048,1505314661,507457,1613,237544,2.13493E+11,11.15,923046,4,636480,1317.4,42.92,1.0986,10095,23499,2308658.591
30/7/16,656.12,225831.1898,1641504550,477076,1600,235475,2.13493E+11,11.25,921787,3.96,466489.899,1332.82,41.92,1.1058,10107,21902,2513905.003
31/7/16,639.86,131871.2237,1610159750,494972,1700,234727,2.13493E+11,10.62,875244,3.97,435367.7582,1338,41.14,1.1077,9118,23727,2456758.85
1/8/16,615.72,92511.84906,1400883533,465294,1838,231267,2.13493E+11,9.78,822372,4.03,432846.1538,1342.68,41.6,1.1174,8102,20354,2134939.929
2/8/16,574.51,58611.38206,1229937144,450533,1488,199365,2.13493E+11,12.11,870160,4.07,341174.4472,1342.68,41.6,1.1174,7619,17310,1874561.275
3/8/16,557.48,173191.0105,1180980818,492077,1925,192100,2.13493E+11,9.29,794572,4.04,475608.9109,1351.1,33.16,1.1163,68433,17590,1845686.272
4/8/16,572.47,197958.4876,1070215675,515927,1913,224896,2.13493E+11,9.5,814183,3.96,502952.0202,1351.81,33.16,1.1163,7849,22021,1738153.178
5/8/16,575.4,576026.513,2095350889,538166,1925,250944,2.13493E+11,9.35,859342,3.73,1351016.086,1357.85,29.69,1.1224,8291,27947,3647196.548
6/8/16,580.17,373075.2673,1367216005,517165,2075,241616,2.01893E+11,8.67,791053,3.67,783618.5286,1360.53,36.5,1.1149,18927,33437,2452493.372
7/8/16,591.2,218862.1238,1720048802,488412,1913,231682,2.01893E+11,9.35,780743,3.73,427171.5818,1352.4,39.72,1.113,12782,25150,3004609.503
8/8/16,591.21,114925.0956,1311916945,477072,2113,228075,2.01893E+11,8.49,701046,3.73,311536.193,1349.42,45.44,1.1086,9473,25115,2280008.594
9/8/16,588.68,139264.8637,871644932,425211,2075,195503,2.01893E+11,8.73,619245,3.74,366593.5829,1349.42,51.23,1.1086,7570,20484,1502395.732
10/8/16,591.52,139374.8309,1104467581,447578,1850,192266,2.01893E+11,9.72,768321,3.78,353280.4233,1336.6,45.41,1.1088,13610,20769,1868179.264
11/8/16,591.98,103506.5374,1160037740,530901,1850,235147,2.01893E+11,9.74,839246,3.78,364894.1799,1333.62,43.02,1.1088,12052,24232,1962141.608
12/8/16,587.52,156669.3212,1301592343,491165,1550,231276,2.01893E+11,11.67,880535,3.76,499510.6383,1337.31,47.62,1.1117,11249,24435,2211035.44
13/8/16,586.92,173967.0679,1278854909,531356,1888,244589,2.01893E+11,9.34,834622,3.75,441698.6667,1344.5,47.62,1.1176,9015,30224,2161980.844
14/8/16,576.63,125873.1714,1334193233,531345,1875,254365,2.01893E+11,9.8,860473,3.71,639954.1779,1343.5,44.98,1.1137,8400,23497,2253780.927
15/8/16,568.64,117813.8617,1128559559,491194,1863,232824,2.01893E+11,9.66,805274,3.72,544470.4301,1341.04,50.84,1.1162,7756,25008,1920887.049
16/8/16,573.29,74223.06277,1201088746,455323,2038,214406,2.01893E+11,8.78,665115,3.71,666628.0323,1341.04,50.84,1.1162,6851,21026,2046426.678
17/8/16,575.82,105528.8487,988036193,455991,2038,200011,2.01893E+11,8.87,639753,3.68,721475.5435,1336.2,45.74,1.1184,6860,24566,1713466.509
18/8/16,574.81,100700.4432,1180853962,500686,1825,202750,2.17375E+11,9.77,809770,3.62,915480.663,1342.45,45.74,1.1184,7890,25180,2076628.38
19/8/16,575.6,101877.2349,1561704953,537436,1688,254296,2.17375E+11,10.79,920075,3.62,635961.326,1345.89,46.58,1.1279,8422,23549,2724109.88
20/8/16,579.02,94548.64367,1148025320,523675,1538,237880,2.17375E+11,11.72,949801,3.62,505558.011,1345.76,46.79,1.1289,8694,22643,1993722.552
21/8/16,581.91,104202.4321,1334749212,528979,1925,239387,2.17375E+11,9.35,798859,3.61,455792.2438,1351.68,48.22,1.1354,10122,20849,2322070.27
22/8/16,584.28,87963.16887,1364727318,508749,1925,245941,2.17375E+11,9.29,790802,3.61,397110.8033,1346.26,48.52,1.1325,8392,18562,2370964.764
23/8/16,585.32,78238.05741,1210463625,495671,1938,208069,2.17375E+11,9.31,714049,3.62,453682.3204,1346.26,48.52,1.1325,6836,14687,2090538.539
24/8/16,581.76,65816.70705,776652664,446866,2038,184741,2.17375E+11,8.83,614910,3.62,365022.0994,1341.5,47.05,1.132,7330,14412,1334661.14
25/8/16,578.39,124673.1019,1155216228,526727,1975,228215,2.17375E+11,9.09,784879,3.64,737645.6044,1335.85,47.05,1.132,8395,18821,1977162.025
26/8/16,578.72,145816.3056,1220298270,512461,1838,238874,2.17375E+11,9.77,828972,3.82,3181701.571,1339.48,48.1,1.1305,8897,18812,2084839.524
27/8/16,574.47,96823.77613,1217703096,513945,1900,234978,2.17375E+11,9.39,756289,3.9,1134669.231,1331.36,46.77,1.1264,9239,19302,2093136.51
28/8/16,571.88,235360.2241,1226833979,489493,1625,233879,2.17375E+11,11.25,868056,3.83,837172.3238,1323.12,47.33,1.1285,8900,20127,2121118.932
29/8/16,574.48,84422.17307,1209265420,483713,1650,226635,2.17375E+11,10.87,844412,3.82,626358.6387,1324.39,47.64,1.1198,8442,19606,2089551.804
30/8/16,576.02,103918.9166,839894321,456265,1800,190954,2.17375E+11,10.06,686903,3.78,1721105.82,1324.39,47.64,1.1198,7126,15956,1462033.389
31/8/16,576.14,150908.5822,744004850,427997,1900,174337,2.17375E+11,9.41,608528,3.74,636403.7433,1317.25,46.98,1.1189,7543,17112,1300980.713
1/9/16,573.99,192170.3105,984419420,500187,1863,225133,2.20756E+11,9.71,808922,3.76,694148.9362,1322.52,46.98,1.1189,8722,22110,1713583.449
2/9/16,573.6,122117.982,1045432656,548999,2050,251838,2.20756E+11,8.8,783228,3.78,612441.7989,1317.43,46.35,1.1143,8666,18322,1814924.232
3/9/16,586.83,131636.2273,1020177150,497980,1675,225226,2.20756E+11,10.69,834746,3.8,441723.6842,1310.72,44.7,1.1158,9172,17456,1770710.504
4/9/16,603.98,134015.2267,1021167164,486458,1750,237326,2.20756E+11,10.34,849245,3.82,586882.199,1312.06,44.7,1.1197,8596,18373,1779067.865
5/9/16,606.72,139314.5049,913193311,477624,1913,225703,2.20756E+11,9.32,726651,3.83,518028.7206,1319.84,27.94,1.1156,8115,20605,1592038.548
6/9/16,608.22,270971.1501,757675828,464611,1575,182078,2.20756E+11,11.45,769942,3.86,643580.3109,1319.84,38.29,1.1156,7347,16664,1291133.425
7/9/16,612.04,162162.4822,699911573,438972,2238,183065,2.20756E+11,8.08,579355,3.96,1220722.222,1327.75,38.29,1.1147,7896,16972,1158832.367
8/9/16,620.89,135889.3724,1036797176,541919,1750,227543,2.20756E+11,10.29,880299,4,1061497.5,1276.03,43.44,1.1147,9039,23183,1708856.105
9/9/16,624.08,129112.992,970379669,519346,1700,231982,2.20756E+11,10.46,866950,3.97,428000,1338.45,50.56,1.1255,9374,35065,1595441.894
10/9/16,623.48,122593.9481,977157081,525784,1900,250657,2.20756E+11,9.61,809332,4.01,495852.8678,1347.2,50.56,1.1239,9426,23060,1596557.547
11/9/16,614.87,139659.1989,1009638129,500357,1800,226862,2.20756E+11,9.94,814107,3.98,609427.1357,1342.18,42.77,1.126,10042,19731,1626114.334
12/9/16,607.28,103432.5727,1089025355,491674,1775,220392,2.20756E+11,10.18,813034,3.98,364341.7085,1333.46,45.88,1.1233,9121,19091,1745009.222
13/9/16,608.84,72202.47642,920939875,446010,1938,193165,2.20756E+11,9.28,646603,3.97,166662.9723,1333.46,45.88,1.1233,8218,18701,1477096.098
14/9/16,609.97,119717.6639,933293647,458631,2050,180227,2.20756E+11,8.75,591717,3.92,535836.7347,1330.92,45.27,1.1235,7890,16124,1517871.496
15/9/16,609,119899.0647,1014199220,510506,2038,208486,2.25833E+11,8.83,690828,3.84,639148.4375,1330.92,51.5,1.1235,10175,18821,1670068.535
16/9/16,607.55,142764.273,1205975905,530408,2063,239721,2.25833E+11,8.69,780871,3.83,579543.0809,1323.53,44.9,1.122,11035,20868,1980776.403
17/9/16,606.56,78491.89304,1157203105,491556,1950,231644,2.25833E+11,9.32,764207,3.83,345255.8747,1320.38,43.58,1.125,10442,20554,1897147.573
18/9/16,608.04,97643.02135,952735808,494413,1925,233334,2.25833E+11,9.37,752979,3.82,469429.3194,1318.11,43.91,1.1244,10277,21820,1564426.614
19/9/16,609.57,106926.8373,1143217221,474551,1738,210989,2.25833E+11,10.31,774627,3.82,435531.4136,1310.13,43.03,1.1155,10414,20588,1881684.176
20/9/16,608.76,61231.04062,895050763,509415,2038,215366,2.25833E+11,8.84,754384,3.81,411637.7953,1310.13,43.03,1.1155,9034,17201,1475617.85
21/9/16,600.05,80059.53556,987742608,463470,1813,191458,2.25833E+11,9.86,678307,3.94,438535.533,1303.55,43.3,1.1175,9227,13717,1624469.785
22/9/16,597.07,89893.53151,1264404757,505154,1663,223407,2.25833E+11,10.75,835041,3.97,404639.7985,1313.02,43.3,1.1175,9584,13913,2074256.865
23/9/16,599.51,119440.9882,1379730769,533341,1888,244164,2.25833E+11,9.7,782657,3.84,589390.625,1314.72,43.44,1.1151,9873,26427,2266460.952
24/9/16,603.05,137948.8376,1115364773,514307,2075,239050,2.25833E+11,8.69,711352,3.84,1003408.854,1327.26,45.34,1.1189,9285,18606,1858786.389
25/9/16,601.67,112357.5125,1389946105,496593,1763,231086,2.25833E+11,10.2,762582,3.82,378329.8429,1338.24,46.32,1.1208,9903,18260,2327944.973
26/9/16,604.33,85181.23134,1349789596,488936,1700,223051,2.25833E+11,10.52,805261,3.79,414868.0739,1339.51,44.48,1.1226,8100,19726,2251488.042
27/9/16,606.64,58634.44159,1217060246,473858,2075,208484,2.25833E+11,8.66,635887,3.82,554560.2094,1339.51,44.48,1.1226,8840,17748,2018174.689
28/9/16,605.54,56472.48492,1114526835,465836,2313,195457,2.41227E+11,7.85,570906,3.8,405434.2105,1343.2,45.93,1.1254,7642,17984,1852388.909
29/9/16,605.6,97883.27569,1376318987,540295,1913,230616,2.41227E+11,9.23,770834,3.83,560900.7833,1337.85,45.93,1.1254,9531,20210,2277429.529
30/9/16,607.33,81469.07556,1051552532,549579,2088,240168,2.41227E+11,8.73,764239,3.86,449287.5648,1332.48,44.67,1.1215,8507,20912,1733404.543
1/10/16,612.27,80461.40635,1538516490,547163,1850,234847,2.41227E+11,9.65,782306,3.85,494815.5844,1323.74,47.05,1.1217,8127,19750,2540734.7
2/10/16,612.13,91906.53897,1110781772,553367,1788,242587,2.41227E+11,10.19,832816,3.84,435989.5833,1319.84,47.83,1.1222,8014,21230,1834183.904
3/10/16,611.53,92408.41058,1489574149,559609,1775,250801,2.41227E+11,10.04,843357,3.84,548158.8542,1318.38,48.24,1.1235,8491,17676,2452660.249
4/10/16,610.94,92045.99278,938229903,498339,1963,213773,2.41227E+11,9.25,711277,3.85,370477.9221,1318.38,48.24,1.1235,7590,17285,1532379.347
5/10/16,611.54,64120.03986,866441661,462255,1763,192542,2.41227E+11,9.77,718532,3.85,356787.013,1312,27.45,1.1211,7652,16869,1415453.68
6/10/16,612.69,76526.58087,1215847088,628813,1888,258654,2.41227E+11,9.85,864554,3.84,314351.5625,1314.61,37.84,1.1211,8347,22770,1988205.138
7/10/16,614.86,81516.35185,1160674533,600999,1975,264504,2.41227E+11,9.2,823939,3.83,291610.9661,1294.81,37.84,1.1204,9345,20191,1899817.548
8/10/16,618.41,111321.4246,1404561530,585521,2088,266644,2.41227E+11,8.61,788912,3.84,363242.1875,1267.64,44.66,1.1205,9086,19102,2296761.504
9/10/16,617.93,92725.68509,1399178955,621273,2013,274325,2.41227E+11,8.96,827401,3.85,367776.6234,1260.59,49.07,1.1151,8649,19174,2283665.402
10/10/16,618.33,104204.8596,1452395291,577273,1788,266181,2.41227E+11,9.97,867495,3.85,414602.5974,1250.21,49.07,1.1201,8874,21247,2362156.086
11/10/16,630.22,68475.44509,1465852492,549445,2113,250503,2.58523E+11,8.63,761242,3.85,401093.5065,1250.21,41.71,1.1201,7025,18265,2370357.032
12/10/16,638.59,63507.84069,1662433126,509901,2000,210388,2.58523E+11,8.99,682253,3.83,323516.9713,1240.25,41.71,1.1139,7078,17597,2690325.969
13/10/16,636.67,109134.4492,1592736441,514281,1550,222872,2.58523E+11,11.54,858422,3.81,372910.7612,1274.66,51.35,1.1139,7981,19079,2575867.969
14/10/16,638.92,164371.172,1807888945,601465,1738,263426,2.58523E+11,10.43,923089,3.81,531595.8005,1245.25,44.66,1.1054,9581,20605,2868663.237
15/10/16,639.61,144647.1132,1713955233,544859,1800,233296,2.58523E+11,9.98,864546,3.79,832327.1768,1257.04,44.66,1.1007,10134,19254,2683968.169
16/10/16,640.63,96785.93306,1326560730,547741,1600,229575,2.58523E+11,11.17,912040,3.83,991812.0104,1259.28,50.44,1.1056,8788,17289,2083592.332
17/10/16,640.5,91004.50761,1285586481,532160,1700,239588,2.58523E+11,10.71,858695,3.9,549330.7692,1253.73,50.35,1.0972,8502,17479,2012124.336
18/10/16,638.53,61030.00266,2177364483,501726,1775,210306,2.58523E+11,10.13,781652,3.89,428015.4242,1253.73,50.35,1.0972,6829,20593,3404206.443
19/10/16,633.88,62903.86026,1573565541,482676,1625,197746,2.58523E+11,11.08,758898,3.89,555308.4833,1250.55,49.94,1.1,7378,18498,2456278.259
20/10/16,630.42,90653.55191,1204302946,550541,1563,237107,2.58523E+11,11.49,929673,3.9,440189.7436,1253.29,49.94,1.1,9038,18689,1880254.404
21/10/16,632.11,102652.4987,1597153550,588298,1938,251366,2.58523E+11,9.32,841849,3.96,452121.2121,1260.55,50.29,1.0981,9037,17940,2501297.59
22/10/16,645.37,109455.5689,1225045317,459988,1563,198958,2.58523E+11,11.27,807402,3.82,587382.199,1267.27,51.6,1.0974,8766,20522,1932613.929
23/10/16,657.43,90348.18058,1549744643,624199,1675,270246,2.58523E+11,10.93,977432,3.8,636197.3684,1267.67,50.43,1.0929,7861,17281,2458273.283
24/10/16,655.19,88514.65726,2001209785,584321,2050,265191,2.58523E+11,8.8,791086,3.8,758415.7895,1265.51,50.85,1.0884,9966,15145,3165920.148
25/10/16,657.43,121723.1913,865820640,524550,1863,216559,2.58523E+11,9.69,793873,3.85,1002111.688,1265.51,50.85,1.0884,6727,13770,1341587.988
26/10/16,668.35,82859.92425,1226336730,525340,1800,191434,2.53618E+11,9.9,792337,3.91,1004488.491,1266.75,50.52,1.0882,8054,14832,1865349.512
27/10/16,683.29,94962.07207,2429929423,581792,1788,226837,2.53618E+11,10.11,886370,3.9,769076.9231,1262.24,50.52,1.0882,8868,18801,3708740.095
28/10/16,688.06,137472.8868,2033488385,617973,1738,236891,2.53618E+11,10.32,943928,3.89,811046.2725,1270.15,49.96,1.0889,9923,15756,3093087.302
29/10/16,703.8,132979.8818,1436172255,613898,1725,223178,2.53618E+11,10.52,974398,3.94,1375137.056,1270.28,49.18,1.0908,8501,17995,2148832.58
30/10/16,706.64,140650.8159,2381219933,721678,2025,326226,2.53618E+11,8.55,977626,4,1554017.5,1267.6,49.72,1.0897,8667,19247,3484933.093
31/10/16,701.14,117933.7616,1071166195,570194,1900,250724,2.53618E+11,9.75,816514,4,1065057.5,1274.81,48.7,1.0985,14518,19798,1556791.842
1/11/16,717.23,191476.2603,1058963861,541665,1863,229540,2.53618E+11,9.77,773040,4.04,1418955.446,1274.81,48.7,1.0985,10900,18463,1504637.484
2/11/16,733.52,142455.8474,944508090,472384,2100,207814,2.53618E+11,8.56,626404,4.06,1074980.296,1277.89,46.86,1.0981,8571,19812,1336618.49
3/11/16,713.74,138437.9724,1260940522,579849,1838,241631,2.53618E+11,9.73,810984,4.02,968495.0249,1275.72,46.86,1.0981,12082,23052,1798414.756
4/11/16,696.21,181987.6469,1328370564,602670,1800,246506,2.53618E+11,10,857052,4.06,1161302.956,1283.43,31.41,1.1055,10272,21499,1852084.497
5/11/16,703.05,115695.8229,3464538502,585172,1663,268285,2.53618E+11,10.82,903709,4.09,891466.9927,1295.38,26.21,1.1098,10374,20959,4723168.423
6/11/16,707.29,242116.1768,4935142022,593610,1938,271843,2.53618E+11,9.3,832613,3.99,1474558.897,1298.48,38.5,1.1105,9857,20253,6914481.495
7/11/16,706.13,143502.2421,4115492786,547623,1450,247927,2.53618E+11,12.44,956108,3.86,901924.8705,1302.42,40.36,1.1141,9168,18517,5911280.772
8/11/16,707.08,76455.87085,4076797927,555971,1838,238068,2.5462E+11,9.8,792454,3.88,597634.0206,1302.42,46.23,1.1141,12204,17653,5798731.139
9/11/16,720.44,84692.55892,3824593196,519672,1913,225633,2.5462E+11,9.32,730789,3.88,565175.2577,1273.25,46.23,1.1041,10908,20121,5407390.457
10/11/16,718.15,92117.74036,3145350792,628572,1825,274135,2.5462E+11,10.01,886719,3.85,728942.8571,1286.45,44.76,1.1041,11614,22734,4454350.887
11/11/16,716.17,112661.6507,2467080845,662890,2113,295891,2.5462E+11,8.5,866266,3.84,649307.2917,1271.25,43.49,1.1026,11807,22954,3489111.338
12/11/16,710.74,183816.8342,1950426225,614664,1838,269948,2.5462E+11,9.64,891799,3.86,749945.5959,1287.6,43.49,1.091,12959,24370,2707270.869
13/11/16,699.95,95812.57397,1255489187,611576,2100,271206,2.5462E+11,8.72,804537,3.84,608026.0417,1266.08,50.79,1.0893,11493,20972,1748226.954
14/11/16,703.28,88135.07966,995621287,557455,2038,254456,2.5462E+11,8.77,754813,3.82,556115.1832,1243.06,43.41,1.0855,10046,19923,1390202.448
15/11/16,709.6,90922.84098,671676958,572164,2100,228718,2.5462E+11,8.48,710403,3.79,684018.4697,1243.06,43.41,1.0855,8957,17540,945038.9144
16/11/16,728,114748.3335,778000342,539464,1775,219515,2.5462E+11,10.24,773399,3.81,877787.4016,1219.42,43.32,1.0737,9805,19573,1111508.453
17/11/16,745.26,89570.29917,1084159940,633190,2150,270334,2.5462E+11,8.44,790228,3.88,650981.9588,1221.16,43.32,1.0737,21607,22700,1541576.527
18/11/16,745.52,101519.8647,1247814038,653384,1950,280196,2.5462E+11,9.21,854412,3.9,777510.2564,1225.29,45.81,1.0722,11771,23129,1758475.251
19/11/16,751.04,194085.1648,1410347376,616360,2138,289618,2.5462E+11,8.39,791348,3.96,1068878.788,1226.8,45.57,1.0691,12522,23016,1937290.352
20/11/16,739.08,145692.7784,1189673916,627629,1988,277301,2.5462E+11,9.11,898399,4,780040,1223.36,45.42,1.0626,11377,22943,1596320.634
21/11/16,735.69,117184.1185,1191059048,625829,1850,275777,2.81801E+11,9.73,932393,3.96,669434.3434,1211.86,45.69,1.0588,10650,22105,1597621.859
22/11/16,745.35,147273.1146,835574589,579057,1775,249618,2.81801E+11,10.14,852874,3.96,517353.5354,1211.86,45.69,1.0588,8894,20995,1112556.707
23/11/16,746.88,208524.1111,858784187,579558,1600,243463,2.81801E+11,10.92,902306,3.94,680279.1878,1200.85,47.49,1.063,10466,17894,1161963.775
24/11/16,741.31,82646.76698,1144615887,609893,1738,285654,2.81801E+11,10.54,922493,3.94,507573.6041,1209.57,47.49,1.063,11120,22770,1555839.942
25/11/16,739.58,174288.5893,1268703973,609321,1675,285501,2.81801E+11,10.85,958885,3.94,595908.6294,1213.46,48.03,1.0627,11421,22500,1702158.681
26/11/16,737.18,102484.7365,1278197283,646475,1838,276777,2.81801E+11,9.71,951077,3.95,552962.0253,1200.88,47.96,1.0553,10960,21827,1711382.395
27/11/16,734.4,115901.9789,1379893321,735177,2025,328376,2.81801E+11,8.96,951714,3.92,533109.6939,1186.29,47.98,1.0554,11876,21061,1861425.478
28/11/16,734.7,91683.92872,1075403073,682916,1900,315235,2.81801E+11,9.51,942783,3.91,565675.1918,1183.14,46.06,1.0589,10238,20433,1454072.68
29/11/16,735.99,74558.04552,883419386,664484,1913,277455,2.81801E+11,9.41,944998,3.9,457010.2564,1183.14,46.06,1.0589,8430,19734,1198376.768
30/11/16,741.54,71625.54466,695206760,572082,1800,237245,2.81801E+11,9.93,821504,3.9,418446.1538,1182.25,47.08,1.0614,9523,19864,946632.2985
1/12/16,751.79,84236.55914,1108272500,709141,2050,298366,2.81801E+11,8.84,909111,3.89,443807.1979,1190.75,47.08,1.0614,12311,22289,1508469.443
2/12/16,768.58,93087.0039,1031345562,650263,1863,289501,2.81801E+11,9.66,906176,3.88,628082.4742,1189.49,45.23,1.065,14544,21602,1401303.77
3/12/16,773.13,113373.2503,1006956342,637060,1775,292512,2.81801E+11,10.08,912247,3.89,477449.8715,1180.16,49.44,1.0589,12018,21457,1357925.86
4/12/16,771.88,107027.1007,1129949533,596125,1825,239536,2.81801E+11,9.85,899509,3.91,507826.087,1168.18,30.44,1.0661,10921,21117,1503012.188
5/12/16,764.32,166026.9588,1368519677,732676,1788,315335,2.86766E+11,10.12,976569,3.94,649510.1523,1173.89,29.44,1.0664,11564,20335,1780581.952
6/12/16,761.82,89955.50037,942617093,703995,2150,287816,2.86766E+11,8.38,880862,3.93,459486.0051,1173.89,29.44,1.0664,8544,16186,1219221.985
7/12/16,765.91,78455.07074,698681779,644845,1850,245502,2.86766E+11,9.67,856999,3.92,486757.6531,1177.59,42.17,1.0764,8833,16345,905168.911
8/12/16,769.88,139160.2994,1297970041,670364,1900,277849,2.86766E+11,9.48,882688,3.66,3034480.874,1177.59,46.7,1.0764,10512,18558,1698202.377
